subject_nr,block_nr,trial_nr,trial_task,cs_contrast,cs_duration,cs_numbers,cs_filename,cs_us_order,cs_location,us_valence,us_filename,us_type,cs_w_us_type,us_duration,pre_mask,post_mask,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,id_opt_1_f,id_opt_2_f,id_opt_3_f,id_opt_4_f,id_opt_5_f,id_opt_6_f,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,time_subj,time_obj,time_blank,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6
27,1,0,subjective,1,90,3,3_dunkel.png,us_first,cs_right,positive,Meer,word,picture,860,fmaske_5.bmp,fmaske_9.bmp,32,6,3,29,20,19,32_dunkel.png,6_dunkel.png,3_dunkel.png,29_dunkel.png,20_dunkel.png,19_dunkel.png,491996,492500,493404,493509,493603,493657,494518,NA,501568,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,1,subjective,3,60,34,34_mittel.png,cs_first,cs_right,negative,Henker,word,picture,2390,fmaske_4.bmp,fmaske_10.bmp,22,24,13,28,34,8,22_dunkel.png,24_dunkel.png,13_dunkel.png,28_dunkel.png,34_dunkel.png,8_dunkel.png,NA,502099,503003,503107,503171,503225,505617,NA,506750,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,2,subjective,2,40,14,14_hell.png,us_first,cs_right,positive,7330.bmp,picture,picture,910,fmaske_1.bmp,fmaske_2.bmp,12,40,15,38,16,14,12_dunkel.png,40_dunkel.png,15_dunkel.png,38_dunkel.png,16_dunkel.png,14_dunkel.png,507401,507905,508809,508913,508958,509012,509923,NA,511034,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,3,objective,2,80,26,26_hell.png,us_first,cs_left,positive,2900.2.bmp,picture,picture,870,fmaske_10.bmp,fmaske_6.bmp,9,25,1,2,5,26,9_dunkel.png,25_dunkel.png,1_dunkel.png,2_dunkel.png,5_dunkel.png,26_dunkel.png,511678,512182,513086,513190,513274,513329,NA,514199,519775,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
27,1,4,subjective,3,80,26,26_mittel.png,us_first,cs_left,positive,2071.bmp,picture,picture,870,fmaske_3.bmp,fmaske_4.bmp,26,25,18,2,5,9,26_dunkel.png,25_dunkel.png,18_dunkel.png,2_dunkel.png,5_dunkel.png,9_dunkel.png,520418,520923,521827,521931,522015,522069,522939,NA,530177,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA
27,1,5,subjective,1,30,40,40_dunkel.png,cs_first,cs_left,positive,8080.bmp,picture,picture,2420,fmaske_1.bmp,fmaske_6.bmp,40,14,12,16,30,36,40_dunkel.png,14_dunkel.png,12_dunkel.png,16_dunkel.png,30_dunkel.png,36_dunkel.png,NA,530825,531729,531833,531867,531921,534341,NA,537497,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,6,objective,3,50,24,24_mittel.png,us_first,cs_left,positive,Brief,word,picture,900,fmaske_10.bmp,fmaske_6.bmp,24,22,11,8,28,34,24_dunkel.png,22_dunkel.png,11_dunkel.png,8_dunkel.png,28_dunkel.png,34_dunkel.png,538028,538532,539436,539540,539594,539648,NA,540548,557969,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
27,1,7,subjective,3,80,4,4_mittel.png,cs_first,cs_right,positive,Sonne,word,picture,2370,fmaske_9.bmp,fmaske_2.bmp,23,5,9,4,1,18,23_dunkel.png,5_dunkel.png,9_dunkel.png,4_dunkel.png,1_dunkel.png,18_dunkel.png,NA,558503,559407,559511,559595,559649,562020,NA,563994,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA
27,1,8,subjective,2,100,3,3_hell.png,cs_first,cs_right,positive,4220.bmp,picture,picture,2350,fmaske_2.bmp,fmaske_4.bmp,3,21,20,10,29,27,3_dunkel.png,21_dunkel.png,20_dunkel.png,10_dunkel.png,29_dunkel.png,27_dunkel.png,NA,564642,565546,565650,565754,565808,568159,NA,571772,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,9,subjective,3,40,31,31_mittel.png,us_first,cs_left,negative,Neid,word,picture,910,fmaske_7.bmp,fmaske_4.bmp,12,17,38,40,31,36,12_dunkel.png,17_dunkel.png,38_dunkel.png,40_dunkel.png,31_dunkel.png,36_dunkel.png,572302,572806,573710,573814,573858,573912,574822,NA,575684,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,10,subjective,1,70,2,2_dunkel.png,cs_first,cs_right,negative,6530.bmp,picture,picture,2380,fmaske_4.bmp,fmaske_2.bmp,2,18,5,1,4,23,2_dunkel.png,18_dunkel.png,5_dunkel.png,1_dunkel.png,4_dunkel.png,23_dunkel.png,NA,576331,577235,577339,577413,577467,579848,NA,583426,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,11,objective,1,70,9,9_dunkel.png,us_first,cs_left,negative,2900.bmp,picture,picture,880,fmaske_8.bmp,fmaske_12.bmp,4,9,25,2,26,23,4_dunkel.png,9_dunkel.png,25_dunkel.png,2_dunkel.png,26_dunkel.png,23_dunkel.png,584069,584573,585477,585581,585655,585709,NA,586589,588015,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
27,1,12,objective,3,50,34,34_mittel.png,us_first,cs_left,negative,2141.bmp,picture,picture,900,fmaske_3.bmp,fmaske_4.bmp,28,24,8,37,34,22,28_dunkel.png,24_dunkel.png,8_dunkel.png,37_dunkel.png,34_dunkel.png,22_dunkel.png,588661,589165,590069,590173,590227,590281,NA,591181,594988,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no
27,1,13,subjective,1,90,29,29_dunkel.png,us_first,cs_left,positive,8080.bmp,picture,picture,860,fmaske_1.bmp,fmaske_7.bmp,10,27,21,19,29,3,10_dunkel.png,27_dunkel.png,21_dunkel.png,19_dunkel.png,29_dunkel.png,3_dunkel.png,595637,596142,597046,597150,597244,597298,598158,NA,600571,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,14,objective,2,90,3,3_hell.png,us_first,cs_right,positive,5831.bmp,picture,picture,860,fmaske_10.bmp,fmaske_3.bmp,29,19,7,3,20,21,29_dunkel.png,19_dunkel.png,7_dunkel.png,3_dunkel.png,20_dunkel.png,21_dunkel.png,601213,601717,602621,602725,602819,602873,NA,603734,605869,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
27,1,15,subjective,1,70,35,35_dunkel.png,cs_first,cs_right,positive,8200.bmp,picture,picture,2380,fmaske_11.bmp,fmaske_4.bmp,23,18,35,25,4,9,23_dunkel.png,18_dunkel.png,35_dunkel.png,25_dunkel.png,4_dunkel.png,9_dunkel.png,NA,606512,607416,607520,607594,607648,610029,NA,611811,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,16,objective,2,100,32,32_hell.png,cs_first,cs_left,positive,7580.bmp,picture,picture,2350,fmaske_2.bmp,fmaske_8.bmp,6,10,29,7,3,32,6_dunkel.png,10_dunkel.png,29_dunkel.png,7_dunkel.png,3_dunkel.png,32_dunkel.png,NA,612460,613364,613468,613572,613626,NA,615976,620033,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
27,1,17,subjective,2,90,32,32_hell.png,us_first,cs_right,positive,5910.bmp,picture,picture,860,fmaske_2.bmp,fmaske_8.bmp,3,7,19,27,32,21,3_dunkel.png,7_dunkel.png,19_dunkel.png,27_dunkel.png,32_dunkel.png,21_dunkel.png,620680,621185,622089,622193,622287,622341,623202,NA,627182,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA
27,1,18,objective,2,40,14,14_hell.png,cs_first,cs_left,positive,Spaß,word,picture,2410,fmaske_6.bmp,fmaske_11.bmp,36,38,30,31,14,15,36_dunkel.png,38_dunkel.png,30_dunkel.png,31_dunkel.png,14_dunkel.png,15_dunkel.png,NA,627712,628616,628720,628765,628819,NA,631229,635335,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
27,1,19,objective,3,30,17,17_mittel.png,us_first,cs_right,positive,Sommer,word,picture,920,fmaske_11.bmp,fmaske_1.bmp,15,14,30,17,16,12,15_dunkel.png,14_dunkel.png,30_dunkel.png,17_dunkel.png,16_dunkel.png,12_dunkel.png,635867,636371,637276,637380,637414,637468,NA,638389,639558,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
27,1,20,subjective,3,40,17,17_mittel.png,us_first,cs_right,positive,2150.bmp,picture,picture,910,fmaske_8.bmp,fmaske_7.bmp,40,12,36,31,17,15,40_dunkel.png,12_dunkel.png,36_dunkel.png,31_dunkel.png,17_dunkel.png,15_dunkel.png,640199,640704,641608,641712,641756,641810,642721,NA,643892,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA
27,1,21,subjective,2,50,34,34_hell.png,us_first,cs_right,negative,Abgrund,word,picture,900,fmaske_10.bmp,fmaske_10.bmp,39,13,24,34,33,28,39_dunkel.png,13_dunkel.png,24_dunkel.png,34_dunkel.png,33_dunkel.png,28_dunkel.png,644422,644926,645830,645934,645988,646042,646943,NA,650892,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,22,subjective,1,80,26,26_dunkel.png,us_first,cs_left,positive,5830.bmp,picture,picture,870,fmaske_4.bmp,fmaske_3.bmp,9,26,25,1,5,35,9_dunkel.png,26_dunkel.png,25_dunkel.png,1_dunkel.png,5_dunkel.png,35_dunkel.png,651535,652040,652944,653048,653132,653186,654056,NA,657892,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA
27,1,23,subjective,1,30,30,30_dunkel.png,cs_first,cs_right,negative,Angst,word,picture,2420,fmaske_8.bmp,fmaske_2.bmp,38,30,40,14,12,36,38_dunkel.png,30_dunkel.png,40_dunkel.png,14_dunkel.png,12_dunkel.png,36_dunkel.png,NA,658426,659331,659435,659469,659523,661945,NA,663079,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA
27,1,24,objective,1,40,15,15_dunkel.png,cs_first,cs_left,positive,8496.bmp,picture,picture,2410,fmaske_11.bmp,fmaske_7.bmp,14,38,15,31,17,36,14_dunkel.png,38_dunkel.png,15_dunkel.png,31_dunkel.png,17_dunkel.png,36_dunkel.png,NA,663721,664626,664730,664774,664828,NA,667238,668467,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
27,1,25,objective,3,60,11,11_mittel.png,cs_first,cs_left,positive,Spiel,word,picture,2390,fmaske_5.bmp,fmaske_12.bmp,33,22,11,8,34,37,33_dunkel.png,22_dunkel.png,11_dunkel.png,8_dunkel.png,34_dunkel.png,37_dunkel.png,NA,668996,669901,670005,670069,670123,NA,672513,680661,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no
27,1,26,objective,1,30,16,16_dunkel.png,cs_first,cs_right,positive,4220.bmp,picture,picture,2420,fmaske_11.bmp,fmaske_12.bmp,36,15,30,31,14,16,36_dunkel.png,15_dunkel.png,30_dunkel.png,31_dunkel.png,14_dunkel.png,16_dunkel.png,NA,681302,682206,682310,682344,682398,NA,684819,687267,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
27,1,27,subjective,1,90,32,32_dunkel.png,cs_first,cs_right,positive,7502.bmp,picture,picture,2360,fmaske_12.bmp,fmaske_11.bmp,20,3,32,10,29,27,20_dunkel.png,3_dunkel.png,32_dunkel.png,10_dunkel.png,29_dunkel.png,27_dunkel.png,NA,687910,688815,688920,689014,689069,691430,NA,693706,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA
27,1,28,objective,3,40,12,12_mittel.png,us_first,cs_right,negative,9830.bmp,picture,picture,910,fmaske_12.bmp,fmaske_9.bmp,12,14,40,31,16,36,12_dunkel.png,14_dunkel.png,40_dunkel.png,31_dunkel.png,16_dunkel.png,36_dunkel.png,694348,694852,695756,695860,695904,695958,NA,696869,699154,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
