subject_nr,block_nr,trial_nr,trial_task,cs_contrast,cs_duration,cs_numbers,cs_filename,cs_us_order,cs_location,us_valence,us_filename,us_type,cs_w_us_type,us_duration,pre_mask,post_mask,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,id_opt_1_f,id_opt_2_f,id_opt_3_f,id_opt_4_f,id_opt_5_f,id_opt_6_f,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,time_subj,time_obj,time_blank,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6
16,1,0,objective,3,70,26,26_mittel.png,us_first,cs_left,positive,Leben,word,picture,880,fmaske_5.bmp,fmaske_8.bmp,26,23,18,5,1,25,26_dunkel.png,23_dunkel.png,18_dunkel.png,5_dunkel.png,1_dunkel.png,25_dunkel.png,542195,542699,543603,543707,543781,543835,NA,544715,551154,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no
16,1,1,objective,2,70,26,26_hell.png,cs_first,cs_right,positive,2208.bmp,picture,picture,2380,fmaske_3.bmp,fmaske_7.bmp,35,26,2,5,23,18,35_dunkel.png,26_dunkel.png,2_dunkel.png,5_dunkel.png,23_dunkel.png,18_dunkel.png,NA,551808,552712,552816,552890,552944,NA,555325,557105,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no
16,1,2,subjective,3,70,4,4_mittel.png,cs_first,cs_right,positive,2058.bmp,picture,picture,2380,fmaske_7.bmp,fmaske_4.bmp,18,2,26,1,23,4,18_dunkel.png,2_dunkel.png,26_dunkel.png,1_dunkel.png,23_dunkel.png,4_dunkel.png,NA,557744,558649,558753,558827,558881,561262,NA,576410,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
16,1,3,objective,1,80,2,2_dunkel.png,cs_first,cs_left,negative,6242.bmp,picture,picture,2370,fmaske_2.bmp,fmaske_4.bmp,2,25,35,18,9,23,2_dunkel.png,25_dunkel.png,35_dunkel.png,18_dunkel.png,9_dunkel.png,23_dunkel.png,NA,577058,577962,578066,578150,578204,NA,580574,584559,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
16,1,4,objective,3,30,16,16_mittel.png,us_first,cs_right,positive,Geburt,word,picture,920,fmaske_6.bmp,fmaske_4.bmp,16,12,15,14,31,30,16_dunkel.png,12_dunkel.png,15_dunkel.png,14_dunkel.png,31_dunkel.png,30_dunkel.png,585097,585601,586505,586609,586643,586697,NA,587619,595211,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no
16,1,5,objective,2,70,35,35_hell.png,cs_first,cs_left,positive,5629.bmp,picture,picture,2380,fmaske_9.bmp,fmaske_4.bmp,18,35,25,23,2,5,18_dunkel.png,35_dunkel.png,25_dunkel.png,23_dunkel.png,2_dunkel.png,5_dunkel.png,NA,595871,596775,596879,596953,597007,NA,599387,603558,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no
16,1,6,subjective,1,90,21,21_dunkel.png,cs_first,cs_left,negative,6311.bmp,picture,picture,2360,fmaske_2.bmp,fmaske_6.bmp,6,27,3,19,21,20,6_dunkel.png,27_dunkel.png,3_dunkel.png,19_dunkel.png,21_dunkel.png,20_dunkel.png,NA,604203,605108,605212,605306,605360,607720,NA,612738,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA
16,1,7,subjective,3,50,37,37_mittel.png,us_first,cs_left,positive,Licht,word,picture,900,fmaske_5.bmp,fmaske_6.bmp,39,24,34,8,37,22,39_dunkel.png,24_dunkel.png,34_dunkel.png,8_dunkel.png,37_dunkel.png,22_dunkel.png,613284,613788,614692,614796,614850,614904,615804,NA,618447,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA
16,1,8,objective,2,100,10,10_hell.png,cs_first,cs_right,negative,Sadist,word,picture,2350,fmaske_7.bmp,fmaske_8.bmp,20,3,32,27,19,10,20_dunkel.png,3_dunkel.png,32_dunkel.png,27_dunkel.png,19_dunkel.png,10_dunkel.png,NA,618976,619881,619985,620089,620143,NA,622494,624898,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes
16,1,9,subjective,1,50,8,8_dunkel.png,cs_first,cs_left,positive,Freizeit,word,picture,2400,fmaske_9.bmp,fmaske_4.bmp,8,13,24,39,11,34,8_dunkel.png,13_dunkel.png,24_dunkel.png,39_dunkel.png,11_dunkel.png,34_dunkel.png,NA,625432,626336,626440,626494,626548,628948,NA,631161,no,no,no,no,yes,no,NA,NA,NA,NA,NA,NA
