subject_nr,cs_filename,eval_rating
4,20_dunkel.png,5
4,22_dunkel.png,12
4,10_dunkel.png,5
4,26_dunkel.png,15
4,40_dunkel.png,2
4,15_dunkel.png,6
4,7_dunkel.png,9
4,11_dunkel.png,11
4,17_dunkel.png,4
4,19_dunkel.png,4
4,30_dunkel.png,4
4,36_dunkel.png,12
4,35_dunkel.png,2
4,1_dunkel.png,12
4,34_dunkel.png,4
4,4_dunkel.png,5
4,13_dunkel.png,2
4,2_dunkel.png,13
4,37_dunkel.png,13
4,28_dunkel.png,3
4,14_dunkel.png,1
4,29_dunkel.png,1
4,21_dunkel.png,15
4,16_dunkel.png,4
4,23_dunkel.png,2
4,32_dunkel.png,14
4,33_dunkel.png,8
4,27_dunkel.png,18
4,6_dunkel.png,3
4,9_dunkel.png,6
4,31_dunkel.png,12
4,25_dunkel.png,2
4,5_dunkel.png,2
4,38_dunkel.png,8
4,3_dunkel.png,3
4,24_dunkel.png,12
4,12_dunkel.png,10
4,8_dunkel.png,2
4,18_dunkel.png,12
4,39_dunkel.png,6
