subject_nr,cs_filename,eval_rating
21,26_dunkel.png,16
21,22_dunkel.png,5
21,23_dunkel.png,8
21,5_dunkel.png,8
21,40_dunkel.png,7
21,33_dunkel.png,10
21,11_dunkel.png,12
21,27_dunkel.png,18
21,9_dunkel.png,13
21,18_dunkel.png,7
21,36_dunkel.png,8
21,1_dunkel.png,13
21,17_dunkel.png,10
21,37_dunkel.png,7
21,28_dunkel.png,12
21,8_dunkel.png,15
21,10_dunkel.png,5
21,3_dunkel.png,1
21,29_dunkel.png,4
21,15_dunkel.png,11
21,25_dunkel.png,9
21,31_dunkel.png,12
21,34_dunkel.png,12
21,16_dunkel.png,13
21,12_dunkel.png,9
21,24_dunkel.png,14
21,39_dunkel.png,11
21,13_dunkel.png,2
21,14_dunkel.png,0
21,20_dunkel.png,8
21,35_dunkel.png,7
21,19_dunkel.png,6
21,4_dunkel.png,10
21,38_dunkel.png,12
21,2_dunkel.png,4
21,32_dunkel.png,11
21,6_dunkel.png,3
21,30_dunkel.png,11
21,21_dunkel.png,17
21,7_dunkel.png,15
