subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
10,29_dunkel.png,no,yes,no,no
10,18_dunkel.png,no,yes,no,no
10,14_dunkel.png,no,no,yes,no
10,40_dunkel.png,no,yes,no,no
10,21_dunkel.png,yes,no,no,no
10,5_dunkel.png,no,yes,no,no
10,34_dunkel.png,yes,no,no,no
10,26_dunkel.png,no,yes,no,no
10,32_dunkel.png,no,yes,no,no
10,1_dunkel.png,no,yes,no,no
10,16_dunkel.png,no,no,yes,no
10,9_dunkel.png,no,no,yes,no
10,4_dunkel.png,no,no,yes,no
10,12_dunkel.png,no,no,yes,no
10,28_dunkel.png,no,no,no,yes
10,25_dunkel.png,no,no,no,yes
10,7_dunkel.png,no,yes,no,no
10,10_dunkel.png,no,no,yes,no
10,38_dunkel.png,no,no,yes,no
10,30_dunkel.png,no,no,yes,no
10,8_dunkel.png,no,no,yes,no
10,15_dunkel.png,no,yes,no,no
10,3_dunkel.png,no,no,yes,no
10,36_dunkel.png,no,no,yes,no
10,17_dunkel.png,no,no,no,yes
10,20_dunkel.png,no,no,no,yes
10,39_dunkel.png,no,yes,no,no
10,27_dunkel.png,no,no,yes,no
10,33_dunkel.png,no,yes,no,no
10,11_dunkel.png,no,no,yes,no
10,22_dunkel.png,no,no,yes,no
10,23_dunkel.png,no,no,yes,no
10,24_dunkel.png,no,no,yes,no
10,19_dunkel.png,no,no,no,yes
10,2_dunkel.png,no,no,no,yes
10,35_dunkel.png,no,no,yes,no
10,31_dunkel.png,no,yes,no,no
10,13_dunkel.png,no,no,yes,no
10,37_dunkel.png,no,yes,no,no
10,6_dunkel.png,no,no,yes,no
