subject_nr,cs_filename,s_bek,e_bek,e_unbek,s_unbek
14,30_dunkel.png,no,no,yes,no
14,34_dunkel.png,no,no,yes,no
14,9_dunkel.png,no,no,no,yes
14,38_dunkel.png,no,yes,no,no
14,2_dunkel.png,no,no,yes,no
14,19_dunkel.png,no,yes,no,no
14,24_dunkel.png,no,yes,no,no
14,11_dunkel.png,no,no,no,yes
14,36_dunkel.png,no,yes,no,no
14,12_dunkel.png,no,yes,no,no
14,15_dunkel.png,no,yes,no,no
14,37_dunkel.png,no,no,yes,no
14,39_dunkel.png,no,no,yes,no
14,20_dunkel.png,no,no,yes,no
14,28_dunkel.png,no,no,no,yes
14,26_dunkel.png,no,no,no,yes
14,27_dunkel.png,no,yes,no,no
14,22_dunkel.png,no,no,no,yes
14,1_dunkel.png,no,yes,no,no
14,6_dunkel.png,no,no,no,yes
14,32_dunkel.png,no,no,yes,no
14,17_dunkel.png,no,no,yes,no
14,33_dunkel.png,no,no,yes,no
14,7_dunkel.png,no,no,no,yes
14,3_dunkel.png,no,no,no,yes
14,13_dunkel.png,no,no,no,yes
14,16_dunkel.png,no,yes,no,no
14,21_dunkel.png,no,yes,no,no
14,35_dunkel.png,no,no,no,yes
14,10_dunkel.png,no,no,no,yes
14,29_dunkel.png,no,no,no,yes
14,23_dunkel.png,no,no,no,yes
14,18_dunkel.png,no,no,no,yes
14,40_dunkel.png,no,no,no,yes
14,25_dunkel.png,no,no,no,yes
14,8_dunkel.png,no,no,no,yes
14,14_dunkel.png,no,no,no,yes
14,4_dunkel.png,no,no,no,yes
14,31_dunkel.png,no,no,yes,no
14,5_dunkel.png,no,no,no,yes
