subject_nr,cs_filename,eval_rating
17,31_dunkel.png,15
17,34_dunkel.png,12
17,1_dunkel.png,17
17,37_dunkel.png,16
17,27_dunkel.png,13
17,19_dunkel.png,7
17,35_dunkel.png,4
17,14_dunkel.png,8
17,7_dunkel.png,13
17,38_dunkel.png,14
17,16_dunkel.png,9
17,36_dunkel.png,11
17,2_dunkel.png,13
17,30_dunkel.png,3
17,21_dunkel.png,15
17,10_dunkel.png,14
17,28_dunkel.png,7
17,8_dunkel.png,3
17,4_dunkel.png,4
17,17_dunkel.png,3
17,11_dunkel.png,8
17,40_dunkel.png,7
17,32_dunkel.png,10
17,22_dunkel.png,13
17,23_dunkel.png,14
17,25_dunkel.png,11
17,6_dunkel.png,3
17,15_dunkel.png,7
17,9_dunkel.png,13
17,5_dunkel.png,13
17,24_dunkel.png,9
17,13_dunkel.png,6
17,3_dunkel.png,1
17,20_dunkel.png,4
17,18_dunkel.png,3
17,12_dunkel.png,14
17,33_dunkel.png,12
17,39_dunkel.png,15
17,26_dunkel.png,16
17,29_dunkel.png,2
