ParticipantNumber	NumFramesCS	US	CS	AnswerNumber	Correct	PCName	timeStamp	
1	171	DisIAPS4.jpg	Water4.jpg	3	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD5.jpg	Water3.jpg	8	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD1.jpg	Aero04.jpg	5	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS3.jpg	Water4.jpg	1	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp2.jpg	Aero05.jpg	2	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp4.jpg	Aero05.jpg	6	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD1.jpg	Aero03.jpg	6	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD5.jpg	Water1.jpg	5	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS5.jpg	Aero07.jpg	4	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD1.jpg	Water1.jpg	8	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD2.jpg	Water3.jpg	3	1	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD5.jpg	Aero03.jpg	2	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD4.jpg	Aero03.jpg	1	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS1.jpg	Aero07.jpg	3	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD3.jpg	Water1.jpg	4	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD4.jpg	Water3.jpg	2	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD2.jpg	Water1.jpg	6	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD5.jpg	Aero04.jpg	3	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD3.jpg	Aero04.jpg	2	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp2.jpg	Water8.jpg	1	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp5.jpg	Aero05.jpg	5	1	labor2	2015-01-13_18.01.15.338000
1	171	MereExp1.jpg	Aero05.jpg	5	1	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS5.jpg	Water4.jpg	2	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp1.jpg	Water8.jpg	2	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS4.jpg	Aero07.jpg	1	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD4.jpg	Aero04.jpg	6	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD2.jpg	Aero04.jpg	6	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD4.jpg	Water1.jpg	8	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS3.jpg	Aero07.jpg	4	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS2.jpg	Water4.jpg	6	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD1.jpg	Water3.jpg	3	1	labor2	2015-01-13_18.01.15.338000
1	171	MereExp4.jpg	Water8.jpg	1	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp3.jpg	Water8.jpg	5	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp5.jpg	Water8.jpg	1	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD3.jpg	Water3.jpg	3	1	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD2.jpg	Aero03.jpg	5	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS1.jpg	Water4.jpg	4	1	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD3.jpg	Aero03.jpg	3	1	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS2.jpg	Aero07.jpg	8	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp3.jpg	Aero05.jpg	3	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS4.jpg	Aero07.jpg	6	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD5.jpg	Aero03.jpg	7	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD4.jpg	Aero04.jpg	2	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD3.jpg	Water1.jpg	1	1	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD1.jpg	Water3.jpg	3	1	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD3.jpg	Aero04.jpg	7	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS2.jpg	Water4.jpg	1	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD1.jpg	Aero04.jpg	3	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp4.jpg	Aero05.jpg	3	0	labor2	2015-01-13_18.01.15.338000
1	171	MereExp2.jpg	Aero05.jpg	8	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD3.jpg	Aero03.jpg	4	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD4.jpg	Water1.jpg	1	1	labor2	2015-01-13_18.01.15.338000
1	171	MereExp2.jpg	Water8.jpg	8	1	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD1.jpg	Water1.jpg	1	1	labor2	2015-01-13_18.01.15.338000
1	171	MereExp5.jpg	Water8.jpg	8	1	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS1.jpg	Water4.jpg	5	0	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD5.jpg	Water3.jpg	3	1	labor2	2015-01-13_18.01.15.338000
1	171	MereExp5.jpg	Aero05.jpg	5	1	labor2	2015-01-13_18.01.15.338000
1	171	DisRaFD1.jpg	Aero03.jpg	8	0	labor2	2015-01-13_18.01.15.338000
1	171	FeaRaFD2.jpg	Aero04.jpg	1	0	labor2	2015-01-13_18.01.15.338000
1	171	DisIAPS2.jpg	Aero07.jpg	1	0	labor2	2015-01-13_18.01.15.338000
