ParticipantNumber	NumFramesCS	US	CS	AnswerNumber	Correct	PCName	timeStamp	
3	171	DisIAPS3.jpg	Water4.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp5.jpg	Water6.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD1.jpg	Aero05.jpg	3	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD4.jpg	Water7.jpg	6	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp3.jpg	Water6.jpg	4	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD2.jpg	Aero05.jpg	5	1	labor8	2015-01-13_18.07.04.282000
3	171	MereExp2.jpg	Aero04.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS5.jpg	Aero06.jpg	6	1	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD5.jpg	Aero03.jpg	6	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS2.jpg	Water4.jpg	7	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS3.jpg	Aero06.jpg	6	1	labor8	2015-01-13_18.07.04.282000
3	171	MereExp5.jpg	Aero04.jpg	4	1	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD4.jpg	Aero03.jpg	1	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp3.jpg	Aero04.jpg	4	1	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD5.jpg	Water7.jpg	3	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS4.jpg	Water4.jpg	7	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD1.jpg	Water7.jpg	5	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD4.jpg	Water2.jpg	1	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD1.jpg	Water2.jpg	5	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD3.jpg	Aero05.jpg	5	1	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD1.jpg	Aero03.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp2.jpg	Water6.jpg	5	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD3.jpg	Aero03.jpg	3	1	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD5.jpg	Water2.jpg	5	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS4.jpg	Aero06.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD5.jpg	Aero05.jpg	5	1	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD4.jpg	Aero05.jpg	5	1	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD2.jpg	Water2.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD2.jpg	Water7.jpg	7	1	labor8	2015-01-13_18.07.04.282000
3	171	MereExp1.jpg	Water6.jpg	1	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp4.jpg	Aero04.jpg	3	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp1.jpg	Aero04.jpg	4	1	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS5.jpg	Water4.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp4.jpg	Water6.jpg	4	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD2.jpg	Aero03.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS2.jpg	Aero06.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS1.jpg	Water4.jpg	1	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD3.jpg	Water2.jpg	6	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS1.jpg	Aero06.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD3.jpg	Water7.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD5.jpg	Water2.jpg	2	1	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS5.jpg	Water4.jpg	5	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD1.jpg	Aero03.jpg	5	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS1.jpg	Water4.jpg	7	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD3.jpg	Water7.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD5.jpg	Aero05.jpg	5	1	labor8	2015-01-13_18.07.04.282000
3	171	MereExp5.jpg	Water6.jpg	7	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD4.jpg	Aero03.jpg	3	1	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS3.jpg	Aero06.jpg	1	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD4.jpg	Water2.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp4.jpg	Aero04.jpg	6	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS2.jpg	Water4.jpg	1	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD2.jpg	Water7.jpg	6	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD1.jpg	Aero05.jpg	4	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS1.jpg	Aero06.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS2.jpg	Aero06.jpg	7	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp2.jpg	Water6.jpg	6	1	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD4.jpg	Aero05.jpg	5	1	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD3.jpg	Aero05.jpg	5	1	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD2.jpg	Aero05.jpg	5	1	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD3.jpg	Aero03.jpg	3	1	labor8	2015-01-13_18.07.04.282000
3	171	MereExp1.jpg	Aero04.jpg	4	1	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS4.jpg	Water4.jpg	3	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD2.jpg	Water2.jpg	1	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD1.jpg	Water2.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD5.jpg	Water7.jpg	4	0	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD3.jpg	Water2.jpg	1	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS4.jpg	Aero06.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD1.jpg	Water7.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp1.jpg	Water6.jpg	6	1	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD2.jpg	Aero03.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp3.jpg	Water6.jpg	4	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp3.jpg	Aero04.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp2.jpg	Aero04.jpg	4	1	labor8	2015-01-13_18.07.04.282000
3	171	DisRaFD5.jpg	Aero03.jpg	3	1	labor8	2015-01-13_18.07.04.282000
3	171	FeaRaFD4.jpg	Water7.jpg	4	0	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS3.jpg	Water4.jpg	8	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp4.jpg	Water6.jpg	2	0	labor8	2015-01-13_18.07.04.282000
3	171	MereExp5.jpg	Aero04.jpg	4	1	labor8	2015-01-13_18.07.04.282000
3	171	DisIAPS5.jpg	Aero06.jpg	6	1	labor8	2015-01-13_18.07.04.282000
