subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
17;1;1;5.0;negative;K   E   H   M;maske_2.bmp;maske_1.bmp;Sad pose 1.jpg;0.105;H   E   L   K;N   U   G   Z;K   E   H   M;G   N   U   Z;yes;no;no;no;no;yes
17;1;2;5.0;positive;Z   U   N   G;maske_1.bmp;maske_2.bmp;Sunset 3.jpg;0.105;M   E   H   K;Z   U   N   G;G   U   N   T;K   E   H   M;no;yes;no;no;yes;no
17;1;3;5.0;positive;Z   U   N   T;maske_1.bmp;maske_2.bmp;Chipmunk 1.jpg;0.105;K   E   H   M;K   L   E   H;Z   U   N   T;G   U   T   Z;no;no;no;yes;yes;no
17;1;4;5.0;negative;K   L   E   H;maske_1.bmp;maske_2.bmp;Animal carcass 3.jpg;0.105;K   L   E   H;Z   U   N   T;G   U   N   T;K   L   E   M;yes;no;no;no;no;yes
17;1;5;2.5;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Animal carcass 1.jpg;0.07;V   A   S   P;R   O   B   F;P   S   A   V;F   O   R   B;yes;no;no;no;no;yes
17;1;6;2.5;negative;V   A   P   S;maske_2.bmp;maske_1.bmp;Destruction 2.jpg;0.07;J   O   B   F;V   A   P   S;S   A   P   V;F   O   R   B;yes;no;no;no;no;yes
17;1;7;5.0;positive;G   U   N   T;maske_1.bmp;maske_2.bmp;Baby 2.jpg;0.105;N   U   G   Z;L   E   M   K;M   E   H   K;G   U   N   T;no;no;no;yes;yes;no
17;1;8;2.5;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Frustrated pose 3.jpg;0.07;B   J   O   F;S   P   A   V;S   W   A   P;F   R   O   B;no;no;no;yes;no;yes
17;1;9;2.5;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Coffee 1.jpg;0.07;B   J   O   F;S   P   A   V;J   O   B   F;S   V   A   W;yes;no;no;no;no;yes
17;1;10;5.0;negative;M   E   H   K;maske_1.bmp;maske_2.bmp;Depressed pose 1.jpg;0.105;Z   U   N   G;T   U   N   G;K   E   L   M;M   E   H   K;no;no;no;yes;no;yes
17;1;11;5.0;positive;G   N   U   Z;maske_2.bmp;maske_1.bmp;Happy pose 2.jpg;0.105;H   E   L   K;Z   U   N   G;K   L   E   M;G   N   U   Z;no;no;no;yes;yes;no
17;1;12;2.5;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Guitar 1.jpg;0.07;S   W   A   P;J   O   R   F;J   O   B   F;S   P   A   V;no;no;yes;no;no;yes
17;1;13;5.0;negative;H   E   L   K;maske_2.bmp;maske_1.bmp;Angry face 4.jpg;0.105;H   E   M   K;H   E   L   K;T   U   G   Z;G   N   U   Z;no;yes;no;no;no;yes
17;1;14;5.0;positive;G   U   T   Z;maske_2.bmp;maske_1.bmp;Cat 5.jpg;0.105;G   U   T   Z;L   E   M   K;G   N   U   Z;K   L   E   M;yes;no;no;no;yes;no
17;1;15;5.0;negative;H   E   M   K;maske_2.bmp;maske_1.bmp;Prison 2.jpg;0.105;M   E   H   K;Z   U   N   G;H   E   M   K;T   U   G   Z;no;no;yes;no;no;yes
17;1;16;5.0;positive;T   U   G   Z;maske_2.bmp;maske_1.bmp;Collaboration 1.jpg;0.105;K   E   L   M;K   L   E   H;T   U   G   Z;Z   U   N   T;no;no;yes;no;yes;no
17;1;17;2.5;negative;S   P   A   V;maske_1.bmp;maske_2.bmp;Gun 5.jpg;0.07;B   J   O   F;B   O   R   F;S   P   A   V;S   W   A   P;no;no;yes;no;no;yes
17;1;18;2.5;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Baby 6.jpg;0.07;V   A   S   P;S   A   P   V;R   O   B   F;B   O   R   F;no;yes;no;no;yes;no
17;1;19;2.5;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Mother 6.jpg;0.07;P   S   A   V;F   O   R   B;V   A   P   S;F   R   O   B;no;no;no;yes;yes;no
17;1;20;2.5;negative;S   V   A   W;maske_2.bmp;maske_1.bmp;Hangover 1.jpg;0.07;S   V   A   W;J   O   R   F;J   O   R   B;W   A   P   S;no;no;yes;no;no;yes
17;1;21;2.5;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Garbage dump 5.jpg;0.07;V   A   P   S;P   S   A   V;R   O   B   F;B   O   R   F;no;yes;no;no;no;yes
17;1;22;2.5;negative;S   A   P   V;maske_2.bmp;maske_1.bmp;Gun 1.jpg;0.07;S   V   A   W;J   O   R   F;F   R   O   B;S   A   P   V;no;no;no;yes;no;yes
17;1;23;5.0;negative;L   E   M   K;maske_2.bmp;maske_1.bmp;Intensity 1.jpg;0.105;K   L   E   H;N   U   G   Z;L   E   M   K;T   U   N   G;no;no;yes;no;no;yes
17;1;24;5.0;negative;K   E   L   M;maske_1.bmp;maske_2.bmp;Feces 1.jpg;0.105;K   E   L   M;G   U   N   T;K   E   H   M;G   U   T   Z;yes;no;no;no;no;yes
17;1;25;2.5;positive;J   O   R   F;maske_1.bmp;maske_2.bmp;Massage 1.jpg;0.07;J   O   R   F;J   O   R   B;W   A   P   S;S   V   A   W;yes;no;no;no;yes;no
