subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
9;1;1;5.0;positive;T   U   N   G;maske_2.bmp;maske_1.bmp;Picnic 1.jpg;0.071;1;1;2;12;0.004;2;yes;no
9;1;2;2.5;negative;W   A   P   S;maske_2.bmp;maske_1.bmp;Angry pose 1.jpg;0.047;-1;1;3;15;0.004;2;no;yes
9;1;3;5.0;positive;Z   U   N   T;maske_1.bmp;maske_2.bmp;Cat 5.jpg;0.075;1;1;2;12;0.004;2;yes;no
9;1;4;2.5;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Hallway 1.jpg;0.051;1;-1;4;16;0.002;4;no;yes
9;1;5;5.0;negative;L   E   M   K;maske_1.bmp;maske_2.bmp;Destruction 7.jpg;0.079;1;1;2;12;0.004;2;no;yes
9;1;6;2.5;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Gun 1.jpg;0.049;-1;1;5;17;0.002;2;no;yes
9;1;7;5.0;positive;G   U   N   T;maske_2.bmp;maske_1.bmp;Nude couple 7.jpg;0.083;1;1;2;12;0.004;5;yes;no
9;1;8;2.5;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Baby 8.jpg;0.051;1;-1;6;18;0.002;5;yes;no
9;1;9;5.0;negative;H   E   M   K;maske_1.bmp;maske_2.bmp;Angry face 3.jpg;0.083;1;1;2;12;0.004;5;no;yes
9;1;10;2.5;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Mother 5.jpg;0.049;-1;-1;6;18;0.002;3;yes;no
9;1;11;2.5;positive;B   O   R   F;maske_1.bmp;maske_2.bmp;Sunset 3.jpg;0.047;-1;-1;6;18;0.002;3;yes;no
9;1;12;5.0;positive;G   U   T   Z;maske_2.bmp;maske_1.bmp;Collaboration 1.jpg;0.083;1;1;2;12;0.004;5;yes;no
9;1;13;2.5;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Hangover 1.jpg;0.045;-1;-1;6;18;0.002;3;no;yes
9;1;14;2.5;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Excited face 5.jpg;0.043;-1;1;7;19;0.002;1;yes;no
9;1;15;2.5;positive;J   O   B   F;maske_2.bmp;maske_1.bmp;Bird 1.jpg;0.045;1;1;7;19;0.002;2;yes;no
9;1;16;2.5;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Gazing 6.jpg;0.047;1;-1;8;20;0.001;4;yes;no
9;1;17;5.0;positive;N   U   G   Z;maske_2.bmp;maske_1.bmp;Penguins 2.jpg;0.083;1;1;2;12;0.004;5;yes;no
9;1;18;5.0;negative;K   E   L   M;maske_2.bmp;maske_1.bmp;Animal carcass 3.jpg;0.083;1;1;2;12;0.004;3;no;yes
9;1;19;2.5;negative;S   P   A   V;maske_2.bmp;maske_1.bmp;Miserable pose 4.jpg;0.046;-1;1;9;21;0.001;1;no;yes
