subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
46;1;1;5.0;negative;W   A   P   S;maske_2.bmp;maske_1.bmp;Miserable pose 4.jpg;0.122;1;1;2;8;0.004;5;no;yes
46;1;2;5.0;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Siblings 1.jpg;0.122;1;1;2;8;0.004;4;yes;no
46;1;3;5.0;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Penguins 2.jpg;0.126;1;1;2;8;0.004;4;yes;no
46;1;4;5.0;positive;F   O   R   B;maske_1.bmp;maske_2.bmp;Dessert 8.jpg;0.13;1;1;2;8;0.004;5;yes;no
46;1;5;5.0;negative;S   W   A   P;maske_2.bmp;maske_1.bmp;Angry pose 1.jpg;0.13;1;1;2;8;0.004;5;yes;no
46;1;6;5.0;negative;S   P   A   V;maske_2.bmp;maske_1.bmp;Gun 5.jpg;0.13;1;1;2;8;0.004;5;yes;no
46;1;7;5.0;positive;J   O   R   B;maske_2.bmp;maske_1.bmp;Mother 6.jpg;0.13;1;1;2;8;0.004;5;yes;no
46;1;8;2.5;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Children 1.jpg;0.10200000000000004;1;-1;3;13;0.004;4;yes;no
46;1;9;5.0;negative;V   A   S   P;maske_2.bmp;maske_1.bmp;Frustrated pose 5.jpg;0.13;1;-1;3;9;0.004;6;no;yes
46;1;10;5.0;negative;P   S   A   V;maske_2.bmp;maske_1.bmp;Cockroach 1.jpg;0.126;-1;-1;3;9;0.004;5;no;yes
46;1;11;5.0;positive;J   O   R   F;maske_1.bmp;maske_2.bmp;Beach 7.jpg;0.126;-1;-1;3;9;0.004;5;yes;no
46;1;12;2.5;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.09800000000000003;-1;-1;3;13;0.004;3;no;yes
46;1;13;2.5;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Flood 1.jpg;0.09400000000000003;-1;-1;3;13;0.004;4;no;yes
46;1;14;2.5;negative;Z   U   N   G;maske_1.bmp;maske_2.bmp;Pollution 1.jpg;0.09000000000000002;-1;-1;3;13;0.004;4;no;yes
46;1;15;2.5;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Sunflower 1.jpg;0.08600000000000002;-1;1;4;14;0.002;2;yes;no
46;1;16;2.5;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Garbage dump 8.jpg;0.08800000000000002;1;1;4;14;0.002;2;yes;no
