subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
127;1;1;2.5;negative;L   E   M   K;maske_2.bmp;maske_1.bmp;Angry face 4.jpg;0.067;L   E   M   K;G   N   U   Z;M   E   H   K;G   U   N   T;no;yes;no;no;no;yes
127;1;2;2.5;negative;M   E   H   K;maske_2.bmp;maske_1.bmp;Feces 1.jpg;0.067;Z   U   N   G;K   E   H   M;M   E   H   K;Z   U   N   T;no;no;no;yes;no;yes
127;1;3;5.0;negative;B   O   R   F;maske_2.bmp;maske_1.bmp;Sad pose 1.jpg;0.09699999999999998;V   A   S   P;B   O   R   F;J   O   R   F;W   A   P   S;no;no;yes;no;no;yes
127;1;4;2.5;negative;K   L   E   M;maske_2.bmp;maske_1.bmp;Sad face 1.jpg;0.067;L   E   M   K;N   U   G   Z;K   L   E   M;Z   U   N   G;no;yes;no;no;no;yes
127;1;5;5.0;negative;F   R   O   B;maske_1.bmp;maske_2.bmp;Car accident 2.jpg;0.09699999999999998;V   A   S   P;F   R   O   B;J   O   R   B;S   W   A   P;no;no;yes;no;no;yes
127;1;6;2.5;positive;N   U   G   Z;maske_2.bmp;maske_1.bmp;Picnic 1.jpg;0.067;N   U   G   Z;M   E   H   K;G   N   U   Z;K   E   H   M;yes;no;no;no;yes;no
127;1;7;5.0;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Beach 4.jpg;0.09699999999999998;J   O   B   F;P   S   A   V;V   A   P   S;F   R   O   B;no;no;yes;no;yes;no
127;1;8;2.5;positive;G   U   T   Z;maske_1.bmp;maske_2.bmp;Couple 8.jpg;0.067;L   E   M   K;G   U   N   T;K   E   L   M;G   U   T   Z;yes;no;no;no;yes;no
127;1;9;2.5;negative;H   E   M   K;maske_2.bmp;maske_1.bmp;Miserable pose 4.jpg;0.067;T   U   N   G;H   E   M   K;T   U   G   Z;K   E   L   M;yes;no;no;no;no;yes
127;1;10;5.0;negative;F   O   R   B;maske_2.bmp;maske_1.bmp;Baby 7.jpg;0.09699999999999998;F   O   R   B;B   J   O   F;S   W   A   P;V   A   P   S;yes;no;no;no;no;yes
