subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
71;1;1;2.5;positive;G   N   U   Z;maske_2.bmp;maske_1.bmp;Baby 2.jpg;0.065;T   U   G   Z;K   E   H   M;G   N   U   Z;K   L   E   H;no;yes;no;no;yes;no
71;1;2;5.0;negative;F   O   R   B;maske_1.bmp;maske_2.bmp;Ferret 1.jpg;0.16500000000000004;J   O   R   B;F   O   R   B;S   W   A   P;W   A   P   S;no;yes;no;no;no;yes
71;1;3;5.0;negative;F   R   O   B;maske_2.bmp;maske_1.bmp;Destruction 2.jpg;0.16500000000000004;P   S   A   V;B   O   R   F;V   A   P   S;F   R   O   B;no;no;no;yes;no;yes
71;1;4;5.0;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Excited face 3.jpg;0.16500000000000004;J   O   R   B;F   R   O   B;V   A   P   S;S   A   P   V;no;no;yes;no;yes;no
71;1;5;5.0;negative;J   O   R   B;maske_2.bmp;maske_1.bmp;Miserable face 2.jpg;0.16500000000000004;F   R   O   B;S   P   A   V;V   A   S   P;J   O   R   B;no;no;no;yes;no;yes
71;1;6;5.0;positive;P   S   A   V;maske_1.bmp;maske_2.bmp;Guitar 1.jpg;0.16500000000000004;B   J   O   F;P   S   A   V;J   O   R   F;V   A   P   S;no;no;no;yes;yes;no
71;1;7;5.0;positive;S   V   A   W;maske_1.bmp;maske_2.bmp;Coffee 1.jpg;0.16500000000000004;F   R   O   B;B   O   R   F;S   V   A   W;S   W   A   P;no;yes;no;no;yes;no
71;1;8;5.0;negative;B   J   O   F;maske_1.bmp;maske_2.bmp;Dog 23.jpg;0.16500000000000004;B   J   O   F;S   A   P   V;V   A   P   S;J   O   B   F;yes;no;no;no;no;yes
71;1;9;2.5;negative;K   L   E   M;maske_1.bmp;maske_2.bmp;Intensity 1.jpg;0.065;G   U   N   T;K   L   E   M;N   U   G   Z;L   E   M   K;yes;no;no;no;no;yes
71;1;10;2.5;negative;K   E   H   M;maske_2.bmp;maske_1.bmp;Destruction 10.jpg;0.065;H   E   L   K;G   U   N   T;K   E   H   M;Z   U   N   G;yes;no;no;no;no;yes
71;1;11;5.0;negative;B   O   R   F;maske_1.bmp;maske_2.bmp;Pollution 1.jpg;0.16500000000000004;S   V   A   W;B   O   R   F;S   A   P   V;B   J   O   F;no;yes;no;no;no;yes
71;1;12;5.0;positive;S   A   P   V;maske_2.bmp;maske_1.bmp;Mother 5.jpg;0.16500000000000004;R   O   B   F;W   A   P   S;S   A   P   V;J   O   R   B;no;no;yes;no;yes;no
71;1;13;2.5;negative;K   L   E   H;maske_2.bmp;maske_1.bmp;Car accident 2.jpg;0.065;G   N   U   Z;T   U   G   Z;K   L   E   H;K   E   H   M;yes;no;no;no;no;yes
71;1;14;2.5;positive;T   U   G   Z;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.065;M   E   H   K;T   U   N   G;T   U   G   Z;H   E   L   K;no;no;no;yes;yes;no
71;1;15;5.0;negative;J   O   R   F;maske_2.bmp;maske_1.bmp;Feces 1.jpg;0.16500000000000004;F   O   R   B;W   A   P   S;V   A   S   P;J   O   R   F;no;no;yes;no;no;yes
71;1;16;5.0;negative;J   O   B   F;maske_2.bmp;maske_1.bmp;Hangover 1.jpg;0.16500000000000004;S   P   A   V;J   O   B   F;P   S   A   V;R   O   B   F;no;yes;no;no;no;yes
71;1;17;5.0;positive;S   P   A   V;maske_2.bmp;maske_1.bmp;Dog 2.jpg;0.16500000000000004;S   P   A   V;J   O   B   F;S   V   A   W;B   J   O   F;no;no;yes;no;yes;no
71;1;18;2.5;positive;Z   U   N   G;maske_1.bmp;maske_2.bmp;Happy pose 2.jpg;0.065;K   E   L   M;Z   U   N   G;H   E   M   K;N   U   G   Z;no;no;no;yes;yes;no
71;1;19;2.5;positive;G   U   T   Z;maske_1.bmp;maske_2.bmp;Beach 7.jpg;0.065;G   U   T   Z;H   E   M   K;L   E   M   K;G   U   N   T;no;yes;no;no;yes;no
