subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
50;1;1;2.5;positive;S   W   A   P;maske_2.bmp;maske_1.bmp;Collaboration 1.jpg;0.07300000000000001;1;1;2;23;0.004;2;yes;no
50;1;2;5.0;negative;K   L   E   M;maske_1.bmp;maske_2.bmp;Animal carcass 3.jpg;0.10099999999999998;1;1;2;8;0.004;4;no;yes
50;1;3;2.5;positive;S   P   A   V;maske_2.bmp;maske_1.bmp;Bird 1.jpg;0.07700000000000001;1;-1;3;24;0.004;3;yes;no
50;1;4;5.0;negative;H   E   L   K;maske_2.bmp;maske_1.bmp;Explosion 6.jpg;0.10499999999999998;1;1;2;8;0.004;4;no;yes
50;1;5;2.5;positive;P   S   A   V;maske_2.bmp;maske_1.bmp;Nude couple 7.jpg;0.07300000000000001;-1;-1;3;24;0.004;5;yes;no
50;1;6;2.5;negative;F   O   R   B;maske_2.bmp;maske_1.bmp;Dog 31.jpg;0.069;-1;-1;3;24;0.004;5;no;yes
50;1;7;5.0;negative;K   E   L   M;maske_2.bmp;maske_1.bmp;Sad face 1.jpg;0.10899999999999999;1;1;2;8;0.004;5;no;yes
50;1;8;5.0;negative;L   E   M   K;maske_2.bmp;maske_1.bmp;Ferret 1.jpg;0.10899999999999999;1;1;2;8;0.004;5;no;yes
50;1;9;5.0;positive;T   U   N   G;maske_2.bmp;maske_1.bmp;Zebra 1.jpg;0.10899999999999999;1;-1;3;9;0.004;6;yes;no
50;1;10;5.0;negative;K   L   E   H;maske_1.bmp;maske_2.bmp;Frustrated pose 7.jpg;0.10499999999999998;-1;-1;3;9;0.004;6;no;yes
50;1;11;2.5;positive;S   V   A   W;maske_1.bmp;maske_2.bmp;Gazing 6.jpg;0.065;-1;-1;3;24;0.004;5;yes;no
50;1;12;2.5;negative;J   O   R   F;maske_1.bmp;maske_2.bmp;Flood 2.jpg;0.061;-1;1;4;25;0.002;1;no;yes
50;1;13;5.0;negative;K   E   H   M;maske_1.bmp;maske_2.bmp;Destruction 7.jpg;0.10099999999999998;-1;1;4;10;0.002;4;no;yes
50;1;14;5.0;negative;M   E   H   K;maske_2.bmp;maske_1.bmp;Fire 2.jpg;0.10299999999999998;1;1;4;10;0.002;1;yes;no
50;1;15;5.0;positive;N   U   G   Z;maske_2.bmp;maske_1.bmp;Beach 4.jpg;0.10499999999999998;1;1;4;10;0.002;5;yes;no
50;1;16;2.5;positive;W   A   P   S;maske_1.bmp;maske_2.bmp;School 2.jpg;0.063;1;1;4;25;0.002;2;yes;no
