subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
104;1;1;2.5;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Cat 4.jpg;0.09200000000000003;K   L   E   M;G   N   U   Z;G   U   T   Z;H   E   L   K;yes;no;no;no;yes;no
104;1;2;5.0;positive;S   W   A   P;maske_1.bmp;maske_2.bmp;Flowers 4.jpg;0.09299999999999997;F   O   R   B;S   W   A   P;R   O   B   F;V   A   S   P;no;no;yes;no;no;yes
104;1;3;2.5;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Angry face 4.jpg;0.09200000000000003;N   U   G   Z;K   E   H   M;K   L   E   M;T   U   G   Z;yes;no;no;no;no;yes
104;1;4;2.5;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Beach 5.jpg;0.09200000000000003;M   E   H   K;N   U   G   Z;K   L   E   H;G   N   U   Z;no;no;no;yes;yes;no
104;1;5;2.5;positive;K   E   H   M;maske_1.bmp;maske_2.bmp;Happy pose 2.jpg;0.09200000000000003;K   E   H   M;K   E   L   M;T   U   N   G;G   U   N   T;no;no;no;yes;yes;no
104;1;6;5.0;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Sunset 3.jpg;0.09299999999999997;J   O   B   F;S   P   A   V;V   A   P   S;F   R   O   B;no;no;yes;no;yes;no
104;1;7;5.0;positive;S   A   P   V;maske_2.bmp;maske_1.bmp;Bird 1.jpg;0.09299999999999997;S   A   P   V;J   O   R   B;P   S   A   V;B   O   R   F;no;yes;no;no;yes;no
104;1;8;2.5;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Fence 4.jpg;0.09200000000000003;T   U   N   G;G   N   U   Z;H   E   L   K;H   E   M   K;yes;no;no;no;no;yes
104;1;9;5.0;negative;J   O   R   F;maske_1.bmp;maske_2.bmp;Sad face 9.jpg;0.09299999999999997;F   O   R   B;J   O   R   F;S   P   A   V;S   A   P   V;no;no;yes;no;no;yes
104;1;10;2.5;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Cockroach 1.jpg;0.09200000000000003;K   E   L   M;G   N   U   Z;G   U   T   Z;L   E   M   K;yes;no;no;no;no;yes
104;1;11;2.5;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Elephant 1.jpg;0.09200000000000003;T   U   G   Z;H   E   L   K;Z   U   N   G;K   L   E   H;no;no;no;yes;yes;no
104;1;12;5.0;positive;W   A   P   S;maske_2.bmp;maske_1.bmp;School 2.jpg;0.09299999999999997;V   A   P   S;W   A   P   S;F   O   R   B;R   O   B   F;no;no;yes;no;no;yes
104;1;13;2.5;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Scared face 4.jpg;0.09200000000000003;K   E   H   M;Z   U   N   G;G   U   N   T;M   E   H   K;yes;no;no;no;no;yes
104;1;14;2.5;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Baby 7.jpg;0.09200000000000003;Z   U   N   T;G   U   N   T;H   E   L   K;K   L   E   H;no;yes;no;no;no;yes
104;1;15;2.5;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Guitar 1.jpg;0.09200000000000003;T   U   N   G;L   E   M   K;G   U   N   T;H   E   M   K;no;no;no;yes;yes;no
104;1;16;2.5;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Chipmunk 1.jpg;0.09200000000000003;K   L   E   M;Z   U   N   G;N   U   G   Z;L   E   M   K;yes;no;no;no;no;yes
104;1;17;5.0;positive;S   P   A   V;maske_1.bmp;maske_2.bmp;Coffee 1.jpg;0.09299999999999997;J   O   R   B;S   P   A   V;B   J   O   F;S   W   A   P;no;no;yes;no;yes;no
104;1;18;5.0;negative;B   O   R   F;maske_2.bmp;maske_1.bmp;Intensity 1.jpg;0.09299999999999997;V   A   S   P;B   J   O   F;V   A   P   S;B   O   R   F;yes;no;no;no;no;yes
104;1;19;2.5;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Angry face 5.jpg;0.09200000000000003;N   U   G   Z;H   E   M   K;K   L   E   M;G   U   T   Z;no;yes;no;no;no;yes
104;1;20;5.0;positive;P   S   A   V;maske_1.bmp;maske_2.bmp;Siblings 1.jpg;0.09299999999999997;S   V   A   W;B   J   O   F;P   S   A   V;J   O   B   F;no;no;no;yes;yes;no
104;1;21;2.5;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Flood 2.jpg;0.09200000000000003;K   E   L   M;T   U   G   Z;L   E   M   K;Z   U   N   G;yes;no;no;no;no;yes
104;1;22;2.5;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Dog 2.jpg;0.09200000000000003;Z   U   N   T;G   U   T   Z;K   E   H   M;K   E   L   M;no;no;no;yes;yes;no
