subjnr;adaptation_target;us_valence;eval_rating;cs_filename
17;pas_5;positive;17;G   U   N   T
17;pas_5;positive;18;G   U   T   Z
17;pas_5;negative;1;M   E   H   K
17;pas_2.5;positive;1;F   R   O   B
17;pas_2.5;negative;9;S   A   P   V
17;pas_5;negative;3;K   L   E   H
17;pas_2.5;positive;10;J   O   R   B
17;pas_5;positive;19;Z   U   N   G
17;pas_2.5;negative;9;P   S   A   V
17;pas_2.5;positive;7;B   O   R   F
17;pas_2.5;positive;8;J   O   R   F
17;pas_2.5;positive;7;J   O   B   F
17;pas_2.5;negative;10;W   A   P   S
17;pas_5;positive;18;T   U   N   G
17;pas_2.5;negative;9;V   A   P   S
17;pas_5;positive;19;N   U   G   Z
17;pas_5;negative;3;L   E   M   K
17;pas_5;positive;17;G   N   U   Z
17;pas_5;negative;1;H   E   L   K
17;pas_2.5;negative;10;S   P   A   V
17;pas_5;positive;18;Z   U   N   T
17;pas_2.5;positive;9;F   O   R   B
17;pas_2.5;positive;9;R   O   B   F
17;pas_2.5;negative;10;S   W   A   P
17;pas_2.5;negative;10;S   V   A   W
17;pas_5;positive;16;T   U   G   Z
17;pas_5;negative;2;K   L   E   M
17;pas_5;negative;2;K   E   L   M
17;pas_5;negative;1;H   E   M   K
17;pas_2.5;negative;10;V   A   S   P
17;pas_5;negative;4;K   E   H   M
17;pas_2.5;positive;10;B   J   O   F
