subjnr;adaptation_target;us_valence;eval_rating;cs_filename
58;pas_5;negative;7;L   E   M   K
58;pas_5;negative;8;H   E   L   K
58;pas_2.5;positive;12;S   V   A   W
58;pas_2.5;negative;5;J   O   R   B
58;pas_5;negative;12;H   E   M   K
58;pas_5;positive;5;G   U   T   Z
58;pas_2.5;positive;9;S   A   P   V
58;pas_5;positive;4;T   U   G   Z
58;pas_2.5;positive;14;P   S   A   V
58;pas_2.5;negative;14;J   O   R   F
58;pas_2.5;negative;8;R   O   B   F
58;pas_5;positive;11;G   U   N   T
58;pas_2.5;negative;14;F   R   O   B
58;pas_5;positive;14;Z   U   N   G
58;pas_2.5;positive;7;V   A   S   P
58;pas_2.5;negative;6;B   J   O   F
58;pas_5;negative;6;M   E   H   K
58;pas_5;positive;10;Z   U   N   T
58;pas_5;negative;6;K   L   E   H
58;pas_5;positive;8;T   U   N   G
58;pas_5;positive;6;G   N   U   Z
58;pas_2.5;negative;4;B   O   R   F
58;pas_5;positive;5;N   U   G   Z
58;pas_5;negative;6;K   E   L   M
58;pas_2.5;positive;10;W   A   P   S
58;pas_2.5;positive;12;S   W   A   P
58;pas_5;negative;7;K   L   E   M
58;pas_5;negative;6;K   E   H   M
58;pas_2.5;positive;11;V   A   P   S
58;pas_2.5;negative;7;J   O   B   F
58;pas_2.5;negative;11;F   O   R   B
58;pas_2.5;positive;8;S   P   A   V
