subjnr;adaptation_target;us_valence;eval_rating;cs_filename
32;pas_5;positive;19;V   A   S   P
32;pas_2.5;negative;2;G   U   N   T
32;pas_2.5;negative;2;N   U   G   Z
32;pas_5;positive;19;V   A   P   S
32;pas_2.5;positive;9;H   E   M   K
32;pas_5;negative;5;B   O   R   F
32;pas_2.5;positive;7;M   E   H   K
32;pas_5;negative;9;F   O   R   B
32;pas_5;negative;9;J   O   B   F
32;pas_5;negative;9;J   O   R   F
32;pas_5;negative;9;J   O   R   B
32;pas_5;positive;14;S   V   A   W
32;pas_5;positive;14;S   P   A   V
32;pas_2.5;negative;10;T   U   N   G
32;pas_5;negative;10;R   O   B   F
32;pas_5;negative;10;B   J   O   F
32;pas_2.5;positive;11;K   E   L   M
32;pas_2.5;positive;10;K   L   E   H
32;pas_2.5;negative;6;T   U   G   Z
32;pas_2.5;positive;7;K   L   E   M
32;pas_2.5;positive;9;H   E   L   K
32;pas_2.5;positive;9;K   E   H   M
32;pas_5;positive;19;S   W   A   P
32;pas_2.5;negative;4;G   U   T   Z
32;pas_5;positive;14;P   S   A   V
32;pas_2.5;positive;9;L   E   M   K
32;pas_5;positive;15;S   A   P   V
32;pas_5;negative;10;F   R   O   B
32;pas_5;positive;19;W   A   P   S
32;pas_2.5;negative;6;G   N   U   Z
32;pas_2.5;negative;9;Z   U   N   T
32;pas_2.5;negative;9;Z   U   N   G
