subjnr;adaptation_target;us_valence;eval_rating;cs_filename
73;pas_2.5;negative;5;S   V   A   W
73;pas_2.5;positive;8;J   O   R   F
73;pas_2.5;negative;9;S   A   P   V
73;pas_5;positive;6;Z   U   N   T
73;pas_5;negative;2;H   E   L   K
73;pas_5;negative;4;M   E   H   K
73;pas_5;negative;5;L   E   M   K
73;pas_5;negative;1;K   L   E   M
73;pas_2.5;positive;11;J   O   R   B
73;pas_2.5;positive;11;B   J   O   F
73;pas_2.5;negative;13;S   W   A   P
73;pas_5;positive;9;G   U   N   T
73;pas_2.5;negative;1;W   A   P   S
73;pas_2.5;positive;15;B   O   R   F
73;pas_5;positive;17;Z   U   N   G
73;pas_2.5;positive;11;R   O   B   F
73;pas_5;positive;18;G   U   T   Z
73;pas_2.5;negative;19;S   P   A   V
73;pas_2.5;negative;14;P   S   A   V
73;pas_5;negative;8;H   E   M   K
73;pas_5;negative;12;K   E   H   M
73;pas_2.5;positive;14;F   R   O   B
73;pas_2.5;positive;8;F   O   R   B
73;pas_5;positive;10;G   N   U   Z
73;pas_2.5;positive;5;J   O   B   F
73;pas_5;positive;3;T   U   G   Z
73;pas_5;positive;15;N   U   G   Z
73;pas_5;negative;3;K   E   L   M
73;pas_2.5;negative;5;V   A   P   S
73;pas_5;negative;17;K   L   E   H
73;pas_5;positive;12;T   U   N   G
73;pas_2.5;negative;3;V   A   S   P
