subjnr;adaptation_target;us_valence;eval_rating;cs_filename
60;pas_5;positive;17;M   E   H   K
60;pas_2.5;negative;18;B   O   R   F
60;pas_5;positive;19;K   L   E   H
60;pas_5;positive;19;L   E   M   K
60;pas_2.5;negative;3;R   O   B   F
60;pas_5;negative;15;G   U   T   Z
60;pas_5;negative;6;T   U   N   G
60;pas_2.5;positive;13;V   A   P   S
60;pas_2.5;positive;16;S   P   A   V
60;pas_2.5;negative;8;J   O   R   B
60;pas_5;positive;19;K   E   L   M
60;pas_5;positive;7;H   E   L   K
60;pas_2.5;positive;4;S   V   A   W
60;pas_2.5;negative;13;B   J   O   F
60;pas_5;negative;16;G   U   N   T
60;pas_5;negative;9;G   N   U   Z
60;pas_2.5;positive;12;S   W   A   P
60;pas_2.5;negative;13;J   O   B   F
60;pas_5;negative;15;Z   U   N   G
60;pas_5;negative;7;T   U   G   Z
60;pas_5;positive;11;H   E   M   K
60;pas_2.5;positive;10;P   S   A   V
60;pas_2.5;positive;9;V   A   S   P
60;pas_2.5;positive;9;W   A   P   S
60;pas_2.5;positive;9;S   A   P   V
60;pas_2.5;negative;5;F   O   R   B
60;pas_5;negative;5;Z   U   N   T
60;pas_5;negative;17;N   U   G   Z
60;pas_5;positive;5;K   E   H   M
60;pas_5;positive;15;K   L   E   M
60;pas_2.5;negative;3;J   O   R   F
60;pas_2.5;negative;9;F   R   O   B
