subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
49;1;1;5.0;positive;Z   U   N   G;maske_2.bmp;maske_1.bmp;Elephant 1.jpg;0.08199999999999996;1;1;2;5;0.004;4;yes;no
49;1;2;2.5;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Fire 7.jpg;0.03999999999999998;-1;-1;2;13;0.004;3;no;yes
49;1;3;2.5;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Baby 6.jpg;0.035999999999999976;-1;1;3;14;0.004;2;yes;no
49;1;4;5.0;negative;H   E   M   K;maske_2.bmp;maske_1.bmp;Cemetery 5.jpg;0.08599999999999997;1;1;2;5;0.004;5;no;yes
49;1;5;2.5;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Cat 5.jpg;0.03999999999999998;1;1;3;14;0.004;2;yes;no
49;1;6;2.5;positive;F   R   O   B;maske_2.bmp;maske_1.bmp;Beach 7.jpg;0.043999999999999984;1;-1;4;15;0.002;3;yes;no
49;1;7;5.0;positive;T   U   N   G;maske_2.bmp;maske_1.bmp;Lake 12.jpg;0.08599999999999997;1;1;2;5;0.004;5;yes;no
49;1;8;5.0;negative;K   L   E   H;maske_2.bmp;maske_1.bmp;Baby 7.jpg;0.08599999999999997;1;1;2;5;0.004;3;no;yes
49;1;9;2.5;negative;S   W   A   P;maske_2.bmp;maske_1.bmp;Flood 2.jpg;0.04199999999999998;-1;-1;4;15;0.002;3;no;yes
49;1;10;5.0;negative;L   E   M   K;maske_1.bmp;maske_2.bmp;Pollution 1.jpg;0.08999999999999997;1;1;2;5;0.004;5;no;yes
49;1;11;5.0;positive;T   U   G   Z;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.08999999999999997;1;1;2;5;0.004;5;yes;no
49;1;12;2.5;negative;V   A   P   S;maske_2.bmp;maske_1.bmp;Car accident 2.jpg;0.03999999999999998;-1;-1;4;15;0.002;5;no;yes
49;1;13;2.5;negative;W   A   P   S;maske_2.bmp;maske_1.bmp;Fire 2.jpg;0.03799999999999998;-1;-1;4;15;0.002;3;no;yes
49;1;14;5.0;positive;G   N   U   Z;maske_1.bmp;maske_2.bmp;Collaboration 1.jpg;0.08999999999999997;1;1;2;5;0.004;5;yes;no
49;1;15;2.5;negative;S   P   A   V;maske_1.bmp;maske_2.bmp;Dog 31.jpg;0.035999999999999976;-1;-1;4;15;0.002;3;no;yes
49;1;16;5.0;positive;Z   U   N   T;maske_1.bmp;maske_2.bmp;Baby 8.jpg;0.08999999999999997;1;1;2;5;0.004;5;yes;no
49;1;17;5.0;negative;M   E   H   K;maske_2.bmp;maske_1.bmp;Frustrated pose 7.jpg;0.08999999999999997;1;-1;3;6;0.004;6;no;yes
49;1;18;5.0;positive;N   U   G   Z;maske_1.bmp;maske_2.bmp;Excited face 5.jpg;0.08599999999999997;-1;-1;3;6;0.004;5;yes;no
49;1;19;5.0;negative;K   E   L   M;maske_1.bmp;maske_2.bmp;Jail 1.jpg;0.08599999999999997;-1;-1;3;6;0.004;6;no;yes
49;1;20;5.0;positive;G   U   T   Z;maske_1.bmp;maske_2.bmp;Alcohol 5.jpg;0.08199999999999996;-1;-1;3;6;0.004;5;yes;no
49;1;21;2.5;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Yoga 3.jpg;0.033999999999999975;-1;-1;4;15;0.002;4;yes;no
49;1;22;2.5;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Coffee 1.jpg;0.03199999999999997;-1;-1;4;15;0.002;4;yes;no
49;1;23;2.5;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Beach 6.jpg;0.02999999999999997;-1;-1;4;15;0.002;3;yes;no
49;1;24;5.0;negative;K   E   H   M;maske_1.bmp;maske_2.bmp;Intensity 1.jpg;0.08199999999999996;-1;1;4;7;0.002;4;no;yes
49;1;25;5.0;negative;K   L   E   M;maske_1.bmp;maske_2.bmp;Explosion 6.jpg;0.08399999999999996;1;1;4;7;0.002;5;no;yes
49;1;26;5.0;negative;H   E   L   K;maske_2.bmp;maske_1.bmp;Destruction 2.jpg;0.08399999999999996;1;1;4;7;0.002;2;no;yes
49;1;27;2.5;negative;V   A   S   P;maske_2.bmp;maske_1.bmp;Destruction 7.jpg;0.02799999999999997;-1;1;5;16;0.002;2;no;yes
49;1;28;5.0;positive;G   U   N   T;maske_1.bmp;maske_2.bmp;Sunset 3.jpg;0.08599999999999997;1;1;4;7;0.002;4;yes;no
49;1;29;2.5;positive;J   O   R   F;maske_1.bmp;maske_2.bmp;Beach 4.jpg;0.02999999999999997;1;1;5;16;0.002;2;yes;no
49;1;30;2.5;positive;F   O   R   B;maske_1.bmp;maske_2.bmp;Zebra 1.jpg;0.03199999999999997;1;-1;6;17;0.002;3;yes;no
49;1;31;2.5;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Garbage dump 6.jpg;0.02999999999999997;-1;-1;6;17;0.002;3;no;yes
49;1;32;2.5;negative;S   A   P   V;maske_2.bmp;maske_1.bmp;Scared face 4.jpg;0.02799999999999997;-1;-1;6;17;0.002;3;no;yes
49;1;33;2.5;positive;J   O   R   F;maske_2.bmp;maske_1.bmp;Gazing 6.jpg;0.025999999999999968;-1;1;7;18;0.002;2;yes;no
49;1;34;5.0;positive;G   U   N   T;maske_2.bmp;maske_1.bmp;Mother 1.jpg;0.08799999999999997;1;1;4;7;0.002;5;yes;no
49;1;35;5.0;positive;G   N   U   Z;maske_2.bmp;maske_1.bmp;Guitar 1.jpg;0.08799999999999997;1;1;4;7;0.002;5;yes;no
49;1;36;2.5;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Animal carcass 3.jpg;0.02799999999999997;1;-1;8;19;0.001;3;no;yes
49;1;37;2.5;negative;S   V   A   W;maske_2.bmp;maske_1.bmp;Hallway 1.jpg;0.02699999999999997;-1;1;9;20;0.001;2;no;yes
49;1;38;2.5;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Dessert 8.jpg;0.02799999999999997;1;1;9;20;0.001;2;yes;no
49;1;39;2.5;positive;J   O   B   F;maske_2.bmp;maske_1.bmp;Massage 1.jpg;0.02899999999999997;1;1;9;20;0.001;2;yes;no
49;1;40;5.0;negative;H   E   L   K;maske_1.bmp;maske_2.bmp;Frustrated pose 3.jpg;0.08799999999999997;1;1;4;7;0.002;4;no;yes
49;1;41;2.5;negative;V   A   P   S;maske_1.bmp;maske_2.bmp;Garbage dump 5.jpg;0.02999999999999997;1;1;9;20;0.001;2;no;yes
49;1;42;2.5;positive;B   J   O   F;maske_1.bmp;maske_2.bmp;Excited face 3.jpg;0.030999999999999972;1;1;9;20;0.001;2;yes;no
49;1;43;5.0;positive;Z   U   N   G;maske_1.bmp;maske_2.bmp;Children 1.jpg;0.08999999999999997;1;1;4;7;0.002;3;yes;no
49;1;44;5.0;positive;G   U   T   Z;maske_2.bmp;maske_1.bmp;Birthday 1.jpg;0.09199999999999997;1;1;4;7;0.002;5;yes;no
49;1;45;2.5;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Feces 1.jpg;0.03199999999999997;1;1;9;20;0.001;2;no;yes
49;1;46;2.5;negative;S   P   A   V;maske_2.bmp;maske_1.bmp;Destruction 10.jpg;0.032999999999999974;1;1;9;20;0.001;2;no;yes
49;1;47;2.5;positive;B   O   R   F;maske_1.bmp;maske_2.bmp;Mother 6.jpg;0.033999999999999975;1;1;9;20;0.001;2;yes;no
49;1;48;5.0;negative;M   E   H   K;maske_1.bmp;maske_2.bmp;Sad face 9.jpg;0.09199999999999997;1;1;4;7;0.002;5;no;yes
49;1;49;5.0;negative;K   L   E   H;maske_1.bmp;maske_2.bmp;Garbage dump 1.jpg;0.09199999999999997;1;1;4;7;0.002;5;no;yes
49;1;50;5.0;positive;N   U   G   Z;maske_2.bmp;maske_1.bmp;Fireworks 2.jpg;0.09199999999999997;1;1;4;7;0.002;5;yes;no
49;1;51;5.0;negative;L   E   M   K;maske_2.bmp;maske_1.bmp;Cockroach 1.jpg;0.09199999999999997;1;1;4;7;0.002;4;no;yes
49;1;52;5.0;negative;K   E   H   M;maske_2.bmp;maske_1.bmp;Hangover 1.jpg;0.09399999999999997;1;1;4;7;0.002;4;no;yes
49;1;53;2.5;positive;J   O   R   B;maske_2.bmp;maske_1.bmp;Parade 1.jpg;0.034999999999999976;1;-1;10;21;0.001;3;yes;no
49;1;54;5.0;negative;K   E   L   M;maske_2.bmp;maske_1.bmp;Car crash 1.jpg;0.09599999999999997;1;1;4;7;0.002;5;no;yes
49;1;55;2.5;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Toilet 4.jpg;0.033999999999999975;-1;-1;10;21;0.001;5;no;yes
49;1;56;5.0;negative;K   L   E   M;maske_2.bmp;maske_1.bmp;Angry face 5.jpg;0.09599999999999997;1;1;4;7;0.002;5;no;yes
49;1;57;5.0;positive;T   U   N   G;maske_1.bmp;maske_2.bmp;Chipmunk 1.jpg;0.09599999999999997;1;1;4;7;0.002;5;yes;no
49;1;58;2.5;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Dessert 5.jpg;0.032999999999999974;-1;-1;10;21;0.001;3;yes;no
49;1;59;5.0;positive;T   U   G   Z;maske_2.bmp;maske_1.bmp;School 2.jpg;0.09599999999999997;1;1;4;7;0.002;5;yes;no
49;1;60;5.0;positive;Z   U   N   T;maske_2.bmp;maske_1.bmp;Penguins 2.jpg;0.09599999999999997;1;1;4;7;0.002;5;yes;no
49;1;61;2.5;negative;P   S   A   V;maske_2.bmp;maske_1.bmp;Gun 1.jpg;0.03199999999999997;-1;-1;10;21;0.001;4;no;yes
49;1;62;2.5;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Bird 3.jpg;0.030999999999999972;-1;-1;10;21;0.001;3;yes;no
