subjnr;adaptation_target;us_valence;eval_rating;cs_filename
45;pas_5;positive;7;B   J   O   F
45;pas_5;negative;5;S   A   P   V
45;pas_2.5;positive;19;T   U   N   G
45;pas_2.5;negative;13;M   E   H   K
45;pas_5;negative;18;W   A   P   S
45;pas_2.5;positive;9;Z   U   N   T
45;pas_5;positive;16;F   R   O   B
45;pas_5;negative;18;V   A   P   S
45;pas_5;positive;5;R   O   B   F
45;pas_2.5;positive;3;G   N   U   Z
45;pas_2.5;negative;8;K   E   H   M
45;pas_5;positive;15;J   O   R   F
45;pas_2.5;negative;12;K   L   E   M
45;pas_5;positive;7;B   O   R   F
45;pas_2.5;negative;14;K   E   L   M
45;pas_5;negative;17;S   W   A   P
45;pas_5;positive;15;J   O   B   F
45;pas_2.5;positive;12;G   U   N   T
45;pas_5;positive;14;F   O   R   B
45;pas_2.5;positive;4;T   U   G   Z
45;pas_5;negative;1;P   S   A   V
45;pas_2.5;negative;13;K   L   E   H
45;pas_2.5;positive;9;G   U   T   Z
45;pas_2.5;negative;12;H   E   M   K
45;pas_2.5;positive;5;N   U   G   Z
45;pas_2.5;positive;15;Z   U   N   G
45;pas_5;negative;4;V   A   S   P
45;pas_2.5;negative;6;L   E   M   K
45;pas_2.5;negative;5;H   E   L   K
45;pas_5;negative;3;S   P   A   V
45;pas_5;positive;15;J   O   R   B
45;pas_5;negative;6;S   V   A   W
