subjnr;adaptation_target;us_valence;eval_rating;cs_filename
84;pas_5;negative;16;Z   U   N   G
84;pas_2.5;positive;10;V   A   S   P
84;pas_2.5;negative;1;R   O   B   F
84;pas_2.5;positive;10;S   A   P   V
84;pas_5;positive;17;K   L   E   H
84;pas_5;positive;3;H   E   L   K
84;pas_5;positive;6;H   E   M   K
84;pas_5;positive;9;K   E   L   M
84;pas_2.5;negative;2;J   O   R   F
84;pas_2.5;positive;2;W   A   P   S
84;pas_2.5;positive;4;V   A   P   S
84;pas_5;negative;15;G   U   T   Z
84;pas_5;positive;2;K   L   E   M
84;pas_5;positive;9;M   E   H   K
84;pas_5;positive;9;K   E   H   M
84;pas_2.5;negative;6;B   J   O   F
84;pas_2.5;positive;12;S   P   A   V
84;pas_2.5;positive;15;S   W   A   P
84;pas_5;negative;3;T   U   G   Z
84;pas_2.5;positive;4;S   V   A   W
84;pas_2.5;negative;8;J   O   R   B
84;pas_2.5;negative;13;J   O   B   F
84;pas_5;negative;9;G   N   U   Z
84;pas_5;negative;5;Z   U   N   T
84;pas_2.5;negative;13;F   R   O   B
84;pas_5;negative;9;G   U   N   T
84;pas_2.5;negative;2;B   O   R   F
84;pas_2.5;positive;3;P   S   A   V
84;pas_5;positive;11;L   E   M   K
84;pas_2.5;negative;9;F   O   R   B
84;pas_5;negative;14;T   U   N   G
84;pas_5;negative;1;N   U   G   Z
