subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
44;1;1;2.5;negative;J   O   B   F;maske_1.bmp;maske_2.bmp;Depressed pose 1.jpg;0.039999999999999994;1;1;2;14;0.004;1;no;yes
44;1;2;2.5;negative;J   O   R   F;maske_1.bmp;maske_2.bmp;Angry face 3.jpg;0.044;1;1;2;14;0.004;1;no;yes
44;1;3;5.0;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Cemetery 5.jpg;0.11599999999999999;-1;-1;2;5;0.004;5;no;yes
44;1;4;2.5;negative;R   O   B   F;maske_2.bmp;maske_1.bmp;Garbage dump 6.jpg;0.048;1;-1;3;15;0.004;3;no;yes
44;1;5;5.0;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Beach 6.jpg;0.11599999999999999;-1;-1;2;5;0.004;5;yes;no
44;1;6;2.5;negative;F   R   O   B;maske_1.bmp;maske_2.bmp;Fire 7.jpg;0.044;-1;-1;3;15;0.004;3;no;yes
44;1;7;2.5;positive;W   A   P   S;maske_2.bmp;maske_1.bmp;Birthday 1.jpg;0.039999999999999994;-1;-1;3;15;0.004;3;yes;no
44;1;8;2.5;positive;V   A   P   S;maske_2.bmp;maske_1.bmp;Dessert 8.jpg;0.03599999999999999;-1;-1;3;15;0.004;3;yes;no
44;1;9;5.0;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Elephant 1.jpg;0.11599999999999999;-1;-1;2;5;0.004;5;yes;no
44;1;10;2.5;positive;S   A   P   V;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.03199999999999999;-1;-1;3;15;0.004;3;yes;no
44;1;11;5.0;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Pollution 1.jpg;0.11599999999999999;-1;1;3;6;0.004;4;no;yes
44;1;12;2.5;positive;P   S   A   V;maske_1.bmp;maske_2.bmp;Coffee 1.jpg;0.027999999999999987;-1;-1;3;15;0.004;3;yes;no
44;1;13;2.5;negative;B   O   R   F;maske_1.bmp;maske_2.bmp;Angry face 5.jpg;0.023999999999999987;-1;-1;3;15;0.004;3;no;yes
44;1;14;5.0;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Yoga 3.jpg;0.12;1;1;3;6;0.004;4;yes;no
44;1;15;2.5;positive;S   W   A   P;maske_1.bmp;maske_2.bmp;Nude couple 7.jpg;0.019999999999999987;-1;1;4;16;0.002;3;yes;no
