subjnr;adaptation_target;us_valence;eval_rating;cs_filename
112;pas_5;positive;15;S   W   A   P
112;pas_5;positive;10;V   A   P   S
112;pas_5;positive;15;W   A   P   S
112;pas_5;negative;9;F   R   O   B
112;pas_2.5;negative;6;Z   U   N   G
112;pas_5;positive;3;S   V   A   W
112;pas_5;positive;16;V   A   S   P
112;pas_5;negative;11;B   J   O   F
112;pas_5;negative;3;J   O   R   F
112;pas_2.5;positive;4;K   L   E   M
112;pas_5;negative;5;J   O   R   B
112;pas_5;positive;14;S   A   P   V
112;pas_2.5;negative;2;Z   U   N   T
112;pas_2.5;negative;4;G   N   U   Z
112;pas_2.5;positive;13;K   E   H   M
112;pas_5;negative;17;R   O   B   F
112;pas_2.5;positive;18;L   E   M   K
112;pas_2.5;positive;15;H   E   L   K
112;pas_5;positive;4;S   P   A   V
112;pas_2.5;negative;16;G   U   T   Z
112;pas_5;negative;2;F   O   R   B
112;pas_2.5;positive;16;K   E   L   M
112;pas_5;negative;3;B   O   R   F
112;pas_2.5;negative;8;G   U   N   T
112;pas_2.5;negative;14;T   U   N   G
112;pas_5;positive;4;P   S   A   V
112;pas_2.5;positive;16;H   E   M   K
112;pas_2.5;positive;15;M   E   H   K
112;pas_2.5;positive;17;K   L   E   H
112;pas_2.5;negative;2;N   U   G   Z
112;pas_2.5;negative;2;T   U   G   Z
112;pas_5;negative;1;J   O   B   F
