subjnr;adaptation_target;us_valence;eval_rating;cs_filename
28;pas_2.5;positive;13;V   A   P   S
28;pas_5;negative;9;T   U   G   Z
28;pas_2.5;positive;12;W   A   P   S
28;pas_5;negative;9;G   N   U   Z
28;pas_2.5;negative;13;F   O   R   B
28;pas_2.5;positive;11;S   W   A   P
28;pas_5;positive;6;K   L   E   H
28;pas_5;negative;6;G   U   N   T
28;pas_2.5;positive;9;V   A   S   P
28;pas_5;negative;8;T   U   N   G
28;pas_5;negative;6;G   U   T   Z
28;pas_2.5;positive;6;S   V   A   W
28;pas_5;negative;6;Z   U   N   T
28;pas_2.5;negative;9;B   J   O   F
28;pas_5;positive;12;L   E   M   K
28;pas_5;positive;13;K   L   E   M
28;pas_5;positive;8;M   E   H   K
28;pas_2.5;negative;6;J   O   R   F
28;pas_2.5;negative;9;J   O   B   F
28;pas_2.5;negative;8;B   O   R   F
28;pas_2.5;positive;8;S   P   A   V
28;pas_2.5;negative;10;J   O   R   B
28;pas_5;positive;10;H   E   L   K
28;pas_5;positive;11;K   E   L   M
28;pas_5;positive;11;K   E   H   M
28;pas_5;positive;9;H   E   M   K
28;pas_2.5;negative;9;F   R   O   B
28;pas_5;negative;8;Z   U   N   G
28;pas_2.5;negative;8;R   O   B   F
28;pas_5;negative;6;N   U   G   Z
28;pas_2.5;positive;7;S   A   P   V
28;pas_2.5;positive;9;P   S   A   V
