subjnr;adaptation_target;us_valence;eval_rating;cs_filename
117;pas_5;positive;13;J   O   B   F
117;pas_2.5;positive;9;Z   U   N   G
117;pas_2.5;negative;9;K   L   E   M
117;pas_5;positive;12;F   R   O   B
117;pas_5;positive;6;B   J   O   F
117;pas_5;positive;6;B   O   R   F
117;pas_2.5;positive;7;T   U   N   G
117;pas_2.5;negative;7;K   E   L   M
117;pas_2.5;positive;5;Z   U   N   T
117;pas_2.5;positive;4;G   N   U   Z
117;pas_5;negative;3;W   A   P   S
117;pas_2.5;positive;10;N   U   G   Z
117;pas_5;negative;10;V   A   P   S
117;pas_2.5;positive;10;T   U   G   Z
117;pas_2.5;negative;11;K   L   E   H
117;pas_2.5;negative;11;K   E   H   M
117;pas_5;positive;14;J   O   R   F
117;pas_2.5;negative;15;H   E   M   K
117;pas_5;negative;15;S   A   P   V
117;pas_5;positive;15;F   O   R   B
117;pas_5;negative;15;S   W   A   P
117;pas_5;negative;15;S   V   A   W
117;pas_5;positive;16;J   O   R   B
117;pas_2.5;negative;6;H   E   L   K
117;pas_5;positive;16;R   O   B   F
117;pas_2.5;negative;15;M   E   H   K
117;pas_2.5;positive;15;G   U   T   Z
117;pas_5;negative;15;S   P   A   V
117;pas_2.5;positive;17;G   U   N   T
117;pas_5;negative;17;V   A   S   P
117;pas_5;negative;17;P   S   A   V
117;pas_2.5;negative;17;L   E   M   K
