subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
29;1;1;2.5;positive;N   U   G   Z;maske_2.bmp;maske_1.bmp;Beach 7.jpg;0.107;1;1;2;12;0.004;2;yes;no
29;1;2;5.0;positive;J   O   B   F;maske_2.bmp;maske_1.bmp;Baby 2.jpg;0.132;-1;1;3;4;0.004;2;yes;no
29;1;3;2.5;negative;K   E   H   M;maske_2.bmp;maske_1.bmp;Destruction 2.jpg;0.111;1;1;2;12;0.004;1;no;yes
29;1;4;5.0;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Bird 3.jpg;0.136;1;1;3;4;0.004;5;yes;no
29;1;5;5.0;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Father 1.jpg;0.136;1;1;3;4;0.004;4;yes;no
29;1;6;5.0;positive;B   O   R   F;maske_1.bmp;maske_2.bmp;Picnic 1.jpg;0.14;1;1;3;4;0.004;4;yes;no
29;1;7;2.5;positive;Z   U   N   G;maske_1.bmp;maske_2.bmp;Baby 6.jpg;0.115;1;-1;3;13;0.004;4;yes;no
29;1;8;5.0;negative;W   A   P   S;maske_2.bmp;maske_1.bmp;Depressed pose 1.jpg;0.144;1;1;3;4;0.004;3;no;yes
29;1;9;2.5;positive;G   U   T   Z;maske_1.bmp;maske_2.bmp;Chipmunk 1.jpg;0.111;-1;1;4;14;0.002;2;yes;no
29;1;10;5.0;positive;J   O   R   B;maske_2.bmp;maske_1.bmp;Mother 1.jpg;0.148;1;1;3;4;0.004;5;yes;no
29;1;11;5.0;positive;J   O   R   F;maske_1.bmp;maske_2.bmp;Coffee 1.jpg;0.148;1;1;3;4;0.004;5;yes;no
29;1;12;5.0;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Garbage dump 6.jpg;0.148;1;1;3;4;0.004;4;no;yes
29;1;13;2.5;negative;K   L   E   H;maske_1.bmp;maske_2.bmp;Frustrated pose 7.jpg;0.113;1;-1;5;15;0.002;3;no;yes
29;1;14;2.5;negative;K   L   E   M;maske_2.bmp;maske_1.bmp;Animal carcass 3.jpg;0.111;-1;-1;5;15;0.002;3;no;yes
29;1;15;5.0;negative;S   V   A   W;maske_2.bmp;maske_1.bmp;Car crash 1.jpg;0.152;1;1;3;4;0.004;5;no;yes
29;1;16;5.0;negative;S   P   A   V;maske_1.bmp;maske_2.bmp;Car accident 2.jpg;0.152;1;1;3;4;0.004;5;no;yes
29;1;17;5.0;negative;V   A   P   S;maske_1.bmp;maske_2.bmp;Frustrated pose 5.jpg;0.152;1;1;3;4;0.004;5;no;yes
29;1;18;2.5;positive;T   U   N   G;maske_2.bmp;maske_1.bmp;Elephant 1.jpg;0.109;-1;-1;5;15;0.002;3;yes;no
29;1;19;2.5;positive;T   U   G   Z;maske_2.bmp;maske_1.bmp;Gazing 6.jpg;0.107;-1;-1;5;15;0.002;4;yes;no
29;1;20;5.0;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Beach 5.jpg;0.152;1;1;3;4;0.004;5;yes;no
29;1;21;2.5;positive;G   U   N   T;maske_1.bmp;maske_2.bmp;Guitar 1.jpg;0.105;-1;1;6;16;0.002;2;yes;no
29;1;22;2.5;negative;H   E   L   K;maske_2.bmp;maske_1.bmp;Depressed pose 3.jpg;0.107;1;-1;7;17;0.002;3;no;yes
29;1;23;2.5;negative;M   E   H   K;maske_2.bmp;maske_1.bmp;Prison 2.jpg;0.105;-1;-1;7;17;0.002;3;no;yes
29;1;24;2.5;negative;K   E   L   M;maske_1.bmp;maske_2.bmp;Ferret 1.jpg;0.103;-1;1;8;18;0.001;2;no;yes
29;1;25;5.0;negative;S   A   P   V;maske_2.bmp;maske_1.bmp;Angry pose 1.jpg;0.152;1;1;3;4;0.004;5;no;yes
29;1;26;2.5;negative;H   E   M   K;maske_1.bmp;maske_2.bmp;Garbage dump 5.jpg;0.104;1;1;8;18;0.001;2;no;yes
29;1;27;2.5;negative;L   E   M   K;maske_1.bmp;maske_2.bmp;Scared face 4.jpg;0.105;1;1;8;18;0.001;2;no;yes
29;1;28;5.0;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Flood 1.jpg;0.152;1;-1;4;5;0.002;6;no;yes
29;1;29;5.0;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Baby 8.jpg;0.15;-1;-1;4;5;0.002;5;yes;no
29;1;30;2.5;positive;Z   U   N   T;maske_2.bmp;maske_1.bmp;Excited face 3.jpg;0.106;1;-1;9;19;0.001;4;yes;no
29;1;31;5.0;negative;P   S   A   V;maske_2.bmp;maske_1.bmp;Garbage dump 1.jpg;0.15;-1;1;5;6;0.002;2;no;yes
29;1;32;2.5;positive;G   N   U   Z;maske_2.bmp;maske_1.bmp;Fireworks 2.jpg;0.105;-1;-1;9;19;0.001;3;yes;no
29;1;33;5.0;positive;F   R   O   B;maske_2.bmp;maske_1.bmp;Birthday 1.jpg;0.152;1;-1;6;7;0.002;6;yes;no
