subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
10;1;1;5.0;negative;M   E   H   K;maske_2.bmp;maske_1.bmp;Angry pose 1.jpg;0.11;G   U   N   T;M   E   H   K;K   E   H   M;Z   U   N   T;no;yes;no;no;no;yes
10;1;2;5.0;negative;L   E   M   K;maske_2.bmp;maske_1.bmp;Miserable pose 4.jpg;0.11;Z   U   N   G;G   U   T   Z;L   E   M   K;H   E   L   K;no;no;yes;no;no;yes
10;1;3;2.5;positive;S   V   A   W;maske_2.bmp;maske_1.bmp;Coffee 1.jpg;0.055;V   A   S   P;J   O   R   B;B   J   O   F;S   V   A   W;yes;no;no;no;yes;no
10;1;4;2.5;negative;B   O   R   F;maske_2.bmp;maske_1.bmp;Cemetery 5.jpg;0.055;B   J   O   F;V   A   P   S;B   O   R   F;P   S   A   V;no;no;no;yes;no;yes
10;1;5;5.0;positive;G   U   T   Z;maske_2.bmp;maske_1.bmp;Flowers 4.jpg;0.11;Z   U   N   T;G   U   T   Z;K   L   E   M;K   E   H   M;no;yes;no;no;yes;no
10;1;6;5.0;positive;G   U   N   T;maske_1.bmp;maske_2.bmp;Zebra 1.jpg;0.11;M   E   H   K;G   U   N   T;G   U   T   Z;L   E   M   K;yes;no;no;no;yes;no
10;1;7;5.0;positive;Z   U   N   G;maske_1.bmp;maske_2.bmp;Sunflower 1.jpg;0.11;G   U   N   T;K   E   L   M;Z   U   N   G;H   E   L   K;no;no;yes;no;yes;no
10;1;8;5.0;positive;Z   U   N   T;maske_2.bmp;maske_1.bmp;Dog 2.jpg;0.11;K   L   E   H;Z   U   N   T;T   U   N   G;K   E   L   M;no;no;yes;no;yes;no
10;1;9;5.0;negative;H   E   L   K;maske_1.bmp;maske_2.bmp;Garbage dump 1.jpg;0.11;H   E   L   K;L   E   M   K;G   N   U   Z;T   U   N   G;yes;no;no;no;no;yes
10;1;10;2.5;positive;W   A   P   S;maske_2.bmp;maske_1.bmp;Cat 5.jpg;0.055;B   J   O   F;S   V   A   W;W   A   P   S;F   O   R   B;no;no;yes;no;yes;no
10;1;11;2.5;positive;P   S   A   V;maske_1.bmp;maske_2.bmp;Baby 2.jpg;0.055;S   A   P   V;J   O   B   F;R   O   B   F;P   S   A   V;no;yes;no;no;yes;no
10;1;12;5.0;positive;G   N   U   Z;maske_1.bmp;maske_2.bmp;School 2.jpg;0.11;G   N   U   Z;Z   U   N   G;K   E   H   M;K   L   E   M;yes;no;no;no;yes;no
10;1;13;2.5;negative;J   O   R   B;maske_1.bmp;maske_2.bmp;Garbage dump 5.jpg;0.055;S   V   A   W;J   O   R   B;V   A   S   P;B   O   R   F;no;yes;no;no;no;yes
10;1;14;5.0;negative;K   L   E   M;maske_1.bmp;maske_2.bmp;Frustrated pose 5.jpg;0.11;M   E   H   K;G   U   N   T;K   L   E   M;N   U   G   Z;no;no;yes;no;no;yes
10;1;15;5.0;positive;N   U   G   Z;maske_2.bmp;maske_1.bmp;Baby 6.jpg;0.11;G   N   U   Z;K   L   E   H;H   E   L   K;N   U   G   Z;no;no;no;yes;yes;no
10;1;16;2.5;negative;J   O   B   F;maske_1.bmp;maske_2.bmp;Angry face 5.jpg;0.055;F   R   O   B;W   A   P   S;S   A   P   V;J   O   B   F;no;yes;no;no;no;yes
10;1;17;2.5;negative;B   J   O   F;maske_1.bmp;maske_2.bmp;Dog 31.jpg;0.055;S   W   A   P;B   J   O   F;R   O   B   F;V   A   S   P;yes;no;no;no;no;yes
10;1;18;5.0;negative;K   E   H   M;maske_2.bmp;maske_1.bmp;Fire 2.jpg;0.11;K   E   L   M;K   E   H   M;T   U   N   G;Z   U   N   G;no;no;yes;no;no;yes
10;1;19;2.5;positive;V   A   S   P;maske_2.bmp;maske_1.bmp;Beach 6.jpg;0.055;P   S   A   V;F   O   R   B;V   A   S   P;F   R   O   B;no;no;yes;no;yes;no
10;1;20;2.5;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Beach 5.jpg;0.055;V   A   P   S;S   W   A   P;B   O   R   F;J   O   R   B;no;yes;no;no;yes;no
10;1;21;5.0;negative;K   L   E   H;maske_2.bmp;maske_1.bmp;Jail 1.jpg;0.11;K   L   E   H;K   L   E   M;G   U   T   Z;T   U   G   Z;yes;no;no;no;no;yes
10;1;22;2.5;negative;J   O   R   F;maske_2.bmp;maske_1.bmp;Animal carcass 1.jpg;0.055;S   P   A   V;S   V   A   W;J   O   R   B;J   O   R   F;no;yes;no;no;no;yes
10;1;23;2.5;positive;S   P   A   V;maske_1.bmp;maske_2.bmp;Excited face 3.jpg;0.055;J   O   B   F;S   P   A   V;V   A   P   S;J   O   R   F;no;no;no;yes;yes;no
10;1;24;5.0;negative;H   E   M   K;maske_2.bmp;maske_1.bmp;Garbage dump 8.jpg;0.11;T   U   G   Z;H   E   M   K;K   L   E   H;Z   U   N   T;no;yes;no;no;no;yes
10;1;25;2.5;positive;S   A   P   V;maske_1.bmp;maske_2.bmp;Elephant 1.jpg;0.055;J   O   R   F;S   A   P   V;S   P   A   V;R   O   B   F;no;no;yes;no;yes;no
10;1;26;5.0;negative;K   E   L   M;maske_2.bmp;maske_1.bmp;Animal carcass 3.jpg;0.11;H   E   M   K;N   U   G   Z;G   N   U   Z;K   E   L   M;no;no;no;yes;no;yes
10;1;27;2.5;negative;F   R   O   B;maske_1.bmp;maske_2.bmp;Destruction 10.jpg;0.055;F   R   O   B;P   S   A   V;J   O   B   F;S   P   A   V;yes;no;no;no;no;yes
10;1;28;5.0;positive;T   U   N   G;maske_1.bmp;maske_2.bmp;Mother 5.jpg;0.11;H   E   M   K;T   U   G   Z;L   E   M   K;T   U   N   G;no;no;no;yes;yes;no
10;1;29;2.5;negative;F   O   R   B;maske_2.bmp;maske_1.bmp;Garbage dump 6.jpg;0.055;F   O   R   B;S   W   A   P;J   O   R   F;V   A   P   S;no;no;yes;no;no;yes
10;1;30;5.0;positive;T   U   G   Z;maske_2.bmp;maske_1.bmp;Present 2.jpg;0.11;T   U   G   Z;H   E   M   K;N   U   G   Z;M   E   H   K;yes;no;no;no;yes;no
10;1;31;2.5;negative;R   O   B   F;maske_1.bmp;maske_2.bmp;Intensity 1.jpg;0.055;S   A   P   V;F   O   R   B;W   A   P   S;R   O   B   F;no;yes;no;no;no;yes
10;1;32;2.5;positive;S   W   A   P;maske_1.bmp;maske_2.bmp;Dessert 8.jpg;0.055;F   R   O   B;W   A   P   S;S   W   A   P;B   O   R   F;yes;no;no;no;yes;no
10;2;1;5.0;negative;K   E   H   M;maske_1.bmp;maske_2.bmp;Miserable pose 4.jpg;0.11;H   E   M   K;K   E   H   M;T   U   N   G;T   U   G   Z;yes;no;no;no;no;yes
10;2;2;2.5;negative;J   O   R   B;maske_2.bmp;maske_1.bmp;Garbage dump 5.jpg;0.055;B   O   R   F;S   A   P   V;W   A   P   S;J   O   R   B;no;no;yes;no;no;yes
10;2;3;2.5;positive;S   V   A   W;maske_1.bmp;maske_2.bmp;Dog 2.jpg;0.055;F   O   R   B;V   A   S   P;S   V   A   W;J   O   B   F;no;no;no;yes;yes;no
10;2;4;2.5;negative;R   O   B   F;maske_2.bmp;maske_1.bmp;Fire 2.jpg;0.055;R   O   B   F;S   V   A   W;V   A   S   P;F   R   O   B;no;no;yes;no;no;yes
10;2;5;5.0;negative;M   E   H   K;maske_2.bmp;maske_1.bmp;Cockroach 1.jpg;0.11;Z   U   N   G;K   L   E   H;M   E   H   K;G   U   T   Z;no;yes;no;no;no;yes
10;2;6;2.5;negative;B   J   O   F;maske_2.bmp;maske_1.bmp;Toilet 4.jpg;0.055;B   J   O   F;S   P   A   V;J   O   R   B;S   V   A   W;no;no;yes;no;no;yes
10;2;7;5.0;negative;L   E   M   K;maske_1.bmp;maske_2.bmp;Garbage dump 8.jpg;0.11;G   N   U   Z;Z   U   N   T;H   E   L   K;L   E   M   K;no;no;no;yes;no;yes
10;2;8;2.5;positive;P   S   A   V;maske_2.bmp;maske_1.bmp;Beach 5.jpg;0.055;J   O   R   F;P   S   A   V;W   A   P   S;J   O   B   F;yes;no;no;no;yes;no
10;2;9;5.0;negative;K   E   L   M;maske_2.bmp;maske_1.bmp;Depressed pose 1.jpg;0.11;K   E   L   M;K   E   H   M;G   N   U   Z;N   U   G   Z;yes;no;no;no;no;yes
10;2;10;5.0;positive;Z   U   N   G;maske_1.bmp;maske_2.bmp;Elephant 1.jpg;0.11;T   U   N   G;H   E   M   K;Z   U   N   G;K   E   H   M;no;no;yes;no;yes;no
10;2;11;2.5;negative;B   O   R   F;maske_2.bmp;maske_1.bmp;Animal carcass 3.jpg;0.055;S   W   A   P;V   A   S   P;R   O   B   F;B   O   R   F;yes;no;no;no;no;yes
10;2;12;5.0;positive;T   U   N   G;maske_2.bmp;maske_1.bmp;Cat 5.jpg;0.11;K   L   E   M;T   U   N   G;L   E   M   K;G   U   N   T;no;yes;no;no;yes;no
10;2;13;2.5;positive;W   A   P   S;maske_2.bmp;maske_1.bmp;Mother 1.jpg;0.055;B   O   R   F;W   A   P   S;B   J   O   F;P   S   A   V;yes;no;no;no;yes;no
10;2;14;5.0;positive;Z   U   N   T;maske_1.bmp;maske_2.bmp;Picnic 2.jpg;0.11;K   L   E   M;N   U   G   Z;H   E   L   K;Z   U   N   T;no;no;no;yes;yes;no
10;2;15;5.0;negative;H   E   L   K;maske_1.bmp;maske_2.bmp;Angry face 3.jpg;0.11;H   E   L   K;L   E   M   K;N   U   G   Z;Z   U   N   T;no;no;no;yes;no;yes
10;2;16;5.0;negative;H   E   M   K;maske_2.bmp;maske_1.bmp;Intensity 1.jpg;0.11;T   U   N   G;H   E   M   K;T   U   G   Z;K   E   L   M;no;no;yes;no;no;yes
10;2;17;5.0;positive;G   N   U   Z;maske_2.bmp;maske_1.bmp;Bird 1.jpg;0.11;H   E   L   K;H   E   M   K;G   N   U   Z;Z   U   N   G;no;no;yes;no;yes;no
10;2;18;2.5;positive;S   P   A   V;maske_2.bmp;maske_1.bmp;Gazing 6.jpg;0.055;J   O   R   B;S   V   A   W;B   J   O   F;S   P   A   V;yes;no;no;no;yes;no
10;2;19;2.5;negative;J   O   R   F;maske_2.bmp;maske_1.bmp;Flood 1.jpg;0.055;J   O   B   F;J   O   R   F;P   S   A   V;V   A   P   S;no;yes;no;no;no;yes
