subjnr;adaptation_target;us_valence;eval_rating;cs_filename
87;pas_2.5;positive;12;T   U   G   Z
87;pas_2.5;negative;16;K   E   H   M
87;pas_5;negative;10;R   O   B   F
87;pas_2.5;positive;9;N   U   G   Z
87;pas_2.5;positive;7;G   N   U   Z
87;pas_2.5;positive;9;T   U   N   G
87;pas_5;positive;12;S   P   A   V
87;pas_2.5;negative;10;K   E   L   M
87;pas_5;positive;11;V   A   P   S
87;pas_5;negative;7;B   O   R   F
87;pas_5;negative;13;J   O   R   B
87;pas_5;negative;12;J   O   R   F
87;pas_5;positive;13;P   S   A   V
87;pas_5;positive;15;S   W   A   P
87;pas_5;negative;15;B   J   O   F
87;pas_5;positive;15;V   A   S   P
87;pas_5;negative;13;J   O   B   F
87;pas_5;negative;12;F   O   R   B
87;pas_5;negative;12;F   R   O   B
87;pas_5;positive;13;W   A   P   S
87;pas_2.5;negative;13;H   E   M   K
87;pas_2.5;negative;13;M   E   H   K
87;pas_2.5;negative;14;H   E   L   K
87;pas_2.5;positive;15;Z   U   N   T
87;pas_2.5;negative;16;K   L   E   H
87;pas_2.5;negative;14;L   E   M   K
87;pas_2.5;positive;9;G   U   N   T
87;pas_5;positive;8;S   A   P   V
87;pas_5;positive;14;S   V   A   W
87;pas_2.5;positive;13;Z   U   N   G
87;pas_2.5;negative;15;K   L   E   M
87;pas_2.5;positive;11;G   U   T   Z
