subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
101;1;1;2.5;positive;Z   U   N   T;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.08500000000000002;-1;1;3;14;0.004;1;yes;no
101;1;2;2.5;negative;K   E   L   M;maske_1.bmp;maske_2.bmp;Garbage dump 1.jpg;0.08900000000000002;1;1;3;14;0.004;1;no;yes
101;1;3;2.5;negative;K   L   E   M;maske_1.bmp;maske_2.bmp;Miserable face 2.jpg;0.09300000000000003;1;-1;4;15;0.002;3;no;yes
101;1;4;5.0;positive;J   O   B   F;maske_2.bmp;maske_1.bmp;Baby 2.jpg;0.11599999999999999;-1;-1;2;7;0.004;5;no;yes
101;1;5;2.5;positive;G   U   T   Z;maske_2.bmp;maske_1.bmp;Sunset 3.jpg;0.09100000000000003;-1;-1;4;15;0.002;3;no;yes
101;1;6;2.5;positive;G   U   N   T;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.08900000000000002;-1;1;5;16;0.002;2;yes;no
101;1;7;2.5;negative;K   L   E   H;maske_2.bmp;maske_1.bmp;Destruction 2.jpg;0.09100000000000003;1;-1;6;17;0.002;3;no;yes
101;1;8;5.0;positive;J   O   R   F;maske_1.bmp;maske_2.bmp;Mother 5.jpg;0.11599999999999999;-1;-1;2;7;0.004;5;yes;no
101;1;9;5.0;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Lake 12.jpg;0.11599999999999999;-1;-1;2;7;0.004;6;yes;no
101;1;10;5.0;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Sunflower 1.jpg;0.11199999999999999;-1;-1;2;7;0.004;6;yes;no
101;1;11;5.0;negative;V   A   P   S;maske_2.bmp;maske_1.bmp;Angry pose 1.jpg;0.10799999999999998;-1;-1;2;7;0.004;5;no;yes
101;1;12;2.5;positive;G   N   U   Z;maske_2.bmp;maske_1.bmp;Zebra 1.jpg;0.08900000000000002;-1;-1;6;17;0.002;3;yes;no
101;1;13;2.5;positive;T   U   G   Z;maske_2.bmp;maske_1.bmp;Birthday 1.jpg;0.08700000000000002;-1;-1;6;17;0.002;3;yes;no
101;1;14;5.0;positive;J   O   R   B;maske_2.bmp;maske_1.bmp;Dessert 5.jpg;0.10799999999999998;-1;1;3;8;0.004;4;yes;no
