subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
99;1;1;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Car 2.jpg;0.12;0;1;0;0;0.008;1
99;1;2;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.07;0;1;0;0;0.008;1
99;1;3;5.0;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Keyboard 2.jpg;0.128;1;1;0;0;0.008;1
99;1;4;5.0;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Bark 2.jpg;0.136;1;1;0;0;0.008;2
99;1;5;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.07800000000000001;1;1;0;0;0.008;1
99;1;6;2.5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Bored pose 1.jpg;0.08600000000000002;1;1;0;0;0.008;1
99;1;7;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.09400000000000003;1;1;0;0;0.008;2
99;1;8;5.0;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.14400000000000002;1;1;0;0;0.008;3
99;1;9;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Rocks 3.jpg;0.15200000000000002;1;1;0;0;0.008;3
99;1;10;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Bed 1.jpg;0.10200000000000004;1;-1;1;1;0.008;3
99;1;11;5.0;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.16000000000000003;1;1;0;0;0.008;4
99;1;12;2.5;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.09400000000000003;-1;-1;1;1;0.008;3
99;1;13;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.08600000000000002;-1;-1;1;1;0.008;4
99;1;14;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Cardboard 2.jpg;0.07800000000000001;-1;-1;1;1;0.008;3
99;1;15;5.0;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.16800000000000004;1;1;0;0;0.008;4
99;1;16;5.0;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Roofing 2.jpg;0.17600000000000005;1;1;0;0;0.008;4
99;2;1;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Fence 5.jpg;0.07;-1;1;2;2;0.004;1
99;2;2;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Rocks 2.jpg;0.07400000000000001;1;1;2;2;0.004;1
99;2;3;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Neutral face 4.jpg;0.18400000000000005;1;1;0;0;0.008;4
99;2;4;5.0;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.19200000000000006;1;1;0;0;0.008;4
99;2;5;5.0;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.20000000000000007;1;1;0;0;0.008;4
99;2;6;2.5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.07800000000000001;1;-1;3;3;0.004;4
99;2;7;5.0;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Dirt 3.jpg;0.20800000000000007;1;1;0;0;0.008;4
99;2;8;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Barrels 1.jpg;0.07400000000000001;-1;-1;3;3;0.004;4
99;2;9;5.0;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.21600000000000008;1;1;0;0;0.008;4
99;2;10;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.07;-1;-1;3;3;0.004;4
99;2;11;2.5;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.066;-1;-1;3;3;0.004;4
99;2;12;5.0;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Alcohol 3.jpg;0.2240000000000001;1;1;0;0;0.008;5
99;2;13;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.2240000000000001;1;1;0;0;0.008;5
99;2;14;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Neutral pose 3.jpg;0.062;-1;1;4;4;0.002;2
99;2;15;5.0;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.2240000000000001;1;-1;1;1;0.008;6
99;2;16;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Paper 5.jpg;0.064;1;1;4;4;0.002;2
99;3;1;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Bed 1.jpg;0.066;1;1;4;4;0.002;2
99;3;2;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Office supplies 3.jpg;0.21600000000000008;-1;-1;1;1;0.008;6
99;3;3;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.068;1;1;4;4;0.002;1
99;3;4;2.5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.07;1;1;4;4;0.002;2
