subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
6;1;1;5.0;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Penguins 2.jpg;0.113;B   J   O   F;J   O   B   F;S   V   A   W;W   A   P   S;yes;no;no;no;yes;no
6;1;2;2.5;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Mother 1.jpg;0.084;H   E   L   K;M   E   H   K;Z   U   N   G;Z   U   N   T;yes;no;no;no;yes;no
6;1;3;2.5;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Toilet 4.jpg;0.084;Z   U   N   T;M   E   H   K;K   L   E   M;T   U   N   G;yes;no;no;no;no;yes
6;1;4;5.0;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Baby 8.jpg;0.113;V   A   P   S;F   O   R   B;J   O   B   F;S   W   A   P;no;no;yes;no;yes;no
6;1;5;5.0;negative;W   A   P   S;maske_2.bmp;maske_1.bmp;Fire 7.jpg;0.113;W   A   P   S;J   O   B   F;V   A   S   P;J   O   R   F;yes;no;no;no;no;yes
6;1;6;5.0;positive;J   O   R   B;maske_2.bmp;maske_1.bmp;Baby 6.jpg;0.113;J   O   R   B;S   P   A   V;P   S   A   V;R   O   B   F;yes;no;no;no;yes;no
6;1;7;5.0;negative;S   A   P   V;maske_2.bmp;maske_1.bmp;Gun 1.jpg;0.113;F   O   R   B;S   A   P   V;S   W   A   P;J   O   R   B;no;yes;no;no;no;yes
6;1;8;5.0;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Guitar 1.jpg;0.113;B   O   R   F;S   A   P   V;F   R   O   B;V   A   S   P;no;no;yes;no;yes;no
6;1;9;5.0;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Nude couple 7.jpg;0.113;S   V   A   W;R   O   B   F;J   O   R   F;W   A   P   S;no;yes;no;no;yes;no
6;1;10;5.0;negative;S   P   A   V;maske_2.bmp;maske_1.bmp;Destruction 10.jpg;0.113;S   P   A   V;F   R   O   B;R   O   B   F;S   A   P   V;yes;no;no;no;no;yes
6;1;11;2.5;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.084;N   U   G   Z;G   N   U   Z;K   E   H   M;K   L   E   M;yes;no;no;no;yes;no
6;1;12;5.0;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Cemetery 5.jpg;0.113;J   O   B   F;S   V   A   W;W   A   P   S;J   O   R   F;no;yes;no;no;no;yes
6;1;13;2.5;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Collaboration 1.jpg;0.084;Z   U   N   T;G   U   N   T;L   E   M   K;K   L   E   H;no;no;yes;no;yes;no
6;1;14;2.5;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.084;H   E   M   K;G   U   N   T;G   U   T   Z;K   E   H   M;yes;no;no;no;yes;no
6;1;15;5.0;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Frustrated pose 7.jpg;0.113;S   P   A   V;B   O   R   F;P   S   A   V;B   J   O   F;no;no;yes;no;no;yes
6;1;16;2.5;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Cockroach 1.jpg;0.084;H   E   L   K;K   L   E   H;T   U   N   G;N   U   G   Z;no;no;yes;no;no;yes
