subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
14;1;1;5.0;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Flowers 4.jpg;0.117;V   A   P   S;B   J   O   F;V   A   S   P;F   O   R   B;no;no;no;yes;no;yes
14;1;2;5.0;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Flood 2.jpg;0.117;P   S   A   V;J   O   B   F;R   O   B   F;S   V   A   W;no;no;no;yes;yes;no
14;1;3;2.5;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Garbage dump 5.jpg;0.023;K   E   L   M;T   U   G   Z;H   E   L   K;G   U   N   T;yes;no;no;no;no;yes
14;1;4;5.0;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Birthday 1.jpg;0.117;R   O   B   F;V   A   P   S;J   O   B   F;P   S   A   V;yes;no;no;no;yes;no
14;1;5;5.0;positive;J   O   R   B;maske_2.bmp;maske_1.bmp;Soup 1.jpg;0.117;J   O   R   B;S   P   A   V;S   A   P   V;F   O   R   B;no;no;no;yes;yes;no
14;1;6;5.0;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Scared face 4.jpg;0.117;W   A   P   S;V   A   S   P;J   O   R   F;J   O   R   B;yes;no;no;no;yes;no
14;1;7;5.0;positive;B   J   O   F;maske_1.bmp;maske_2.bmp;Cat 5.jpg;0.117;S   P   A   V;S   V   A   W;F   R   O   B;B   J   O   F;no;no;no;yes;yes;no
14;1;8;5.0;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Gun 1.jpg;0.117;V   A   S   P;J   O   R   F;S   W   A   P;F   O   R   B;yes;no;no;no;yes;no
14;1;9;5.0;positive;F   R   O   B;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.117;F   R   O   B;V   A   S   P;S   V   A   W;B   O   R   F;yes;no;no;no;yes;no
14;1;10;5.0;negative;V   A   P   S;maske_2.bmp;maske_1.bmp;Dog 23.jpg;0.117;W   A   P   S;B   O   R   F;R   O   B   F;V   A   P   S;no;no;no;yes;yes;no
14;1;11;2.5;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Dessert 5.jpg;0.023;Z   U   N   T;H   E   L   K;T   U   G   Z;K   L   E   M;no;no;yes;no;no;yes
14;1;12;2.5;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Cat 4.jpg;0.023;T   U   N   G;G   U   N   T;K   L   E   H;H   E   M   K;yes;no;no;no;yes;no
14;1;13;5.0;negative;S   P   A   V;maske_2.bmp;maske_1.bmp;Cemetery 5.jpg;0.117;F   R   O   B;S   V   A   W;J   O   B   F;S   P   A   V;no;no;no;yes;yes;no
14;1;14;2.5;negative;Z   U   N   T;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.023;K   L   E   M;Z   U   N   T;G   N   U   Z;K   E   L   M;no;no;yes;no;no;yes
