subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
118;1;1;2.5;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Children 1.jpg;0.09100000000000003;-1;1;3;16;0.004;2;yes;no
118;1;2;2.5;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Baby 7.jpg;0.09500000000000003;1;-1;4;17;0.002;3;no;yes
118;1;3;5.0;positive;F   R   O   B;maske_2.bmp;maske_1.bmp;Beach 5.jpg;0.11599999999999999;-1;1;3;7;0.004;4;yes;no
118;1;4;5.0;positive;J   O   B   F;maske_2.bmp;maske_1.bmp;Present 2.jpg;0.12;1;1;3;7;0.004;4;yes;no
118;1;5;5.0;negative;V   A   S   P;maske_2.bmp;maske_1.bmp;Frustrated pose 7.jpg;0.124;1;1;3;7;0.004;5;no;yes
118;1;6;2.5;positive;M   E   H   K;maske_1.bmp;maske_2.bmp;Mother 5.jpg;0.09300000000000003;-1;1;5;18;0.002;2;yes;no
118;1;7;5.0;negative;V   A   P   S;maske_2.bmp;maske_1.bmp;Garbage dump 8.jpg;0.124;1;1;3;7;0.004;5;no;yes
118;1;8;2.5;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Flowers 4.jpg;0.09500000000000003;1;-1;6;19;0.002;4;yes;no
118;1;9;2.5;positive;H   E   M   K;maske_1.bmp;maske_2.bmp;Couple 8.jpg;0.09300000000000003;-1;-1;6;19;0.002;4;yes;no
118;1;10;2.5;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Animal carcass 3.jpg;0.09100000000000003;-1;1;7;20;0.002;2;no;yes
118;1;11;5.0;positive;B   J   O   F;maske_1.bmp;maske_2.bmp;Zebra 1.jpg;0.124;1;1;3;7;0.004;5;yes;no
118;1;12;5.0;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Baby 6.jpg;0.124;1;1;3;7;0.004;5;yes;no
118;1;13;2.5;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Nude couple 7.jpg;0.09300000000000003;1;-1;8;21;0.001;3;yes;no
118;1;14;5.0;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Miserable pose 4.jpg;0.124;1;1;3;7;0.004;5;no;yes
118;1;15;2.5;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Animal carcass 1.jpg;0.09200000000000003;-1;1;9;22;0.001;2;no;yes
118;1;16;5.0;negative;S   W   A   P;maske_2.bmp;maske_1.bmp;Frustrated pose 5.jpg;0.124;1;-1;4;8;0.002;6;no;yes
118;1;17;2.5;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Baby 8.jpg;0.09300000000000003;1;-1;10;23;0.001;3;yes;no
118;1;18;2.5;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Garbage dump 5.jpg;0.09200000000000003;-1;-1;10;23;0.001;3;no;yes
118;1;19;5.0;positive;B   O   R   F;maske_1.bmp;maske_2.bmp;Lake 12.jpg;0.122;-1;1;5;9;0.002;2;yes;no
118;1;20;5.0;negative;S   P   A   V;maske_1.bmp;maske_2.bmp;Fence 4.jpg;0.124;1;1;5;9;0.002;4;no;yes
118;1;21;2.5;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;Sunflower 1.jpg;0.09100000000000003;-1;1;11;24;0.001;1;yes;no
118;1;22;2.5;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Garbage dump 6.jpg;0.09200000000000003;1;1;11;24;0.001;1;no;yes
118;1;23;2.5;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Flood 1.jpg;0.09300000000000003;1;1;11;24;0.001;1;no;yes
118;1;24;2.5;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Destruction 10.jpg;0.09400000000000003;1;1;11;24;0.001;2;no;yes
118;1;25;5.0;negative;S   V   A   W;maske_2.bmp;maske_1.bmp;Toilet 4.jpg;0.126;1;1;5;9;0.002;5;no;yes
118;1;26;5.0;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Parade 1.jpg;0.126;1;1;5;9;0.002;5;yes;no
118;1;27;2.5;negative;G   U   N   T;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.09500000000000003;1;-1;12;25;0.001;3;no;yes
118;1;28;5.0;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Dog 31.jpg;0.126;1;1;5;9;0.002;5;no;yes
118;1;29;5.0;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Chipmunk 1.jpg;0.126;1;1;5;9;0.002;5;no;yes
118;1;30;5.0;positive;J   O   R   F;maske_2.bmp;maske_1.bmp;Excited face 5.jpg;0.126;1;1;5;9;0.002;5;yes;no
118;1;31;2.5;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Dog 2.jpg;0.09400000000000003;-1;-1;12;25;0.001;3;yes;no
118;1;32;5.0;negative;S   A   P   V;maske_2.bmp;maske_1.bmp;Car accident 2.jpg;0.126;1;1;5;9;0.002;5;no;yes
118;1;33;5.0;negative;P   S   A   V;maske_2.bmp;maske_1.bmp;Angry face 5.jpg;0.126;1;1;5;9;0.002;5;no;yes
118;1;34;2.5;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Guitar 1.jpg;0.09300000000000003;-1;-1;12;25;0.001;5;yes;no
118;1;35;5.0;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Excited face 3.jpg;0.126;1;1;5;9;0.002;5;yes;no
118;1;36;2.5;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Sunset 3.jpg;0.09200000000000003;-1;-1;12;25;0.001;4;yes;no
118;1;37;5.0;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Collaboration 1.jpg;0.126;1;1;5;9;0.002;5;yes;no
118;1;38;5.0;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Soup 1.jpg;0.126;1;1;5;9;0.002;5;yes;no
118;1;39;5.0;negative;V   A   P   S;maske_1.bmp;maske_2.bmp;Fire 2.jpg;0.126;1;1;5;9;0.002;5;yes;no
118;1;40;2.5;positive;L   E   M   K;maske_2.bmp;maske_1.bmp;Cat 4.jpg;0.09100000000000003;-1;1;13;26;0.001;1;yes;no
118;1;41;5.0;negative;S   P   A   V;maske_2.bmp;maske_1.bmp;Hallway 1.jpg;0.126;1;1;5;9;0.002;5;no;yes
118;1;42;5.0;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Angry face 3.jpg;0.126;1;1;5;9;0.002;5;no;yes
118;1;43;5.0;positive;F   O   R   B;maske_1.bmp;maske_2.bmp;Penguins 2.jpg;0.126;1;1;5;9;0.002;5;yes;no
118;1;44;2.5;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Hangover 1.jpg;0.09200000000000003;1;1;13;26;0.001;1;no;yes
118;1;45;5.0;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Mother 6.jpg;0.126;1;1;5;9;0.002;4;yes;no
118;1;46;2.5;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Fireworks 2.jpg;0.09300000000000003;1;-1;14;27;0.001;3;yes;no
118;1;47;2.5;positive;M   E   H   K;maske_2.bmp;maske_1.bmp;Yoga 3.jpg;0.09200000000000003;-1;1;15;28;0.001;2;yes;no
118;1;48;2.5;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Depressed pose 3.jpg;0.09300000000000003;1;1;15;28;0.001;1;yes;no
118;1;49;5.0;negative;W   A   P   S;maske_2.bmp;maske_1.bmp;Destruction 2.jpg;0.128;1;1;5;9;0.002;5;no;yes
