subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
125;1;1;2.5;negative;H   E   L   K;maske_2.bmp;maske_1.bmp;Fire 2.jpg;0.05399999999999999;H   E   L   K;T   U   N   G;Z   U   N   T;K   E   H   M;no;no;yes;no;no;yes
125;1;2;2.5;positive;G   U   T   Z;maske_1.bmp;maske_2.bmp;Siblings 1.jpg;0.05399999999999999;H   E   M   K;H   E   L   K;Z   U   N   T;G   U   T   Z;no;yes;no;no;yes;no
125;1;3;2.5;negative;L   E   M   K;maske_2.bmp;maske_1.bmp;Depressed pose 3.jpg;0.05399999999999999;K   E   L   M;G   U   N   T;G   U   T   Z;L   E   M   K;no;no;yes;no;no;yes
125;1;4;5.0;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Children 1.jpg;0.11599999999999999;B   O   R   F;J   O   B   F;S   W   A   P;S   V   A   W;yes;no;no;no;yes;no
125;1;5;2.5;negative;H   E   M   K;maske_1.bmp;maske_2.bmp;Gun 5.jpg;0.05399999999999999;T   U   G   Z;H   E   M   K;K   L   E   H;G   U   T   Z;no;yes;no;no;no;yes
125;1;6;2.5;negative;K   E   L   M;maske_2.bmp;maske_1.bmp;Sad face 9.jpg;0.05399999999999999;T   U   N   G;G   N   U   Z;L   E   M   K;K   E   L   M;no;yes;no;no;no;yes
125;1;7;5.0;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Depressed pose 1.jpg;0.11599999999999999;S   V   A   W;W   A   P   S;J   O   B   F;B   O   R   F;yes;no;no;no;no;yes
125;1;8;2.5;positive;Z   U   N   T;maske_2.bmp;maske_1.bmp;Zebra 1.jpg;0.05399999999999999;Z   U   N   G;K   E   L   M;Z   U   N   T;K   E   H   M;no;yes;no;no;yes;no
125;1;9;2.5;negative;M   E   H   K;maske_1.bmp;maske_2.bmp;Baby 7.jpg;0.05399999999999999;K   L   E   M;Z   U   N   T;Z   U   N   G;M   E   H   K;no;no;no;yes;no;yes
125;1;10;5.0;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Baby 2.jpg;0.11599999999999999;B   J   O   F;R   O   B   F;V   A   P   S;S   P   A   V;no;yes;no;no;no;yes
125;1;11;5.0;positive;F   R   O   B;maske_2.bmp;maske_1.bmp;Chipmunk 1.jpg;0.11599999999999999;S   P   A   V;R   O   B   F;V   A   P   S;F   R   O   B;no;no;no;yes;yes;no
125;1;12;5.0;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Garbage dump 8.jpg;0.11599999999999999;J   O   R   B;R   O   B   F;S   V   A   W;W   A   P   S;no;no;no;yes;no;yes
125;1;13;5.0;positive;B   J   O   F;maske_1.bmp;maske_2.bmp;Alcohol 5.jpg;0.11599999999999999;P   S   A   V;J   O   R   B;B   J   O   F;S   V   A   W;no;no;yes;no;yes;no
125;1;14;2.5;positive;Z   U   N   G;maske_2.bmp;maske_1.bmp;Soup 1.jpg;0.05399999999999999;K   E   L   M;H   E   L   K;Z   U   N   G;G   U   N   T;no;no;no;yes;yes;no
125;1;15;2.5;positive;T   U   N   G;maske_1.bmp;maske_2.bmp;Collaboration 1.jpg;0.05399999999999999;K   L   E   M;T   U   N   G;T   U   G   Z;H   E   M   K;no;yes;no;no;yes;no
125;1;16;2.5;positive;G   N   U   Z;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.05399999999999999;K   L   E   M;M   E   H   K;T   U   N   G;G   N   U   Z;no;no;yes;no;yes;no
