subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
91;1;1;5.0;negative;G   U   N   T;maske_1.bmp;maske_2.bmp;Garbage dump 6.jpg;0.09199999999999997;1;1;2;10;0.004;3;no;yes
91;1;2;2.5;negative;S   P   A   V;maske_1.bmp;maske_2.bmp;Sad face 9.jpg;0.063;-1;1;3;22;0.004;1;no;yes
91;1;3;2.5;positive;J   O   R   F;maske_2.bmp;maske_1.bmp;Mother 5.jpg;0.067;1;1;3;22;0.004;1;yes;no
91;1;4;5.0;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Intensity 1.jpg;0.09599999999999997;1;1;2;10;0.004;4;no;yes
91;1;5;5.0;positive;M   E   H   K;maske_1.bmp;maske_2.bmp;Coffee 1.jpg;0.09999999999999998;1;1;2;10;0.004;5;yes;no
91;1;6;5.0;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Picnic 2.jpg;0.09999999999999998;1;1;2;10;0.004;5;yes;no
91;1;7;2.5;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Nude couple 7.jpg;0.07100000000000001;1;1;3;22;0.004;2;yes;no
91;1;8;5.0;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Baby 2.jpg;0.09999999999999998;1;1;2;10;0.004;5;yes;no
91;1;9;2.5;positive;B   O   R   F;maske_1.bmp;maske_2.bmp;Mother 6.jpg;0.07500000000000001;1;-1;4;23;0.002;4;yes;no
91;1;10;2.5;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Cockroach 1.jpg;0.07300000000000001;-1;1;5;24;0.002;2;no;yes
91;1;11;5.0;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Dessert 5.jpg;0.09999999999999998;1;1;2;10;0.004;5;yes;no
91;1;12;2.5;negative;V   A   P   S;maske_1.bmp;maske_2.bmp;Miserable face 2.jpg;0.07500000000000001;1;-1;6;25;0.002;4;no;yes
91;1;13;5.0;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Penguins 2.jpg;0.09999999999999998;1;1;2;10;0.004;5;yes;no
91;1;14;2.5;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Sunset 3.jpg;0.07300000000000001;-1;-1;6;25;0.002;4;yes;no
91;1;15;5.0;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Prison 2.jpg;0.09999999999999998;1;1;2;10;0.004;4;no;yes
91;1;16;5.0;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Bird 3.jpg;0.10399999999999998;1;1;2;10;0.004;5;yes;no
91;1;17;5.0;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Baby 7.jpg;0.10399999999999998;1;1;2;10;0.004;5;no;yes
91;1;18;2.5;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.07100000000000001;-1;1;7;26;0.002;2;no;yes
91;1;19;5.0;negative;N   U   G   Z;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.10399999999999998;1;1;2;10;0.004;4;no;yes
91;1;20;2.5;negative;S   A   P   V;maske_1.bmp;maske_2.bmp;Feces 1.jpg;0.07300000000000001;1;-1;8;27;0.001;3;no;yes
91;1;21;5.0;negative;Z   U   N   T;maske_1.bmp;maske_2.bmp;Flood 1.jpg;0.10799999999999998;1;1;2;10;0.004;5;no;yes
91;1;22;2.5;negative;V   A   S   P;maske_2.bmp;maske_1.bmp;Fire 2.jpg;0.07200000000000001;-1;1;9;28;0.001;2;no;yes
91;1;23;2.5;positive;F   O   R   B;maske_1.bmp;maske_2.bmp;Soup 1.jpg;0.07300000000000001;1;1;9;28;0.001;1;yes;no
91;1;24;2.5;positive;J   O   R   B;maske_2.bmp;maske_1.bmp;Couple 8.jpg;0.07400000000000001;1;-1;10;29;0.001;5;yes;no
91;1;25;2.5;negative;S   V   A   W;maske_2.bmp;maske_1.bmp;Ferret 1.jpg;0.07300000000000001;-1;-1;10;29;0.001;5;no;yes
91;1;26;2.5;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.07200000000000001;-1;-1;10;29;0.001;5;yes;no
91;1;27;5.0;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Angry face 4.jpg;0.10799999999999998;1;1;2;10;0.004;5;no;yes
91;1;28;5.0;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Excited face 3.jpg;0.10799999999999998;1;1;2;10;0.004;5;yes;no
91;1;29;2.5;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Beach 7.jpg;0.07100000000000001;-1;-1;10;29;0.001;4;yes;no
91;1;30;2.5;negative;P   S   A   V;maske_2.bmp;maske_1.bmp;Gun 5.jpg;0.07;-1;-1;10;29;0.001;3;no;yes
91;1;31;5.0;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Angry pose 1.jpg;0.10799999999999998;1;1;2;10;0.004;4;no;yes
91;1;32;5.0;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Present 2.jpg;0.11199999999999999;1;-1;3;11;0.004;6;yes;no
91;1;33;2.5;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Frustrated pose 5.jpg;0.069;-1;1;11;30;0.001;2;no;yes
91;1;34;2.5;positive;B   J   O   F;maske_1.bmp;maske_2.bmp;Mother 1.jpg;0.07;1;-1;12;31;0.001;4;yes;no
91;1;35;5.0;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;Siblings 1.jpg;0.10799999999999998;-1;-1;3;11;0.004;6;yes;no
91;1;36;5.0;negative;G   U   T   Z;maske_1.bmp;maske_2.bmp;Gun 1.jpg;0.10399999999999998;-1;-1;3;11;0.004;6;no;yes
91;1;37;2.5;negative;V   A   P   S;maske_2.bmp;maske_1.bmp;Garbage dump 5.jpg;0.069;-1;1;13;32;0.001;2;no;yes
91;1;38;5.0;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Destruction 2.jpg;0.09999999999999998;-1;-1;3;11;0.004;5;no;yes
91;1;39;5.0;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Baby 8.jpg;0.09999999999999998;-1;-1;3;11;0.004;6;yes;no
91;1;40;2.5;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Dog 31.jpg;0.07;1;-1;14;33;0.001;3;no;yes
91;1;41;5.0;positive;M   E   H   K;maske_2.bmp;maske_1.bmp;Beach 5.jpg;0.09599999999999997;-1;-1;3;11;0.004;5;yes;no
91;1;42;2.5;negative;W   A   P   S;maske_2.bmp;maske_1.bmp;Garbage dump 1.jpg;0.069;-1;-1;14;33;0.001;0;no;yes
91;1;43;5.0;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Fire 7.jpg;0.09599999999999997;-1;-1;3;11;0.004;6;no;yes
91;1;44;2.5;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Parade 1.jpg;0.069;-1;-1;14;33;0.001;5;yes;no
91;1;45;5.0;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Jail 1.jpg;0.09199999999999997;-1;-1;3;11;0.004;5;no;yes
91;1;46;5.0;positive;H   E   M   K;maske_1.bmp;maske_2.bmp;Beach 6.jpg;0.09199999999999997;-1;-1;3;11;0.004;6;yes;no
91;1;47;5.0;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Scared face 4.jpg;0.08799999999999997;-1;-1;3;11;0.004;6;no;yes
91;1;48;5.0;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Angry face 5.jpg;0.08399999999999996;-1;-1;3;11;0.004;5;no;yes
91;1;49;2.5;negative;S   P   A   V;maske_2.bmp;maske_1.bmp;Pollution 1.jpg;0.068;-1;-1;14;33;0.001;5;no;yes
91;1;50;2.5;negative;S   A   P   V;maske_2.bmp;maske_1.bmp;Animal carcass 3.jpg;0.067;-1;-1;14;33;0.001;4;no;yes
91;1;51;2.5;positive;J   O   R   F;maske_1.bmp;maske_2.bmp;Dessert 8.jpg;0.066;-1;-1;14;33;0.001;4;yes;no
91;1;52;5.0;positive;K   E   H   M;maske_1.bmp;maske_2.bmp;Sunflower 1.jpg;0.08399999999999996;-1;-1;3;11;0.004;5;yes;no
91;1;53;5.0;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Cat 4.jpg;0.08399999999999996;-1;-1;3;11;0.004;5;yes;no
91;1;54;5.0;positive;L   E   M   K;maske_2.bmp;maske_1.bmp;Collaboration 1.jpg;0.08399999999999996;-1;-1;3;11;0.004;5;yes;no
91;1;55;5.0;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Sad pose 1.jpg;0.08399999999999996;-1;-1;3;11;0.004;5;no;yes
91;1;56;5.0;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Massage 1.jpg;0.08399999999999996;-1;-1;3;11;0.004;6;yes;no
91;1;57;5.0;negative;Z   U   N   G;maske_1.bmp;maske_2.bmp;Destruction 10.jpg;0.07999999999999996;-1;1;4;12;0.002;4;no;yes
91;1;58;2.5;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Miserable pose 4.jpg;0.065;-1;-1;14;33;0.001;3;no;yes
91;1;59;2.5;positive;F   R   O   B;maske_2.bmp;maske_1.bmp;Father 1.jpg;0.064;-1;-1;14;33;0.001;4;yes;no
91;1;60;2.5;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Elephant 1.jpg;0.063;-1;-1;14;33;0.001;4;yes;no
91;1;61;2.5;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Zebra 1.jpg;0.062;-1;-1;14;33;0.001;3;yes;no
91;1;62;2.5;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Excited face 5.jpg;0.061;-1;1;15;34;0.001;2;yes;no
91;1;63;2.5;negative;S   W   A   P;maske_2.bmp;maske_1.bmp;Toilet 4.jpg;0.062;1;1;15;34;0.001;2;no;yes
91;1;64;2.5;positive;J   O   B   F;maske_2.bmp;maske_1.bmp;School 2.jpg;0.063;1;1;15;34;0.001;1;yes;no
91;2;1;5.0;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Coffee 1.jpg;0.08199999999999996;1;1;4;12;0.002;4;yes;no
91;2;2;2.5;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Flowers 4.jpg;0.064;1;-1;16;35;0.001;4;yes;no
91;2;3;2.5;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Garbage dump 8.jpg;0.063;-1;1;17;36;0.001;2;no;yes
91;2;4;5.0;positive;H   E   M   K;maske_1.bmp;maske_2.bmp;Baby 6.jpg;0.08399999999999996;1;1;4;12;0.002;4;yes;no
91;2;5;2.5;positive;B   O   R   F;maske_1.bmp;maske_2.bmp;Fireworks 2.jpg;0.064;1;1;17;36;0.001;2;no;yes
91;2;6;5.0;negative;Z   U   N   T;maske_1.bmp;maske_2.bmp;Intensity 1.jpg;0.08599999999999997;1;1;4;12;0.002;5;no;yes
91;2;7;5.0;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Gun 1.jpg;0.08599999999999997;1;1;4;12;0.002;5;no;yes
91;2;8;2.5;negative;V   A   P   S;maske_2.bmp;maske_1.bmp;Miserable pose 4.jpg;0.065;1;-1;18;37;0.001;5;no;yes
91;2;9;5.0;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Miserable face 2.jpg;0.08599999999999997;1;1;4;12;0.002;5;no;yes
91;2;10;5.0;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Beach 4.jpg;0.08599999999999997;1;-1;5;13;0.002;6;yes;no
91;2;11;2.5;positive;B   J   O   F;maske_1.bmp;maske_2.bmp;Alcohol 5.jpg;0.064;-1;-1;18;37;0.001;4;yes;no
91;2;12;5.0;positive;K   E   H   M;maske_1.bmp;maske_2.bmp;Guitar 1.jpg;0.08399999999999996;-1;-1;5;13;0.002;5;yes;no
91;2;13;5.0;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Baby 2.jpg;0.08399999999999996;-1;-1;5;13;0.002;6;yes;no
91;2;14;2.5;negative;S   W   A   P;maske_2.bmp;maske_1.bmp;Car crash 1.jpg;0.063;-1;1;19;38;0.001;1;no;yes
91;2;15;5.0;negative;N   U   G   Z;maske_2.bmp;maske_1.bmp;Depressed pose 3.jpg;0.08199999999999996;-1;1;6;14;0.002;4;no;yes
91;2;16;2.5;negative;S   P   A   V;maske_1.bmp;maske_2.bmp;Ferret 1.jpg;0.064;1;-1;20;39;0.001;4;no;yes
91;2;17;2.5;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Penguins 2.jpg;0.063;-1;-1;20;39;0.001;4;yes;no
91;2;18;2.5;negative;S   A   P   V;maske_1.bmp;maske_2.bmp;Angry face 3.jpg;0.062;-1;-1;20;39;0.001;4;no;yes
91;2;19;2.5;positive;J   O   R   B;maske_2.bmp;maske_1.bmp;Children 1.jpg;0.061;-1;-1;20;39;0.001;4;yes;no
91;2;20;5.0;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Cat 5.jpg;0.08399999999999996;1;1;6;14;0.002;4;yes;no
91;2;21;5.0;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Lake 12.jpg;0.08599999999999997;1;1;6;14;0.002;5;yes;no
91;2;22;2.5;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Mother 1.jpg;0.06;-1;-1;20;39;0.001;4;yes;no
91;2;23;2.5;positive;J   O   R   F;maske_2.bmp;maske_1.bmp;Sunflower 1.jpg;0.059;-1;-1;20;39;0.001;3;yes;no
91;2;24;5.0;negative;G   U   T   Z;maske_1.bmp;maske_2.bmp;Hangover 1.jpg;0.08599999999999997;1;1;6;14;0.002;5;no;yes
91;2;25;2.5;negative;P   S   A   V;maske_2.bmp;maske_1.bmp;Hallway 1.jpg;0.057999999999999996;-1;1;21;40;0.001;2;no;yes
91;2;26;5.0;negative;Z   U   N   G;maske_1.bmp;maske_2.bmp;Flood 1.jpg;0.08599999999999997;1;1;6;14;0.002;5;yes;no
91;2;27;5.0;positive;M   E   H   K;maske_1.bmp;maske_2.bmp;Dog 2.jpg;0.08599999999999997;1;1;6;14;0.002;5;yes;no
91;2;28;2.5;negative;V   A   S   P;maske_2.bmp;maske_1.bmp;Dog 23.jpg;0.059;1;-1;22;41;0.001;5;yes;no
91;2;29;5.0;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Angry pose 1.jpg;0.08599999999999997;1;1;6;14;0.002;4;no;yes
91;2;30;2.5;negative;S   V   A   W;maske_2.bmp;maske_1.bmp;Explosion 6.jpg;0.057999999999999996;-1;1;23;42;0.001;1;no;yes
91;2;31;2.5;positive;J   O   B   F;maske_2.bmp;maske_1.bmp;Picnic 1.jpg;0.059;1;1;23;42;0.001;2;yes;no
91;2;32;5.0;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Garbage dump 6.jpg;0.08799999999999997;1;1;6;14;0.002;5;no;yes
91;2;33;2.5;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Animal carcass 3.jpg;0.06;1;-1;24;43;0.001;4;no;yes
91;2;34;5.0;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.08799999999999997;1;-1;7;15;0.002;6;yes;no
91;2;35;5.0;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Fire 7.jpg;0.08599999999999997;-1;-1;7;15;0.002;6;no;yes
91;2;36;2.5;negative;S   A   P   V;maske_2.bmp;maske_1.bmp;Pollution 1.jpg;0.059;-1;-1;24;43;0.001;4;no;yes
91;2;37;5.0;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Gazing 6.jpg;0.08399999999999996;-1;-1;7;15;0.002;6;yes;no
91;2;38;2.5;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Mother 6.jpg;0.057999999999999996;-1;1;25;44;0.001;2;yes;no
91;2;39;2.5;positive;J   O   R   F;maske_1.bmp;maske_2.bmp;Yoga 3.jpg;0.059;1;-1;26;45;0.001;3;yes;no
91;2;40;5.0;positive;L   E   M   K;maske_2.bmp;maske_1.bmp;Happy pose 2.jpg;0.08199999999999996;-1;-1;7;15;0.002;5;yes;no
91;2;41;5.0;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Depressed pose 1.jpg;0.08199999999999996;-1;-1;7;15;0.002;6;no;yes
91;2;42;5.0;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Animal carcass 1.jpg;0.07999999999999996;-1;1;8;16;0.001;4;no;yes
91;2;43;2.5;negative;S   P   A   V;maske_2.bmp;maske_1.bmp;Cemetery 5.jpg;0.057999999999999996;-1;-1;26;45;0.001;4;no;yes
91;2;44;2.5;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Cockroach 1.jpg;0.056999999999999995;-1;-1;26;45;0.001;4;no;yes
91;2;45;2.5;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Toilet 4.jpg;0.055999999999999994;-1;1;27;46;0.001;2;no;yes
91;2;46;2.5;negative;V   A   P   S;maske_1.bmp;maske_2.bmp;Flood 2.jpg;0.056999999999999995;1;-1;28;47;0.001;3;no;yes
91;2;47;2.5;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Dessert 8.jpg;0.055999999999999994;-1;-1;28;47;0.001;4;yes;no
91;2;48;5.0;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Gun 5.jpg;0.08099999999999996;1;1;8;16;0.001;5;no;yes
91;2;49;5.0;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;Present 2.jpg;0.08099999999999996;1;-1;9;17;0.001;6;yes;no
91;2;50;2.5;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Couple 8.jpg;0.05499999999999999;-1;1;29;48;0.001;2;yes;no
91;2;51;2.5;positive;F   R   O   B;maske_2.bmp;maske_1.bmp;Chipmunk 1.jpg;0.055999999999999994;1;-1;30;49;0.001;4;yes;no
91;2;52;5.0;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Cat 4.jpg;0.07999999999999996;-1;-1;9;17;0.001;5;yes;no
91;2;53;2.5;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Soup 1.jpg;0.05499999999999999;-1;-1;30;49;0.001;4;yes;no
91;2;54;5.0;negative;G   U   N   T;maske_1.bmp;maske_2.bmp;Frustrated pose 3.jpg;0.07999999999999996;-1;-1;9;17;0.001;5;no;yes
91;2;55;5.0;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Car accident 2.jpg;0.07999999999999996;-1;-1;9;17;0.001;5;no;yes
91;2;56;2.5;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Birthday 1.jpg;0.05399999999999999;-1;-1;30;49;0.001;3;yes;no
91;2;57;5.0;positive;M   E   H   K;maske_2.bmp;maske_1.bmp;Excited face 5.jpg;0.07999999999999996;-1;-1;9;17;0.001;5;yes;no
91;2;58;2.5;negative;W   A   P   S;maske_2.bmp;maske_1.bmp;Prison 2.jpg;0.05299999999999999;-1;-1;30;49;0.001;4;no;yes
91;2;59;5.0;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Collaboration 1.jpg;0.07999999999999996;-1;-1;9;17;0.001;5;yes;no
91;2;60;5.0;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Frustrated pose 7.jpg;0.07999999999999996;-1;-1;9;17;0.001;5;no;yes
91;2;61;2.5;positive;F   O   R   B;maske_1.bmp;maske_2.bmp;Father 1.jpg;0.05199999999999999;-1;1;31;50;0.001;1;yes;no
91;2;62;5.0;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Destruction 7.jpg;0.07999999999999996;-1;-1;9;17;0.001;5;no;yes
91;2;63;5.0;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Beach 7.jpg;0.07999999999999996;-1;-1;9;17;0.001;5;no;yes
91;2;64;2.5;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Angry face 5.jpg;0.05299999999999999;1;1;31;50;0.001;0;no;yes
91;3;1;2.5;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.05299999999999999;1;1;31;50;0.001;1;no;yes
91;3;2;5.0;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Destruction 7.jpg;0.07999999999999996;-1;1;10;18;0.001;4;no;yes
