subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
106;1;1;5.0;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Office supplies 3.jpg;0.12;0;1;0;0;0.008;2
106;1;2;2.5;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Fence 3.jpg;0.07;0;-1;0;0;0.008;3
106;1;3;5.0;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Rocks 3.jpg;0.128;1;1;0;0;0.008;3
106;1;4;5.0;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Destruction 9.jpg;0.136;1;1;0;0;0.008;4
106;1;5;2.5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Neutral face 4.jpg;0.062000000000000006;-1;1;1;1;0.008;2
106;1;6;5.0;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Neutral pose 3.jpg;0.14400000000000002;1;1;0;0;0.008;5
106;1;7;2.5;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Neutral face 1.jpg;0.07;1;1;1;1;0.008;2
106;1;8;2.5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Bark 2.jpg;0.07800000000000001;1;1;1;1;0.008;1
106;1;9;5.0;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.14400000000000002;1;1;0;0;0.008;5
106;1;10;2.5;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.08600000000000002;1;-1;2;2;0.004;3
106;1;11;5.0;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.14400000000000002;1;-1;1;1;0.008;6
106;1;12;5.0;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.136;-1;-1;1;1;0.008;5
106;1;13;2.5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Fence 1.jpg;0.08200000000000002;-1;1;3;3;0.004;2
106;1;14;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.08600000000000002;1;-1;4;4;0.002;3
106;1;15;2.5;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Roofing 1.jpg;0.08400000000000002;-1;1;5;5;0.002;2
106;1;16;5.0;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.136;-1;-1;1;1;0.008;5
106;2;1;2.5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.08600000000000002;1;1;5;5;0.002;2
