subjnr;adaptation_target;us_valence;eval_rating;cs_filename
121;pas_5;negative;7;K   L   E   M
121;pas_5;positive;14;N   U   G   Z
121;pas_2.5;positive;17;J   O   R   B
121;pas_2.5;positive;7;B   O   R   F
121;pas_5;positive;7;T   U   G   Z
121;pas_5;positive;15;Z   U   N   G
121;pas_2.5;negative;12;W   A   P   S
121;pas_5;positive;10;G   U   N   T
121;pas_5;positive;9;G   U   T   Z
121;pas_5;positive;15;G   N   U   Z
121;pas_5;negative;9;K   E   H   M
121;pas_5;positive;7;Z   U   N   T
121;pas_2.5;negative;8;S   W   A   P
121;pas_5;negative;12;L   E   M   K
121;pas_2.5;positive;8;J   O   R   F
121;pas_5;negative;6;M   E   H   K
121;pas_5;negative;5;K   E   L   M
121;pas_2.5;negative;6;S   V   A   W
121;pas_2.5;positive;6;R   O   B   F
121;pas_2.5;positive;4;B   J   O   F
121;pas_2.5;negative;4;S   P   A   V
121;pas_2.5;positive;6;F   R   O   B
121;pas_2.5;negative;7;V   A   S   P
121;pas_2.5;positive;5;F   O   R   B
121;pas_5;negative;6;K   L   E   H
121;pas_2.5;positive;7;J   O   B   F
121;pas_2.5;negative;3;S   A   P   V
121;pas_2.5;negative;1;P   S   A   V
121;pas_5;positive;8;T   U   N   G
121;pas_5;negative;12;H   E   L   K
121;pas_2.5;negative;8;V   A   P   S
121;pas_5;negative;7;H   E   M   K
