subjnr;adaptation_target;us_valence;eval_rating;cs_filename
64;pas_2.5;negative;1;G   U   N   T
64;pas_5;negative;9;B   J   O   F
64;pas_2.5;negative;13;G   U   T   Z
64;pas_2.5;positive;15;K   L   E   H
64;pas_5;negative;10;J   O   R   B
64;pas_2.5;negative;10;T   U   G   Z
64;pas_5;positive;10;V   A   P   S
64;pas_2.5;negative;10;T   U   N   G
64;pas_5;positive;10;S   V   A   W
64;pas_2.5;positive;8;K   E   L   M
64;pas_5;positive;8;S   P   A   V
64;pas_2.5;positive;8;M   E   H   K
64;pas_2.5;positive;10;H   E   L   K
64;pas_5;negative;10;J   O   R   F
64;pas_5;negative;10;B   O   R   F
64;pas_2.5;negative;10;N   U   G   Z
64;pas_5;positive;10;W   A   P   S
64;pas_2.5;positive;10;K   E   H   M
64;pas_5;negative;10;R   O   B   F
64;pas_5;positive;10;S   W   A   P
64;pas_2.5;positive;10;L   E   M   K
64;pas_2.5;positive;10;H   E   M   K
64;pas_5;negative;10;F   R   O   B
64;pas_5;negative;10;F   O   R   B
64;pas_2.5;negative;10;Z   U   N   G
64;pas_5;positive;10;P   S   A   V
64;pas_5;positive;10;V   A   S   P
64;pas_2.5;negative;10;Z   U   N   T
64;pas_2.5;positive;10;K   L   E   M
64;pas_5;positive;10;S   A   P   V
64;pas_2.5;negative;10;G   N   U   Z
64;pas_5;negative;10;J   O   B   F
