subjnr;adaptation_target;us_valence;eval_rating;cs_filename
54;pas_2.5;negative;8;Z   U   N   T
54;pas_2.5;positive;7;H   E   M   K
54;pas_5;positive;9;R   O   B   F
54;pas_5;positive;12;F   O   R   B
54;pas_5;negative;11;S   A   P   V
54;pas_5;positive;13;F   R   O   B
54;pas_5;negative;14;V   A   P   S
54;pas_5;positive;9;J   O   B   F
54;pas_2.5;positive;6;K   L   E   H
54;pas_2.5;positive;7;K   E   L   M
54;pas_5;negative;11;S   W   A   P
54;pas_5;positive;8;J   O   R   F
54;pas_2.5;negative;6;Z   U   N   G
54;pas_5;negative;12;P   S   A   V
54;pas_5;positive;11;B   O   R   F
54;pas_2.5;negative;5;T   U   G   Z
54;pas_2.5;negative;7;G   U   N   T
54;pas_5;negative;11;V   A   S   P
54;pas_5;positive;9;J   O   R   B
54;pas_2.5;positive;6;K   E   H   M
54;pas_5;negative;12;W   A   P   S
54;pas_2.5;negative;6;T   U   N   G
54;pas_2.5;positive;4;L   E   M   K
54;pas_5;positive;5;B   J   O   F
54;pas_2.5;positive;4;M   E   H   K
54;pas_2.5;negative;12;G   N   U   Z
54;pas_2.5;positive;9;H   E   L   K
54;pas_2.5;negative;8;G   U   T   Z
54;pas_2.5;negative;9;N   U   G   Z
54;pas_5;negative;10;S   P   A   V
54;pas_2.5;positive;8;K   L   E   M
54;pas_5;negative;9;S   V   A   W
