subjnr;adaptation_target;us_valence;eval_rating;cs_filename
31;pas_2.5;positive;15;Z   U   N   G
31;pas_5;positive;18;S   A   P   V
31;pas_5;negative;0;F   R   O   B
31;pas_2.5;positive;11;G   N   U   Z
31;pas_2.5;positive;2;G   U   T   Z
31;pas_5;positive;16;V   A   P   S
31;pas_5;positive;12;W   A   P   S
31;pas_5;negative;0;F   O   R   B
31;pas_2.5;positive;5;T   U   N   G
31;pas_2.5;negative;3;K   E   L   M
31;pas_2.5;negative;9;L   E   M   K
31;pas_2.5;negative;10;K   E   H   M
31;pas_2.5;negative;13;K   L   E   M
31;pas_5;negative;3;J   O   B   F
31;pas_5;negative;1;J   O   R   B
31;pas_5;negative;2;J   O   R   F
31;pas_5;positive;10;S   P   A   V
31;pas_5;positive;10;P   S   A   V
31;pas_5;positive;14;S   W   A   P
31;pas_2.5;negative;10;M   E   H   K
31;pas_2.5;positive;8;Z   U   N   T
31;pas_5;positive;14;V   A   S   P
31;pas_5;negative;1;B   J   O   F
31;pas_2.5;positive;2;G   U   N   T
31;pas_5;negative;2;B   O   R   F
31;pas_2.5;positive;4;N   U   G   Z
31;pas_2.5;negative;6;K   L   E   H
31;pas_5;positive;9;S   V   A   W
31;pas_5;negative;2;R   O   B   F
31;pas_2.5;negative;6;H   E   M   K
31;pas_2.5;positive;7;T   U   G   Z
31;pas_2.5;negative;9;H   E   L   K
