subjnr;adaptation_target;us_valence;eval_rating;cs_filename
89;pas_2.5;negative;8;S   A   P   V
89;pas_5;negative;11;K   E   L   M
89;pas_2.5;negative;8;V   A   S   P
89;pas_5;negative;12;K   E   H   M
89;pas_2.5;positive;14;J   O   B   F
89;pas_2.5;negative;14;W   A   P   S
89;pas_5;positive;14;N   U   G   Z
89;pas_2.5;positive;15;J   O   R   B
89;pas_2.5;positive;13;B   O   R   F
89;pas_5;negative;13;M   E   H   K
89;pas_2.5;positive;10;F   R   O   B
89;pas_5;positive;12;G   N   U   Z
89;pas_5;positive;8;Z   U   N   G
89;pas_2.5;positive;14;J   O   R   F
89;pas_5;positive;16;Z   U   N   T
89;pas_5;negative;12;H   E   L   K
89;pas_2.5;positive;14;F   O   R   B
89;pas_5;positive;11;T   U   N   G
89;pas_5;positive;7;G   U   T   Z
89;pas_2.5;negative;5;S   P   A   V
89;pas_2.5;negative;4;S   V   A   W
89;pas_5;negative;12;H   E   M   K
89;pas_5;positive;13;G   U   N   T
89;pas_2.5;positive;5;R   O   B   F
89;pas_5;negative;14;L   E   M   K
89;pas_5;negative;10;K   L   E   H
89;pas_5;negative;8;K   L   E   M
89;pas_2.5;negative;5;V   A   P   S
89;pas_5;positive;6;T   U   G   Z
89;pas_2.5;positive;3;B   J   O   F
89;pas_2.5;negative;3;P   S   A   V
89;pas_2.5;negative;5;S   W   A   P
