subjnr;adaptation_target;us_valence;eval_rating;cs_filename
127;pas_5;positive;4;W   A   P   S
127;pas_5;negative;11;J   O   R   F
127;pas_2.5;positive;7;N   U   G   Z
127;pas_2.5;negative;16;K   L   E   H
127;pas_2.5;negative;13;K   E   H   M
127;pas_2.5;positive;6;Z   U   N   G
127;pas_5;negative;11;B   O   R   F
127;pas_2.5;positive;5;Z   U   N   T
127;pas_2.5;positive;8;G   U   N   T
127;pas_2.5;negative;15;K   L   E   M
127;pas_5;positive;6;S   A   P   V
127;pas_2.5;positive;8;G   U   T   Z
127;pas_5;positive;5;S   W   A   P
127;pas_2.5;negative;9;L   E   M   K
127;pas_2.5;negative;8;H   E   L   K
127;pas_5;positive;11;P   S   A   V
127;pas_5;negative;12;F   R   O   B
127;pas_5;negative;11;B   J   O   F
127;pas_5;negative;13;J   O   B   F
127;pas_5;negative;10;R   O   B   F
127;pas_2.5;positive;9;T   U   N   G
127;pas_5;negative;12;J   O   R   B
127;pas_5;positive;6;S   V   A   W
127;pas_5;negative;12;F   O   R   B
127;pas_2.5;negative;15;K   E   L   M
127;pas_5;positive;5;V   A   S   P
127;pas_5;positive;7;S   P   A   V
127;pas_2.5;positive;6;G   N   U   Z
127;pas_2.5;negative;12;M   E   H   K
127;pas_5;positive;6;V   A   P   S
127;pas_2.5;negative;13;H   E   M   K
127;pas_2.5;positive;4;T   U   G   Z
