subjnr;adaptation_target;us_valence;eval_rating;cs_filename
1;pas_5;positive;11;Z   U   N   G
1;pas_2.5;positive;6;B   J   O   F
1;pas_2.5;positive;6;J   O   R   F
1;pas_2.5;positive;5;R   O   B   F
1;pas_2.5;positive;7;J   O   R   B
1;pas_2.5;negative;5;V   A   S   P
1;pas_5;negative;12;K   E   L   M
1;pas_2.5;positive;9;F   R   O   B
1;pas_5;positive;11;G   U   T   Z
1;pas_5;positive;8;T   U   G   Z
1;pas_5;negative;11;K   L   E   M
1;pas_2.5;negative;12;S   W   A   P
1;pas_5;positive;13;G   U   N   T
1;pas_2.5;negative;7;S   A   P   V
1;pas_5;negative;7;H   E   M   K
1;pas_5;positive;6;G   N   U   Z
1;pas_5;positive;6;N   U   G   Z
1;pas_5;positive;8;Z   U   N   T
1;pas_5;negative;10;H   E   L   K
1;pas_5;negative;13;K   L   E   H
1;pas_2.5;negative;7;V   A   P   S
1;pas_2.5;negative;6;S   P   A   V
1;pas_5;positive;7;T   U   N   G
1;pas_2.5;negative;7;W   A   P   S
1;pas_5;negative;8;M   E   H   K
1;pas_2.5;negative;4;P   S   A   V
1;pas_2.5;positive;11;F   O   R   B
1;pas_5;negative;7;L   E   M   K
1;pas_2.5;positive;12;B   O   R   F
1;pas_2.5;positive;4;J   O   B   F
1;pas_2.5;negative;6;S   V   A   W
1;pas_5;negative;8;K   E   H   M
