subjnr;adaptation_target;us_valence;eval_rating;cs_filename
57;pas_2.5;negative;5;W   A   P   S
57;pas_5;negative;9;L   E   M   K
57;pas_5;negative;7;K   E   L   M
57;pas_2.5;negative;2;P   S   A   V
57;pas_5;positive;3;T   U   G   Z
57;pas_2.5;positive;12;J   O   R   B
57;pas_5;negative;13;M   E   H   K
57;pas_5;negative;10;H   E   M   K
57;pas_2.5;positive;8;R   O   B   F
57;pas_2.5;negative;4;S   V   A   W
57;pas_2.5;negative;3;S   A   P   V
57;pas_5;negative;9;K   E   H   M
57;pas_5;positive;13;G   U   N   T
57;pas_2.5;negative;15;S   W   A   P
57;pas_2.5;negative;6;S   P   A   V
57;pas_2.5;positive;13;F   R   O   B
57;pas_5;positive;12;Z   U   N   G
57;pas_5;positive;2;N   U   G   Z
57;pas_5;negative;11;H   E   L   K
57;pas_5;positive;5;T   U   N   G
57;pas_2.5;positive;12;J   O   R   F
57;pas_5;negative;13;K   L   E   H
57;pas_2.5;positive;14;F   O   R   B
57;pas_2.5;negative;2;V   A   P   S
57;pas_5;positive;12;G   N   U   Z
57;pas_2.5;negative;3;V   A   S   P
57;pas_5;positive;12;G   U   T   Z
57;pas_2.5;positive;9;B   J   O   F
57;pas_2.5;positive;11;B   O   R   F
57;pas_5;negative;12;K   L   E   M
57;pas_2.5;positive;14;J   O   B   F
57;pas_5;positive;9;Z   U   N   T
