subjnr;adaptation_target;us_valence;eval_rating;cs_filename
101;pas_2.5;negative;5;K   E   H   M
101;pas_2.5;positive;9;N   U   G   Z
101;pas_5;negative;12;S   P   A   V
101;pas_2.5;negative;7;K   L   E   H
101;pas_2.5;negative;6;M   E   H   K
101;pas_5;positive;11;F   O   R   B
101;pas_5;positive;12;F   R   O   B
101;pas_2.5;positive;9;T   U   G   Z
101;pas_2.5;negative;13;H   E   L   K
101;pas_5;negative;13;S   V   A   W
101;pas_5;positive;7;B   J   O   F
101;pas_2.5;positive;13;T   U   N   G
101;pas_5;negative;12;P   S   A   V
101;pas_5;negative;14;V   A   S   P
101;pas_2.5;negative;7;H   E   M   K
101;pas_5;negative;13;S   W   A   P
101;pas_5;negative;13;W   A   P   S
101;pas_5;positive;5;J   O   B   F
101;pas_5;positive;6;J   O   R   F
101;pas_2.5;positive;8;Z   U   N   T
101;pas_2.5;positive;7;G   U   T   Z
101;pas_5;negative;6;S   A   P   V
101;pas_2.5;negative;6;K   E   L   M
101;pas_2.5;positive;14;G   N   U   Z
101;pas_2.5;negative;5;K   L   E   M
101;pas_2.5;negative;7;L   E   M   K
101;pas_5;positive;7;B   O   R   F
101;pas_5;positive;6;J   O   R   B
101;pas_5;positive;11;R   O   B   F
101;pas_2.5;positive;11;Z   U   N   G
101;pas_5;negative;9;V   A   P   S
101;pas_2.5;positive;9;G   U   N   T
