subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
118;1;1;2.5;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Beach 4.jpg;0.09000000000000002;K   E   L   M;G   N   U   Z;N   U   G   Z;H   E   M   K;yes;no;no;no;yes;no
118;1;2;2.5;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Excited face 5.jpg;0.09000000000000002;K   L   E   H;G   U   T   Z;K   L   E   M;T   U   G   Z;no;no;no;yes;yes;no
118;1;3;2.5;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;Guitar 1.jpg;0.09000000000000002;M   E   H   K;G   U   N   T;H   E   L   K;Z   U   N   G;no;yes;no;no;yes;no
118;1;4;5.0;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Hangover 1.jpg;0.11399999999999999;B   J   O   F;S   P   A   V;S   V   A   W;J   O   B   F;no;no;yes;no;no;yes
118;1;5;5.0;positive;B   J   O   F;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.11399999999999999;V   A   P   S;W   A   P   S;B   J   O   F;F   R   O   B;no;no;yes;no;yes;no
118;1;6;5.0;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Toilet 4.jpg;0.11399999999999999;V   A   S   P;V   A   P   S;J   O   R   B;F   R   O   B;no;yes;no;no;no;yes
118;1;7;2.5;positive;H   E   M   K;maske_1.bmp;maske_2.bmp;Couple 8.jpg;0.09000000000000002;G   U   N   T;K   E   L   M;H   E   M   K;T   U   N   G;no;yes;no;no;yes;no
118;1;8;5.0;negative;S   P   A   V;maske_2.bmp;maske_1.bmp;Frustrated pose 7.jpg;0.11399999999999999;S   P   A   V;F   O   R   B;R   O   B   F;S   W   A   P;yes;no;no;no;no;yes
118;1;9;5.0;negative;S   A   P   V;maske_2.bmp;maske_1.bmp;Dog 31.jpg;0.11399999999999999;J   O   R   F;F   R   O   B;P   S   A   V;S   A   P   V;no;no;no;yes;no;yes
118;1;10;5.0;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Father 1.jpg;0.11399999999999999;B   O   R   F;S   W   A   P;F   R   O   B;S   A   P   V;no;no;yes;no;yes;no
118;1;11;5.0;negative;V   A   P   S;maske_2.bmp;maske_1.bmp;Miserable pose 4.jpg;0.11399999999999999;J   O   B   F;J   O   R   F;V   A   S   P;V   A   P   S;no;no;yes;no;no;yes
118;1;12;5.0;positive;J   O   R   F;maske_2.bmp;maske_1.bmp;Parade 1.jpg;0.11399999999999999;J   O   R   F;R   O   B   F;P   S   A   V;V   A   P   S;yes;no;no;no;yes;no
118;1;13;5.0;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Happy pose 2.jpg;0.11399999999999999;S   A   P   V;B   J   O   F;B   O   R   F;V   A   S   P;no;no;yes;no;yes;no
118;1;14;2.5;positive;M   E   H   K;maske_2.bmp;maske_1.bmp;Massage 1.jpg;0.09000000000000002;G   N   U   Z;K   L   E   H;Z   U   N   T;M   E   H   K;no;no;no;yes;yes;no
118;1;15;2.5;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Birthday 1.jpg;0.09000000000000002;T   U   G   Z;Z   U   N   G;K   E   H   M;K   L   E   M;no;no;no;yes;yes;no
118;1;16;5.0;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Lake 12.jpg;0.11399999999999999;S   V   A   W;J   O   R   B;V   A   S   P;F   O   R   B;no;no;no;yes;yes;no
118;1;17;2.5;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Garbage dump 8.jpg;0.09000000000000002;G   U   N   T;K   L   E   H;K   E   H   M;G   N   U   Z;no;no;no;yes;no;yes
118;1;18;2.5;negative;Z   U   N   G;maske_1.bmp;maske_2.bmp;Depressed pose 1.jpg;0.09000000000000002;T   U   N   G;K   E   L   M;L   E   M   K;Z   U   N   G;no;no;no;yes;no;yes
118;1;19;2.5;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Soup 1.jpg;0.09000000000000002;G   U   T   Z;L   E   M   K;K   E   H   M;Z   U   N   T;no;no;yes;no;yes;no
118;1;20;5.0;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.11399999999999999;S   V   A   W;S   W   A   P;B   O   R   F;R   O   B   F;yes;no;no;no;no;yes
118;1;21;5.0;negative;P   S   A   V;maske_2.bmp;maske_1.bmp;Car crash 1.jpg;0.11399999999999999;W   A   P   S;B   O   R   F;P   S   A   V;J   O   R   B;no;no;yes;no;no;yes
118;1;22;2.5;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Sunflower 1.jpg;0.09000000000000002;H   E   L   K;N   U   G   Z;L   E   M   K;T   U   N   G;no;yes;no;no;yes;no
118;1;23;2.5;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Flood 1.jpg;0.09000000000000002;H   E   M   K;K   E   H   M;T   U   G   Z;Z   U   N   T;no;no;no;yes;no;yes
118;1;24;5.0;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Zebra 1.jpg;0.11399999999999999;P   S   A   V;J   O   R   F;S   P   A   V;J   O   B   F;no;yes;no;no;yes;no
118;1;25;2.5;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Garbage dump 5.jpg;0.09000000000000002;K   L   E   H;H   E   L   K;Z   U   N   T;G   U   N   T;yes;no;no;no;no;yes
118;1;26;2.5;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Jail 1.jpg;0.09000000000000002;L   E   M   K;N   U   G   Z;G   U   T   Z;M   E   H   K;no;yes;no;no;no;yes
118;1;27;2.5;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Intensity 1.jpg;0.09000000000000002;K   L   E   M;G   U   T   Z;Z   U   N   G;H   E   L   K;yes;no;no;no;no;yes
118;1;28;2.5;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Cemetery 5.jpg;0.09000000000000002;K   E   L   M;K   L   E   M;G   N   U   Z;T   U   N   G;yes;no;no;no;no;yes
118;1;29;5.0;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Coffee 1.jpg;0.11399999999999999;W   A   P   S;S   W   A   P;F   O   R   B;R   O   B   F;no;no;no;yes;yes;no
118;1;30;5.0;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Cockroach 1.jpg;0.11399999999999999;S   A   P   V;W   A   P   S;B   J   O   F;F   O   R   B;no;yes;no;no;no;yes
118;1;31;5.0;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Baby 8.jpg;0.11399999999999999;J   O   R   B;S   V   A   W;J   O   B   F;S   P   A   V;no;no;yes;no;yes;no
118;1;32;2.5;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.09000000000000002;T   U   G   Z;H   E   M   K;N   U   G   Z;M   E   H   K;no;no;yes;no;no;yes
118;2;1;2.5;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Frustrated pose 5.jpg;0.09000000000000002;M   E   H   K;K   E   H   M;G   N   U   Z;Z   U   N   G;no;no;yes;no;no;yes
