subjnr;adaptation_target;us_valence;eval_rating;cs_filename
113;pas_5;positive;2;Z   U   N   T
113;pas_5;negative;4;K   E   H   M
113;pas_5;positive;4;G   N   U   Z
113;pas_2.5;negative;5;V   A   P   S
113;pas_2.5;negative;6;W   A   P   S
113;pas_5;positive;3;G   U   T   Z
113;pas_2.5;positive;9;F   R   O   B
113;pas_2.5;negative;5;V   A   S   P
113;pas_5;negative;4;H   E   L   K
113;pas_2.5;negative;2;S   A   P   V
113;pas_2.5;positive;9;R   O   B   F
113;pas_2.5;positive;8;B   O   R   F
113;pas_5;positive;8;Z   U   N   G
113;pas_5;negative;6;K   E   L   M
113;pas_2.5;negative;4;S   W   A   P
113;pas_2.5;positive;5;J   O   R   F
113;pas_5;positive;4;T   U   G   Z
113;pas_2.5;positive;6;B   J   O   F
113;pas_5;negative;5;K   L   E   M
113;pas_2.5;negative;3;S   V   A   W
113;pas_5;negative;9;K   L   E   H
113;pas_2.5;positive;9;J   O   R   B
113;pas_2.5;positive;4;F   O   R   B
113;pas_2.5;positive;4;J   O   B   F
113;pas_5;negative;4;M   E   H   K
113;pas_2.5;negative;4;S   P   A   V
113;pas_5;positive;5;G   U   N   T
113;pas_2.5;negative;3;P   S   A   V
113;pas_5;positive;5;N   U   G   Z
113;pas_5;negative;4;L   E   M   K
113;pas_5;negative;4;H   E   M   K
113;pas_5;positive;5;T   U   N   G
