subjnr;adaptation_target;us_valence;eval_rating;cs_filename
61;pas_5;negative;9;V   A   P   S
61;pas_2.5;positive;4;N   U   G   Z
61;pas_2.5;negative;10;L   E   M   K
61;pas_2.5;negative;10;M   E   H   K
61;pas_5;negative;12;S   P   A   V
61;pas_5;positive;13;J   O   R   F
61;pas_2.5;positive;5;G   N   U   Z
61;pas_2.5;negative;7;H   E   L   K
61;pas_2.5;positive;11;G   U   N   T
61;pas_5;negative;9;W   A   P   S
61;pas_2.5;positive;12;T   U   N   G
61;pas_2.5;negative;8;K   L   E   M
61;pas_2.5;positive;11;Z   U   N   T
61;pas_2.5;negative;12;H   E   M   K
61;pas_5;positive;13;R   O   B   F
61;pas_5;positive;10;B   O   R   F
61;pas_5;positive;12;B   J   O   F
61;pas_2.5;negative;8;K   L   E   H
61;pas_5;positive;11;F   R   O   B
61;pas_2.5;negative;10;K   E   L   M
61;pas_5;negative;10;S   A   P   V
61;pas_2.5;positive;9;G   U   T   Z
61;pas_2.5;negative;7;K   E   H   M
61;pas_5;positive;12;J   O   B   F
61;pas_5;negative;10;S   V   A   W
61;pas_2.5;positive;9;Z   U   N   G
61;pas_5;negative;9;P   S   A   V
61;pas_5;negative;8;V   A   S   P
61;pas_2.5;positive;7;T   U   G   Z
61;pas_5;negative;8;S   W   A   P
61;pas_5;positive;9;F   O   R   B
61;pas_5;positive;12;J   O   R   B
