subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
59;1;1;2.5;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Guitar 1.jpg;0.07700000000000001;-1;1;3;20;0.004;1;yes;no
59;1;2;5.0;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Elephant 1.jpg;0.15400000000000003;1;1;2;4;0.004;2;yes;no
59;1;3;2.5;negative;S   A   P   V;maske_2.bmp;maske_1.bmp;Scared face 4.jpg;0.08100000000000002;1;1;3;20;0.004;2;no;yes
59;1;4;5.0;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Coffee 1.jpg;0.15800000000000003;1;1;2;4;0.004;5;yes;no
59;1;5;5.0;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.15800000000000003;1;1;2;4;0.004;4;yes;no
59;1;6;5.0;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Dog 31.jpg;0.16200000000000003;1;1;2;4;0.004;4;no;yes
59;1;7;5.0;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Excited face 5.jpg;0.16600000000000004;1;1;2;4;0.004;5;yes;no
59;1;8;5.0;negative;G   U   N   T;maske_1.bmp;maske_2.bmp;Garbage dump 1.jpg;0.16600000000000004;1;-1;3;5;0.004;6;no;yes
59;1;9;2.5;positive;F   O   R   B;maske_1.bmp;maske_2.bmp;Baby 6.jpg;0.08500000000000002;1;-1;4;21;0.002;4;yes;no
59;1;10;2.5;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Alcohol 5.jpg;0.08300000000000002;-1;-1;4;21;0.002;3;yes;no
59;1;11;5.0;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Gazing 6.jpg;0.16200000000000003;-1;-1;3;5;0.004;5;yes;no
59;1;12;2.5;positive;J   O   R   F;maske_2.bmp;maske_1.bmp;Father 1.jpg;0.08100000000000002;-1;-1;4;21;0.002;4;yes;no
59;1;13;5.0;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;School 2.jpg;0.16200000000000003;-1;-1;3;5;0.004;5;yes;no
59;1;14;2.5;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Angry face 4.jpg;0.07900000000000001;-1;1;5;22;0.002;1;no;yes
59;1;15;2.5;positive;J   O   B   F;maske_2.bmp;maske_1.bmp;Dessert 8.jpg;0.08100000000000002;1;1;5;22;0.002;2;yes;no
59;1;16;5.0;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Intensity 1.jpg;0.16200000000000003;-1;-1;3;5;0.004;5;no;yes
59;1;17;5.0;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.16200000000000003;-1;-1;3;5;0.004;5;no;yes
59;1;18;2.5;negative;S   P   A   V;maske_1.bmp;maske_2.bmp;Miserable pose 4.jpg;0.08300000000000002;1;-1;6;23;0.002;4;no;yes
59;1;19;2.5;positive;J   O   R   B;maske_2.bmp;maske_1.bmp;Massage 1.jpg;0.08100000000000002;-1;-1;6;23;0.002;3;yes;no
59;1;20;2.5;negative;S   V   A   W;maske_2.bmp;maske_1.bmp;Garbage dump 8.jpg;0.07900000000000001;-1;1;7;24;0.002;2;no;yes
59;1;21;5.0;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Animal carcass 3.jpg;0.16200000000000003;-1;1;4;6;0.002;4;no;yes
59;1;22;5.0;positive;M   E   H   K;maske_1.bmp;maske_2.bmp;Fireworks 2.jpg;0.16400000000000003;1;1;4;6;0.002;5;yes;no
59;1;23;5.0;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Happy pose 2.jpg;0.16400000000000003;1;-1;5;7;0.002;6;yes;no
59;1;24;5.0;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Cemetery 5.jpg;0.16200000000000003;-1;-1;5;7;0.002;5;no;yes
59;1;25;2.5;positive;F   R   O   B;maske_2.bmp;maske_1.bmp;Mother 6.jpg;0.08100000000000002;1;1;7;24;0.002;2;yes;no
59;1;26;2.5;negative;V   A   S   P;maske_2.bmp;maske_1.bmp;Garbage dump 6.jpg;0.08300000000000002;1;1;7;24;0.002;1;no;yes
59;1;27;2.5;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Angry face 5.jpg;0.08500000000000002;1;1;7;24;0.002;2;no;yes
