subjnr;adaptation_target;us_valence;eval_rating;cs_filename
2;pas_5;positive;7;G   N   U   Z
2;pas_5;positive;11;T   U   N   G
2;pas_2.5;negative;5;J   O   R   F
2;pas_2.5;negative;6;J   O   R   B
2;pas_5;negative;10;K   E   L   M
2;pas_5;negative;7;K   L   E   M
2;pas_2.5;positive;9;V   A   S   P
2;pas_5;positive;3;N   U   G   Z
2;pas_2.5;negative;5;B   O   R   F
2;pas_5;negative;10;H   E   L   K
2;pas_2.5;positive;1;S   V   A   W
2;pas_5;positive;2;T   U   G   Z
2;pas_5;positive;7;G   U   N   T
2;pas_5;negative;7;L   E   M   K
2;pas_2.5;positive;6;P   S   A   V
2;pas_5;positive;9;Z   U   N   T
2;pas_2.5;negative;4;F   R   O   B
2;pas_5;negative;8;K   E   H   M
2;pas_5;negative;12;K   L   E   H
2;pas_2.5;positive;8;V   A   P   S
2;pas_2.5;negative;5;B   J   O   F
2;pas_2.5;positive;7;S   P   A   V
2;pas_2.5;positive;9;S   W   A   P
2;pas_5;positive;10;Z   U   N   G
2;pas_2.5;negative;6;F   O   R   B
2;pas_5;negative;7;H   E   M   K
2;pas_2.5;negative;2;J   O   B   F
2;pas_2.5;positive;1;S   A   P   V
2;pas_5;negative;7;M   E   H   K
2;pas_5;positive;5;G   U   T   Z
2;pas_2.5;negative;0;R   O   B   F
2;pas_2.5;positive;6;W   A   P   S
