subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
76;1;1;2.5;negative;J   O   B   F;maske_2.bmp;maske_1.bmp;Angry face 4.jpg;0.056999999999999995;-1;1;3;24;0.004;1;no;yes
76;1;2;2.5;positive;S   A   P   V;maske_2.bmp;maske_1.bmp;Picnic 1.jpg;0.061;1;1;3;24;0.004;2;no;yes
76;1;3;2.5;negative;J   O   R   B;maske_1.bmp;maske_2.bmp;Explosion 6.jpg;0.065;1;1;3;24;0.004;1;no;yes
76;1;4;5.0;positive;H   E   M   K;maske_1.bmp;maske_2.bmp;Dessert 8.jpg;0.09199999999999997;-1;1;3;3;0.004;3;no;yes
76;1;5;5.0;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Dog 23.jpg;0.09599999999999997;1;1;3;3;0.004;5;yes;no
76;1;6;5.0;negative;N   U   G   Z;maske_2.bmp;maske_1.bmp;Flood 1.jpg;0.09599999999999997;1;1;3;3;0.004;3;no;yes
76;1;7;5.0;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Dog 31.jpg;0.09999999999999998;1;1;3;3;0.004;5;yes;no
76;1;8;2.5;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Beach 6.jpg;0.069;1;1;3;24;0.004;2;no;yes
76;1;9;5.0;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Flood 2.jpg;0.09999999999999998;1;1;3;3;0.004;2;no;yes
76;1;10;2.5;negative;J   O   R   F;maske_2.bmp;maske_1.bmp;Toilet 4.jpg;0.07300000000000001;1;-1;4;25;0.002;5;no;yes
76;1;11;5.0;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.10399999999999998;1;-1;4;4;0.002;6;yes;no
76;1;12;5.0;positive;M   E   H   K;maske_1.bmp;maske_2.bmp;Mother 1.jpg;0.10199999999999998;-1;-1;4;4;0.002;5;yes;no
76;1;13;2.5;positive;V   A   S   P;maske_2.bmp;maske_1.bmp;Children 1.jpg;0.07100000000000001;-1;-1;4;25;0.002;5;yes;no
76;1;14;5.0;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Prison 2.jpg;0.10199999999999998;-1;1;5;5;0.002;2;no;yes
76;1;15;2.5;positive;S   V   A   W;maske_1.bmp;maske_2.bmp;Fireworks 2.jpg;0.069;-1;-1;4;25;0.002;5;yes;no
76;1;16;2.5;positive;S   W   A   P;maske_1.bmp;maske_2.bmp;Flowers 4.jpg;0.067;-1;-1;4;25;0.002;0;no;yes
76;1;17;5.0;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Beach 7.jpg;0.10399999999999998;1;1;5;5;0.002;5;yes;no
76;1;18;2.5;negative;R   O   B   F;maske_1.bmp;maske_2.bmp;Car accident 2.jpg;0.067;-1;-1;4;25;0.002;4;no;yes
76;1;19;2.5;negative;F   R   O   B;maske_1.bmp;maske_2.bmp;Fence 4.jpg;0.065;-1;1;5;26;0.002;2;no;yes
76;1;20;2.5;negative;B   O   R   F;maske_2.bmp;maske_1.bmp;Gun 5.jpg;0.067;1;-1;6;27;0.002;3;no;yes
76;1;21;2.5;positive;P   S   A   V;maske_1.bmp;maske_2.bmp;Coffee 1.jpg;0.065;-1;-1;6;27;0.002;4;no;yes
76;1;22;5.0;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Baby 8.jpg;0.10399999999999998;1;1;5;5;0.002;5;yes;no
76;1;23;5.0;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Sad face 1.jpg;0.10399999999999998;1;-1;6;6;0.002;6;no;yes
76;1;24;2.5;negative;B   J   O   F;maske_1.bmp;maske_2.bmp;Gun 1.jpg;0.063;-1;1;7;28;0.002;2;no;yes
76;1;25;2.5;positive;W   A   P   S;maske_1.bmp;maske_2.bmp;Nude couple 7.jpg;0.065;1;-1;8;29;0.001;4;yes;no
76;1;26;5.0;positive;L   E   M   K;maske_2.bmp;maske_1.bmp;Happy pose 2.jpg;0.10199999999999998;-1;-1;6;6;0.002;6;yes;no
76;1;27;2.5;negative;F   O   R   B;maske_1.bmp;maske_2.bmp;Miserable pose 4.jpg;0.064;-1;1;9;30;0.001;2;no;yes
76;1;28;5.0;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Collaboration 1.jpg;0.09999999999999998;-1;-1;6;6;0.002;5;yes;no
76;1;29;5.0;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Scared face 4.jpg;0.09999999999999998;-1;-1;6;6;0.002;5;no;yes
76;1;30;2.5;positive;S   P   A   V;maske_1.bmp;maske_2.bmp;Penguins 2.jpg;0.065;1;1;9;30;0.001;2;yes;no
76;1;31;5.0;negative;Z   U   N   T;maske_1.bmp;maske_2.bmp;Feces 1.jpg;0.09999999999999998;-1;-1;6;6;0.002;5;yes;no
76;1;32;5.0;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Alcohol 5.jpg;0.09999999999999998;-1;-1;6;6;0.002;6;yes;no
76;1;33;2.5;negative;B   J   O   F;maske_2.bmp;maske_1.bmp;Hangover 1.jpg;0.066;1;1;9;30;0.001;2;no;yes
76;1;34;2.5;positive;V   A   P   S;maske_2.bmp;maske_1.bmp;Parade 1.jpg;0.067;1;-1;10;31;0.001;5;yes;no
76;1;35;5.0;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Frustrated pose 3.jpg;0.09799999999999998;-1;1;7;7;0.002;2;no;yes
76;1;36;5.0;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Angry face 3.jpg;0.09999999999999998;1;1;7;7;0.002;5;no;yes
76;1;37;2.5;positive;P   S   A   V;maske_2.bmp;maske_1.bmp;Cat 4.jpg;0.066;-1;-1;10;31;0.001;3;no;yes
76;1;38;2.5;positive;S   P   A   V;maske_2.bmp;maske_1.bmp;Sunflower 1.jpg;0.065;-1;-1;10;31;0.001;3;yes;no
76;1;39;5.0;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Siblings 1.jpg;0.09999999999999998;1;1;7;7;0.002;5;yes;no
76;1;40;2.5;negative;J   O   R   B;maske_2.bmp;maske_1.bmp;Sad pose 1.jpg;0.064;-1;-1;10;31;0.001;4;no;yes
76;1;41;2.5;positive;S   A   P   V;maske_1.bmp;maske_2.bmp;School 2.jpg;0.063;-1;-1;10;31;0.001;5;no;yes
76;1;42;2.5;positive;V   A   S   P;maske_1.bmp;maske_2.bmp;Soup 1.jpg;0.062;-1;-1;10;31;0.001;5;yes;no
76;1;43;5.0;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Father 1.jpg;0.09999999999999998;1;1;7;7;0.002;5;yes;no
76;1;44;2.5;negative;J   O   B   F;maske_1.bmp;maske_2.bmp;Jail 1.jpg;0.061;-1;1;11;32;0.001;2;no;yes
76;1;45;2.5;negative;B   O   R   F;maske_1.bmp;maske_2.bmp;Baby 7.jpg;0.062;1;-1;12;33;0.001;3;no;yes
76;1;46;5.0;negative;Z   U   N   G;maske_1.bmp;maske_2.bmp;Intensity 1.jpg;0.09999999999999998;1;1;7;7;0.002;5;no;yes
76;1;47;2.5;positive;S   W   A   P;maske_2.bmp;maske_1.bmp;Bird 1.jpg;0.061;-1;-1;12;33;0.001;4;yes;no
76;1;48;5.0;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Garbage dump 5.jpg;0.09999999999999998;1;-1;8;8;0.001;6;yes;no
76;1;49;2.5;positive;S   V   A   W;maske_2.bmp;maske_1.bmp;Dog 2.jpg;0.06;-1;1;13;34;0.001;2;yes;no
76;1;50;2.5;positive;W   A   P   S;maske_2.bmp;maske_1.bmp;Picnic 2.jpg;0.061;1;-1;14;35;0.001;5;yes;no
76;1;51;5.0;negative;G   U   T   Z;maske_1.bmp;maske_2.bmp;Car crash 1.jpg;0.09899999999999998;-1;-1;8;8;0.001;5;no;yes
76;1;52;5.0;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Frustrated pose 7.jpg;0.09899999999999998;-1;-1;8;8;0.001;5;no;yes
76;1;53;2.5;negative;F   R   O   B;maske_2.bmp;maske_1.bmp;Fire 7.jpg;0.06;-1;-1;14;35;0.001;3;no;yes
76;1;54;5.0;positive;K   E   H   M;maske_1.bmp;maske_2.bmp;Beach 5.jpg;0.09899999999999998;-1;-1;8;8;0.001;5;no;yes
76;1;55;5.0;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Present 2.jpg;0.09899999999999998;-1;-1;8;8;0.001;5;yes;no
76;1;56;5.0;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;Massage 1.jpg;0.09899999999999998;-1;-1;8;8;0.001;5;yes;no
