subjnr;adaptation_target;us_valence;eval_rating;cs_filename
63;pas_2.5;negative;12;L   E   M   K
63;pas_5;negative;5;J   O   R   B
63;pas_2.5;negative;13;H   E   L   K
63;pas_5;positive;18;V   A   S   P
63;pas_5;positive;19;S   V   A   W
63;pas_5;positive;19;V   A   P   S
63;pas_5;positive;18;S   A   P   V
63;pas_5;negative;6;J   O   B   F
63;pas_2.5;positive;3;G   U   N   T
63;pas_5;positive;12;S   P   A   V
63;pas_5;positive;12;W   A   P   S
63;pas_5;positive;6;P   S   A   V
63;pas_2.5;positive;11;T   U   N   G
63;pas_5;negative;4;R   O   B   F
63;pas_2.5;positive;9;G   N   U   Z
63;pas_2.5;negative;12;K   E   H   M
63;pas_2.5;positive;6;G   U   T   Z
63;pas_5;negative;14;J   O   R   F
63;pas_5;negative;5;B   J   O   F
63;pas_2.5;positive;6;T   U   G   Z
63;pas_2.5;positive;8;N   U   G   Z
63;pas_2.5;negative;11;H   E   M   K
63;pas_2.5;negative;14;K   L   E   M
63;pas_5;negative;4;B   O   R   F
63;pas_2.5;positive;10;Z   U   N   G
63;pas_2.5;positive;8;Z   U   N   T
63;pas_5;negative;12;F   R   O   B
63;pas_2.5;negative;10;K   L   E   H
63;pas_2.5;negative;11;M   E   H   K
63;pas_5;negative;7;F   O   R   B
63;pas_2.5;negative;10;K   E   L   M
63;pas_5;positive;18;S   W   A   P
