subjnr;adaptation_target;us_valence;eval_rating;cs_filename
47;pas_5;negative;6;B   J   O   F
47;pas_2.5;positive;8;G   U   N   T
47;pas_5;negative;9;J   O   R   F
47;pas_5;positive;5;V   A   S   P
47;pas_5;positive;10;S   P   A   V
47;pas_5;positive;9;P   S   A   V
47;pas_5;positive;14;S   W   A   P
47;pas_2.5;positive;12;G   U   T   Z
47;pas_2.5;negative;11;H   E   M   K
47;pas_5;positive;1;S   V   A   W
47;pas_5;negative;9;R   O   B   F
47;pas_5;negative;7;F   R   O   B
47;pas_2.5;positive;10;T   U   N   G
47;pas_2.5;negative;10;K   L   E   M
47;pas_2.5;negative;9;L   E   M   K
47;pas_5;negative;10;B   O   R   F
47;pas_2.5;negative;9;M   E   H   K
47;pas_2.5;positive;8;Z   U   N   T
47;pas_5;positive;5;V   A   P   S
47;pas_2.5;negative;11;K   L   E   H
47;pas_5;positive;2;W   A   P   S
47;pas_2.5;negative;10;H   E   L   K
47;pas_5;positive;9;S   A   P   V
47;pas_2.5;positive;10;Z   U   N   G
47;pas_5;negative;11;F   O   R   B
47;pas_2.5;positive;9;T   U   G   Z
47;pas_2.5;positive;10;G   N   U   Z
47;pas_5;negative;9;J   O   B   F
47;pas_2.5;positive;10;N   U   G   Z
47;pas_2.5;negative;11;K   E   L   M
47;pas_5;negative;10;J   O   R   B
47;pas_2.5;negative;9;K   E   H   M
