subjnr;adaptation_target;us_valence;eval_rating;cs_filename
116;pas_5;positive;18;K   L   E   H
116;pas_2.5;negative;5;B   J   O   F
116;pas_2.5;negative;12;J   O   R   B
116;pas_5;negative;13;T   U   N   G
116;pas_5;positive;13;H   E   M   K
116;pas_5;positive;17;K   E   L   M
116;pas_2.5;positive;6;V   A   S   P
116;pas_2.5;positive;2;S   V   A   W
116;pas_2.5;positive;12;V   A   P   S
116;pas_5;positive;17;K   L   E   M
116;pas_5;negative;6;N   U   G   Z
116;pas_2.5;positive;7;S   W   A   P
116;pas_2.5;negative;10;J   O   R   F
116;pas_5;negative;7;G   U   N   T
116;pas_2.5;negative;5;J   O   B   F
116;pas_2.5;positive;8;W   A   P   S
116;pas_5;negative;2;G   N   U   Z
116;pas_5;negative;1;T   U   G   Z
116;pas_2.5;positive;0;P   S   A   V
116;pas_5;negative;11;G   U   T   Z
116;pas_5;negative;10;Z   U   N   T
116;pas_5;positive;9;H   E   L   K
116;pas_2.5;positive;3;S   A   P   V
116;pas_2.5;negative;6;F   R   O   B
116;pas_2.5;positive;2;S   P   A   V
116;pas_5;positive;2;M   E   H   K
116;pas_2.5;negative;7;B   O   R   F
116;pas_5;positive;13;L   E   M   K
116;pas_5;positive;2;K   E   H   M
116;pas_2.5;negative;2;R   O   B   F
116;pas_5;negative;6;Z   U   N   G
116;pas_2.5;negative;7;F   O   R   B
