subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
100;1;1;2.5;negative;R   O   B   F;maske_1.bmp;maske_2.bmp;Dog 23.jpg;0.07;1;1;2;14;0.004;2;yes;no
100;1;2;5.0;negative;Z   U   N   T;maske_1.bmp;maske_2.bmp;Cemetery 5.jpg;0.128;-1;1;3;4;0.004;3;no;yes
100;1;3;5.0;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Picnic 1.jpg;0.132;1;1;3;4;0.004;3;yes;no
100;1;4;5.0;negative;G   U   T   Z;maske_1.bmp;maske_2.bmp;Frustrated pose 5.jpg;0.136;1;1;3;4;0.004;5;no;yes
100;1;5;5.0;negative;G   U   N   T;maske_1.bmp;maske_2.bmp;Prison 2.jpg;0.136;1;1;3;4;0.004;5;no;yes
100;1;6;2.5;positive;P   S   A   V;maske_1.bmp;maske_2.bmp;Flowers 4.jpg;0.07400000000000001;1;-1;3;15;0.004;4;yes;no
100;1;7;2.5;negative;J   O   B   F;maske_1.bmp;maske_2.bmp;Garbage dump 5.jpg;0.07;-1;-1;3;15;0.004;3;no;yes
100;1;8;5.0;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Destruction 10.jpg;0.136;1;1;3;4;0.004;5;no;yes
100;1;9;2.5;negative;F   O   R   B;maske_1.bmp;maske_2.bmp;Animal carcass 3.jpg;0.066;-1;-1;3;15;0.004;3;no;yes
100;1;10;5.0;positive;H   E   M   K;maske_1.bmp;maske_2.bmp;Beach 7.jpg;0.136;1;1;3;4;0.004;5;yes;no
100;1;11;5.0;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Angry face 4.jpg;0.136;1;1;3;4;0.004;5;no;yes
100;1;12;2.5;negative;F   R   O   B;maske_1.bmp;maske_2.bmp;Miserable face 2.jpg;0.062;-1;-1;3;15;0.004;3;no;yes
100;1;13;2.5;positive;S   A   P   V;maske_1.bmp;maske_2.bmp;Sunset 3.jpg;0.057999999999999996;-1;1;4;16;0.002;2;yes;no
100;1;14;5.0;positive;M   E   H   K;maske_2.bmp;maske_1.bmp;Alcohol 5.jpg;0.136;1;1;3;4;0.004;5;yes;no
100;1;15;5.0;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Present 2.jpg;0.136;1;1;3;4;0.004;5;yes;no
100;1;16;5.0;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Animal carcass 1.jpg;0.136;1;1;3;4;0.004;5;no;yes
100;1;17;2.5;negative;J   O   R   F;maske_2.bmp;maske_1.bmp;Car crash 1.jpg;0.06;1;-1;5;17;0.002;3;no;yes
100;1;18;5.0;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Mother 5.jpg;0.136;1;1;3;4;0.004;5;yes;no
100;1;19;2.5;negative;B   J   O   F;maske_1.bmp;maske_2.bmp;Miserable pose 4.jpg;0.057999999999999996;-1;-1;5;17;0.002;3;no;yes
100;1;20;5.0;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Toilet 4.jpg;0.136;1;1;3;4;0.004;5;no;yes
100;1;21;2.5;positive;V   A   S   P;maske_2.bmp;maske_1.bmp;Parade 1.jpg;0.055999999999999994;-1;-1;5;17;0.002;3;yes;no
100;1;22;5.0;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Birthday 1.jpg;0.136;1;1;3;4;0.004;5;yes;no
100;1;23;2.5;positive;S   P   A   V;maske_2.bmp;maske_1.bmp;Mother 1.jpg;0.05399999999999999;-1;1;6;18;0.002;2;yes;no
100;1;24;2.5;positive;W   A   P   S;maske_1.bmp;maske_2.bmp;Coffee 1.jpg;0.055999999999999994;1;1;6;18;0.002;2;yes;no
100;1;25;2.5;positive;S   V   A   W;maske_2.bmp;maske_1.bmp;Baby 6.jpg;0.057999999999999996;1;1;6;18;0.002;1;yes;no
100;1;26;5.0;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Excited face 5.jpg;0.136;1;1;3;4;0.004;5;yes;no
100;1;27;2.5;negative;B   O   R   F;maske_2.bmp;maske_1.bmp;Jail 1.jpg;0.06;1;-1;7;19;0.002;3;no;yes
100;1;28;5.0;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Sunflower 1.jpg;0.136;1;1;3;4;0.004;5;yes;no
100;1;29;2.5;negative;J   O   R   B;maske_1.bmp;maske_2.bmp;Pollution 1.jpg;0.057999999999999996;-1;-1;7;19;0.002;3;no;yes
100;1;30;2.5;positive;V   A   P   S;maske_2.bmp;maske_1.bmp;Fireworks 2.jpg;0.055999999999999994;-1;-1;7;19;0.002;3;yes;no
100;1;31;2.5;positive;S   W   A   P;maske_2.bmp;maske_1.bmp;Penguins 2.jpg;0.05399999999999999;-1;1;8;20;0.001;2;yes;no
100;1;32;5.0;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Destruction 7.jpg;0.136;1;1;3;4;0.004;5;no;yes
100;1;33;5.0;positive;K   E   H   M;maske_1.bmp;maske_2.bmp;Guitar 1.jpg;0.136;1;1;3;4;0.004;5;yes;no
100;1;34;2.5;negative;F   R   O   B;maske_2.bmp;maske_1.bmp;Sad face 9.jpg;0.05499999999999999;1;1;8;20;0.001;2;no;yes
100;1;35;2.5;negative;B   O   R   F;maske_1.bmp;maske_2.bmp;Fire 2.jpg;0.055999999999999994;1;1;8;20;0.001;2;no;yes
100;1;36;2.5;negative;B   J   O   F;maske_2.bmp;maske_1.bmp;Angry face 5.jpg;0.056999999999999995;1;1;8;20;0.001;1;no;yes
100;1;37;2.5;positive;P   S   A   V;maske_2.bmp;maske_1.bmp;Excited face 3.jpg;0.057999999999999996;1;1;8;20;0.001;1;yes;no
100;1;38;2.5;positive;S   V   A   W;maske_1.bmp;maske_2.bmp;Soup 1.jpg;0.059;1;1;8;20;0.001;2;yes;no
100;1;39;5.0;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Bird 3.jpg;0.136;1;1;3;4;0.004;4;yes;no
100;1;40;2.5;positive;S   A   P   V;maske_2.bmp;maske_1.bmp;Mother 6.jpg;0.06;1;-1;9;21;0.001;3;yes;no
100;1;41;5.0;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Zebra 1.jpg;0.14;1;1;3;4;0.004;5;yes;no
100;1;42;5.0;positive;M   E   H   K;maske_1.bmp;maske_2.bmp;Happy pose 2.jpg;0.14;1;1;3;4;0.004;5;yes;no
100;1;43;5.0;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Car accident 2.jpg;0.14;1;-1;4;5;0.002;6;no;yes
100;1;44;5.0;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Father 1.jpg;0.138;-1;-1;4;5;0.002;6;yes;no
100;1;45;5.0;negative;N   U   G   Z;maske_2.bmp;maske_1.bmp;Hangover 1.jpg;0.136;-1;-1;4;5;0.002;5;no;yes
100;1;46;2.5;negative;J   O   R   B;maske_2.bmp;maske_1.bmp;Fire 7.jpg;0.059;-1;1;10;22;0.001;2;no;yes
100;1;47;5.0;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Sad pose 1.jpg;0.136;-1;-1;4;5;0.002;5;no;yes
100;1;48;2.5;positive;W   A   P   S;maske_2.bmp;maske_1.bmp;Collaboration 1.jpg;0.06;1;-1;11;23;0.001;3;yes;no
100;1;49;2.5;negative;J   O   R   F;maske_1.bmp;maske_2.bmp;Garbage dump 8.jpg;0.059;-1;1;12;24;0.001;2;no;yes
100;1;50;5.0;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Gazing 6.jpg;0.136;-1;-1;4;5;0.002;5;yes;no
100;1;51;5.0;positive;L   E   M   K;maske_2.bmp;maske_1.bmp;Bird 1.jpg;0.136;-1;-1;4;5;0.002;5;yes;no
100;1;52;2.5;positive;V   A   S   P;maske_1.bmp;maske_2.bmp;Couple 8.jpg;0.06;1;1;12;24;0.001;2;yes;no
100;1;53;2.5;negative;F   O   R   B;maske_2.bmp;maske_1.bmp;Dog 31.jpg;0.061;1;1;12;24;0.001;2;no;yes
100;1;54;2.5;negative;R   O   B   F;maske_2.bmp;maske_1.bmp;Flood 2.jpg;0.062;1;1;12;24;0.001;2;no;yes
100;1;55;2.5;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Beach 6.jpg;0.063;1;1;12;24;0.001;2;yes;no
100;1;56;5.0;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.136;-1;-1;4;5;0.002;5;no;yes
100;1;57;5.0;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Garbage dump 1.jpg;0.136;-1;-1;4;5;0.002;5;no;yes
100;1;58;2.5;positive;S   P   A   V;maske_1.bmp;maske_2.bmp;Chipmunk 1.jpg;0.064;1;-1;13;25;0.001;3;yes;no
