subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
31;1;1;2.5;negative;K   L   E   H;maske_1.bmp;maske_2.bmp;Miserable face 2.jpg;0.077;T   U   G   Z;K   L   E   H;K   E   H   M;Z   U   N   G;yes;no;no;no;no;yes
31;1;2;2.5;negative;H   E   M   K;maske_1.bmp;maske_2.bmp;Angry face 3.jpg;0.077;H   E   L   K;H   E   M   K;G   U   N   T;Z   U   N   T;no;no;no;yes;no;yes
31;1;3;2.5;negative;K   E   L   M;maske_2.bmp;maske_1.bmp;Hallway 1.jpg;0.077;N   U   G   Z;K   E   L   M;K   L   E   M;G   N   U   Z;yes;no;no;no;no;yes
31;1;4;5.0;negative;J   O   B   F;maske_1.bmp;maske_2.bmp;Ferret 1.jpg;0.107;S   P   A   V;J   O   B   F;R   O   B   F;V   A   P   S;no;no;yes;no;no;yes
31;1;5;2.5;negative;M   E   H   K;maske_1.bmp;maske_2.bmp;Cockroach 1.jpg;0.077;M   E   H   K;G   U   T   Z;K   E   L   M;G   N   U   Z;no;yes;no;no;no;yes
31;1;6;2.5;positive;G   U   N   T;maske_1.bmp;maske_2.bmp;Beach 7.jpg;0.077;H   E   L   K;G   U   N   T;M   E   H   K;N   U   G   Z;yes;no;no;no;yes;no
31;1;7;2.5;negative;L   E   M   K;maske_2.bmp;maske_1.bmp;Angry pose 1.jpg;0.077;M   E   H   K;N   U   G   Z;G   U   N   T;L   E   M   K;no;no;yes;no;no;yes
31;1;8;2.5;positive;T   U   N   G;maske_1.bmp;maske_2.bmp;Flowers 4.jpg;0.077;H   E   L   K;H   E   M   K;T   U   N   G;T   U   G   Z;no;yes;no;no;yes;no
31;1;9;5.0;positive;P   S   A   V;maske_2.bmp;maske_1.bmp;Parade 1.jpg;0.107;F   R   O   B;W   A   P   S;P   S   A   V;F   O   R   B;no;yes;no;no;yes;no
31;1;10;2.5;positive;G   N   U   Z;maske_2.bmp;maske_1.bmp;Children 1.jpg;0.077;M   E   H   K;K   E   L   M;G   N   U   Z;Z   U   N   T;no;yes;no;no;yes;no
31;1;11;5.0;negative;F   R   O   B;maske_1.bmp;maske_2.bmp;Angry face 5.jpg;0.107;F   R   O   B;S   A   P   V;J   O   R   B;S   V   A   W;yes;no;no;no;no;yes
31;1;12;2.5;positive;Z   U   N   G;maske_2.bmp;maske_1.bmp;Coffee 1.jpg;0.077;K   E   H   M;H   E   M   K;G   U   N   T;Z   U   N   G;no;no;yes;no;yes;no
31;1;13;5.0;negative;J   O   R   B;maske_2.bmp;maske_1.bmp;Destruction 7.jpg;0.107;S   W   A   P;B   J   O   F;J   O   R   B;P   S   A   V;no;no;yes;no;no;yes
31;1;14;5.0;negative;B   J   O   F;maske_2.bmp;maske_1.bmp;Garbage dump 8.jpg;0.107;J   O   R   F;S   P   A   V;P   S   A   V;B   J   O   F;yes;no;no;no;no;yes
31;1;15;2.5;negative;K   E   H   M;maske_1.bmp;maske_2.bmp;Cemetery 5.jpg;0.077;G   U   T   Z;Z   U   N   T;K   E   H   M;L   E   M   K;no;yes;no;no;no;yes
31;1;16;5.0;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Sunset 3.jpg;0.107;V   A   S   P;J   O   R   F;J   O   R   B;V   A   P   S;no;no;no;yes;yes;no
31;1;17;5.0;negative;J   O   R   F;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.107;B   O   R   F;S   V   A   W;W   A   P   S;J   O   R   F;no;no;no;yes;no;yes
31;1;18;2.5;negative;H   E   L   K;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.077;H   E   M   K;T   U   N   G;H   E   L   K;T   U   G   Z;yes;no;no;no;no;yes
31;1;19;5.0;positive;S   A   P   V;maske_2.bmp;maske_1.bmp;Beach 6.jpg;0.107;B   J   O   F;B   O   R   F;S   P   A   V;S   A   P   V;no;no;yes;no;yes;no
31;1;20;5.0;positive;S   W   A   P;maske_2.bmp;maske_1.bmp;Couple 8.jpg;0.107;V   A   P   S;J   O   B   F;R   O   B   F;S   W   A   P;no;no;no;yes;yes;no
31;1;21;5.0;positive;S   P   A   V;maske_2.bmp;maske_1.bmp;Dessert 5.jpg;0.107;J   O   B   F;R   O   B   F;S   P   A   V;P   S   A   V;yes;no;no;no;yes;no
31;1;22;5.0;negative;F   O   R   B;maske_2.bmp;maske_1.bmp;Pollution 1.jpg;0.107;J   O   B   F;V   A   S   P;F   O   R   B;V   A   P   S;no;no;yes;no;no;yes
31;1;23;2.5;positive;G   U   T   Z;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.077;G   U   T   Z;L   E   M   K;Z   U   N   G;K   L   E   H;yes;no;no;no;yes;no
31;1;24;2.5;positive;T   U   G   Z;maske_1.bmp;maske_2.bmp;Fireworks 2.jpg;0.077;T   U   G   Z;L   E   M   K;K   L   E   H;T   U   N   G;no;yes;no;no;yes;no
31;1;25;5.0;negative;B   O   R   F;maske_1.bmp;maske_2.bmp;Car accident 2.jpg;0.107;F   R   O   B;W   A   P   S;S   W   A   P;B   O   R   F;yes;no;no;no;no;yes
