subjnr;adaptation_target;us_valence;eval_rating;cs_filename
23;pas_2.5;negative;17;K   L   E   H
23;pas_2.5;negative;13;H   E   M   K
23;pas_2.5;positive;8;Z   U   N   G
23;pas_2.5;negative;11;L   E   M   K
23;pas_5;positive;8;V   A   S   P
23;pas_5;positive;4;S   P   A   V
23;pas_5;negative;16;J   O   R   F
23;pas_2.5;positive;10;G   U   T   Z
23;pas_2.5;positive;2;T   U   G   Z
23;pas_2.5;negative;12;H   E   L   K
23;pas_5;positive;1;P   S   A   V
23;pas_2.5;positive;10;G   U   N   T
23;pas_2.5;positive;18;N   U   G   Z
23;pas_2.5;negative;14;K   E   L   M
23;pas_2.5;positive;12;T   U   N   G
23;pas_5;positive;4;V   A   P   S
23;pas_5;negative;11;J   O   B   F
23;pas_5;positive;3;S   A   P   V
23;pas_5;negative;14;J   O   R   B
23;pas_5;negative;15;B   J   O   F
23;pas_5;positive;16;S   W   A   P
23;pas_5;negative;8;F   O   R   B
23;pas_5;negative;7;R   O   B   F
23;pas_2.5;positive;5;Z   U   N   T
23;pas_5;positive;1;S   V   A   W
23;pas_2.5;negative;5;M   E   H   K
23;pas_2.5;negative;14;K   L   E   M
23;pas_2.5;negative;13;K   E   H   M
23;pas_2.5;positive;12;G   N   U   Z
23;pas_5;negative;13;F   R   O   B
23;pas_5;positive;7;W   A   P   S
23;pas_5;negative;5;B   O   R   F
