subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
96;1;1;2.5;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;Picnic 1.jpg;0.07900000000000001;-1;1;3;14;0.004;2;yes;no
96;1;2;2.5;negative;G   U   T   Z;maske_1.bmp;maske_2.bmp;Jail 1.jpg;0.08300000000000002;1;1;3;14;0.004;2;no;yes
96;1;3;5.0;negative;J   O   B   F;maske_2.bmp;maske_1.bmp;Intensity 1.jpg;0.132;-1;1;3;16;0.004;2;no;yes
96;1;4;2.5;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Garbage dump 5.jpg;0.08700000000000002;1;1;3;14;0.004;2;yes;no
96;1;5;5.0;positive;S   A   P   V;maske_1.bmp;maske_2.bmp;Mother 5.jpg;0.136;1;-1;4;17;0.002;6;yes;no
96;1;6;5.0;positive;V   A   S   P;maske_1.bmp;maske_2.bmp;Present 2.jpg;0.134;-1;-1;4;17;0.002;6;yes;no
96;1;7;5.0;positive;P   S   A   V;maske_2.bmp;maske_1.bmp;Beach 4.jpg;0.132;-1;-1;4;17;0.002;6;yes;no
96;1;8;5.0;negative;J   O   R   F;maske_1.bmp;maske_2.bmp;Angry face 4.jpg;0.13;-1;-1;4;17;0.002;5;no;yes
96;1;9;5.0;negative;B   J   O   F;maske_1.bmp;maske_2.bmp;Frustrated pose 3.jpg;0.13;-1;-1;4;17;0.002;6;no;yes
96;1;10;5.0;positive;S   W   A   P;maske_1.bmp;maske_2.bmp;Mother 1.jpg;0.128;-1;-1;4;17;0.002;6;yes;no
96;1;11;5.0;negative;R   O   B   F;maske_1.bmp;maske_2.bmp;Car crash 1.jpg;0.126;-1;-1;4;17;0.002;6;no;yes
96;1;12;5.0;positive;S   V   A   W;maske_2.bmp;maske_1.bmp;Soup 1.jpg;0.124;-1;-1;4;17;0.002;6;yes;no
96;1;13;5.0;negative;J   O   R   B;maske_2.bmp;maske_1.bmp;Fire 2.jpg;0.122;-1;-1;4;17;0.002;5;yes;no
96;1;14;2.5;positive;M   E   H   K;maske_1.bmp;maske_2.bmp;Parade 1.jpg;0.09100000000000003;1;-1;4;15;0.002;4;no;yes
96;1;15;2.5;positive;L   E   M   K;maske_2.bmp;maske_1.bmp;Beach 6.jpg;0.08900000000000002;-1;-1;4;15;0.002;4;yes;no
96;1;16;2.5;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Dog 23.jpg;0.08700000000000002;-1;-1;4;15;0.002;5;yes;no
96;1;17;5.0;negative;F   R   O   B;maske_2.bmp;maske_1.bmp;Flood 1.jpg;0.122;-1;1;5;18;0.002;4;no;yes
96;1;18;5.0;positive;S   P   A   V;maske_2.bmp;maske_1.bmp;Beach 7.jpg;0.124;1;-1;6;19;0.002;6;yes;no
96;1;19;5.0;positive;W   A   P   S;maske_1.bmp;maske_2.bmp;Baby 6.jpg;0.122;-1;-1;6;19;0.002;6;yes;no
96;1;20;2.5;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Couple 8.jpg;0.08500000000000002;-1;1;5;16;0.002;2;no;yes
96;1;21;2.5;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Flowers 4.jpg;0.08700000000000002;1;1;5;16;0.002;2;no;yes
96;1;22;2.5;negative;Z   U   N   G;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.08900000000000002;1;-1;6;17;0.002;4;no;yes
96;1;23;2.5;positive;H   E   M   K;maske_1.bmp;maske_2.bmp;Cat 4.jpg;0.08700000000000002;-1;-1;6;17;0.002;5;yes;no
96;1;24;5.0;negative;B   O   R   F;maske_2.bmp;maske_1.bmp;Sad pose 1.jpg;0.12;-1;-1;6;19;0.002;5;yes;no
96;1;25;2.5;negative;Z   U   N   T;maske_1.bmp;maske_2.bmp;Fire 7.jpg;0.08500000000000002;-1;-1;6;17;0.002;5;yes;no
96;1;26;2.5;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Fireworks 2.jpg;0.08300000000000002;-1;1;7;18;0.002;2;no;yes
96;1;27;2.5;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Collaboration 1.jpg;0.08500000000000002;1;-1;8;19;0.001;5;yes;no
96;1;28;2.5;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Sad face 9.jpg;0.08400000000000002;-1;-1;8;19;0.001;3;no;yes
96;1;29;5.0;negative;F   O   R   B;maske_2.bmp;maske_1.bmp;Angry face 5.jpg;0.12;-1;-1;6;19;0.002;5;yes;no
96;1;30;2.5;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Car accident 2.jpg;0.08300000000000002;-1;-1;8;19;0.001;3;no;yes
96;1;31;2.5;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Destruction 10.jpg;0.08200000000000002;-1;1;9;20;0.001;2;no;yes
96;1;32;5.0;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Alcohol 5.jpg;0.12;-1;-1;6;19;0.002;5;yes;no
96;1;33;5.0;negative;B   O   R   F;maske_1.bmp;maske_2.bmp;Cemetery 5.jpg;0.12;-1;-1;6;19;0.002;5;no;yes
96;1;34;5.0;positive;W   A   P   S;maske_2.bmp;maske_1.bmp;Children 1.jpg;0.12;-1;-1;6;19;0.002;6;yes;no
96;1;35;5.0;positive;S   A   P   V;maske_2.bmp;maske_1.bmp;Lake 12.jpg;0.118;-1;-1;6;19;0.002;6;yes;no
96;1;36;5.0;negative;J   O   R   B;maske_1.bmp;maske_2.bmp;Baby 7.jpg;0.11599999999999999;-1;-1;6;19;0.002;5;no;yes
96;1;37;2.5;positive;K   E   H   M;maske_1.bmp;maske_2.bmp;Mother 6.jpg;0.08300000000000002;1;-1;10;21;0.001;4;yes;no
96;1;38;5.0;negative;F   R   O   B;maske_1.bmp;maske_2.bmp;Angry pose 1.jpg;0.11599999999999999;-1;-1;6;19;0.002;5;no;yes
96;1;39;5.0;positive;S   V   A   W;maske_1.bmp;maske_2.bmp;Yoga 3.jpg;0.11599999999999999;-1;-1;6;19;0.002;6;yes;no
96;1;40;5.0;negative;B   J   O   F;maske_2.bmp;maske_1.bmp;Animal carcass 3.jpg;0.11399999999999999;-1;-1;6;19;0.002;5;yes;no
96;1;41;2.5;negative;N   U   G   Z;maske_2.bmp;maske_1.bmp;Feces 1.jpg;0.08200000000000002;-1;-1;10;21;0.001;5;yes;no
96;1;42;2.5;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Gazing 6.jpg;0.08100000000000002;-1;1;11;22;0.001;2;yes;no
96;1;43;5.0;negative;F   O   R   B;maske_1.bmp;maske_2.bmp;Depressed pose 3.jpg;0.11399999999999999;-1;-1;6;19;0.002;5;yes;no
96;1;44;2.5;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.08200000000000002;1;1;11;22;0.001;2;no;yes
96;1;45;5.0;negative;R   O   B   F;maske_2.bmp;maske_1.bmp;Pollution 1.jpg;0.11399999999999999;-1;-1;6;19;0.002;5;no;yes
96;1;46;2.5;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Father 1.jpg;0.08300000000000002;1;-1;12;23;0.001;3;yes;no
96;1;47;5.0;positive;V   A   S   P;maske_2.bmp;maske_1.bmp;Dessert 8.jpg;0.11399999999999999;-1;-1;6;19;0.002;5;yes;no
96;1;48;2.5;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Beach 5.jpg;0.08200000000000002;-1;-1;12;23;0.001;5;yes;no
96;1;49;5.0;positive;S   W   A   P;maske_2.bmp;maske_1.bmp;Penguins 2.jpg;0.11399999999999999;-1;-1;6;19;0.002;5;yes;no
96;1;50;2.5;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Chipmunk 1.jpg;0.08100000000000002;-1;1;13;24;0.001;2;yes;no
96;1;51;2.5;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Angry face 3.jpg;0.08200000000000002;1;-1;14;25;0.001;4;yes;no
96;1;52;2.5;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Scared face 4.jpg;0.08100000000000002;-1;-1;14;25;0.001;4;no;yes
96;1;53;5.0;negative;J   O   B   F;maske_1.bmp;maske_2.bmp;Garbage dump 6.jpg;0.11399999999999999;-1;1;7;20;0.002;4;no;yes
96;1;54;2.5;positive;M   E   H   K;maske_2.bmp;maske_1.bmp;Baby 2.jpg;0.08000000000000002;-1;-1;14;25;0.001;3;yes;no
96;1;55;2.5;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Frustrated pose 7.jpg;0.07900000000000001;-1;1;15;26;0.001;2;no;yes
96;1;56;2.5;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Destruction 7.jpg;0.08000000000000002;1;1;15;26;0.001;2;no;yes
96;1;57;5.0;positive;S   P   A   V;maske_1.bmp;maske_2.bmp;Guitar 1.jpg;0.11599999999999999;1;1;7;20;0.002;3;yes;no
96;1;58;2.5;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Excited face 5.jpg;0.08100000000000002;1;-1;16;27;0.001;4;no;yes
96;1;59;5.0;positive;P   S   A   V;maske_1.bmp;maske_2.bmp;Siblings 1.jpg;0.118;1;1;7;20;0.002;4;yes;no
96;1;60;5.0;positive;V   A   P   S;maske_2.bmp;maske_1.bmp;Sunset 3.jpg;0.12;1;-1;8;21;0.001;6;yes;no
96;1;61;2.5;negative;G   U   N   T;maske_1.bmp;maske_2.bmp;Garbage dump 8.jpg;0.08000000000000002;-1;1;17;28;0.001;2;no;yes
96;1;62;2.5;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Explosion 6.jpg;0.08100000000000002;1;1;17;28;0.001;1;no;yes
96;1;63;2.5;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Birthday 1.jpg;0.08200000000000002;1;-1;18;29;0.001;3;no;yes
96;1;64;5.0;negative;J   O   R   F;maske_2.bmp;maske_1.bmp;Animal carcass 1.jpg;0.119;-1;-1;8;21;0.001;5;yes;no
96;2;1;2.5;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Destruction 2.jpg;0.08100000000000002;-1;-1;18;29;0.001;3;no;yes
96;2;2;5.0;positive;W   A   P   S;maske_2.bmp;maske_1.bmp;Picnic 1.jpg;0.119;-1;1;9;22;0.001;4;no;yes
96;2;3;2.5;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Garbage dump 5.jpg;0.08000000000000002;-1;1;19;30;0.001;2;no;yes
96;2;4;5.0;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Picnic 2.jpg;0.12;1;-1;10;23;0.001;6;yes;no
96;2;5;5.0;positive;S   W   A   P;maske_2.bmp;maske_1.bmp;Sunset 3.jpg;0.119;-1;-1;10;23;0.001;6;yes;no
96;2;6;2.5;positive;K   E   H   M;maske_1.bmp;maske_2.bmp;Sunflower 1.jpg;0.08100000000000002;1;1;19;30;0.001;2;yes;no
96;2;7;5.0;negative;J   O   R   B;maske_2.bmp;maske_1.bmp;Animal carcass 1.jpg;0.118;-1;-1;10;23;0.001;5;yes;no
96;2;8;2.5;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.08200000000000002;1;-1;20;31;0.001;4;yes;no
96;2;9;5.0;positive;S   P   A   V;maske_2.bmp;maske_1.bmp;Zebra 1.jpg;0.118;-1;-1;10;23;0.001;6;yes;no
96;2;10;2.5;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Gun 5.jpg;0.08100000000000002;-1;1;21;32;0.001;1;no;yes
96;2;11;2.5;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Beach 6.jpg;0.08200000000000002;1;-1;22;33;0.001;3;yes;no
96;2;12;2.5;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Dog 2.jpg;0.08100000000000002;-1;-1;22;33;0.001;3;yes;no
