ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
27	0	neu_l_40.wav	r_lup_19.wav	1	-1	1	2015-06-10_10.03.19.356000
27	0	neu_l_23.wav	neg_r_43.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_51.wav	neg_r_28.wav	0	-1	1	2015-06-10_10.03.19.356000
27	0	neu_l_66.wav	neu_r_37.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_32.wav	r_lup_20.wav	1	-1	1	2015-06-10_10.03.19.356000
27	0	neu_l_19.wav	neg_r_51.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_62.wav	r_lup_8.wav	1	1	1	2015-06-10_10.03.19.356000
27	0	neu_l_46.wav	pos_r_73.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_16.wav	pos_r_32.wav	0	1	1	2015-06-10_10.03.19.356000
27	0	neu_l_73.wav	neu_r_24.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_55.wav	r_lup_19.wav	1	-1	1	2015-06-10_10.03.19.356000
27	0	neu_l_64.wav	neg_r_64.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_55.wav	r_lup_6.wav	1	1	1	2015-06-10_10.03.19.356000
27	0	neu_l_30.wav	pos_r_17.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_4.wav	neu_r_9.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_17.wav	neu_r_7.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_18.wav	r_lup_8.wav	1	1	1	2015-06-10_10.03.19.356000
27	0	neu_l_17.wav	pos_r_55.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_36.wav	neg_r_3.wav	0	-1	1	2015-06-10_10.03.19.356000
27	0	neu_l_13.wav	neu_r_15.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_36.wav	r_lup_20.wav	1	-1	1	2015-06-10_10.03.19.356000
27	0	neu_l_22.wav	neg_r_52.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_7.wav	neu_r_24.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_15.wav	neu_r_20.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_71.wav	r_lup_6.wav	1	1	1	2015-06-10_10.03.19.356000
27	0	neu_l_38.wav	pos_r_13.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_31.wav	pos_r_75.wav	0	1	1	2015-06-10_10.03.19.356000
27	0	neu_l_19.wav	neu_r_75.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_2.wav	neu_r_27.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_11.wav	neu_r_44.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_40.wav	r_lup_19.wav	1	-1	1	2015-06-10_10.03.19.356000
27	1	neu_l_23.wav	neg_r_43.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_51.wav	neg_r_28.wav	0	-1	1	2015-06-10_10.03.19.356000
27	0	neu_l_66.wav	neu_r_37.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_32.wav	r_lup_20.wav	1	-1	1	2015-06-10_10.03.19.356000
27	1	neu_l_19.wav	neg_r_51.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_62.wav	r_lup_8.wav	1	1	1	2015-06-10_10.03.19.356000
27	1	neu_l_46.wav	pos_r_73.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_16.wav	pos_r_32.wav	0	1	1	2015-06-10_10.03.19.356000
27	0	neu_l_73.wav	neu_r_24.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_55.wav	r_lup_19.wav	1	-1	1	2015-06-10_10.03.19.356000
27	1	neu_l_64.wav	neg_r_64.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_55.wav	r_lup_6.wav	1	1	1	2015-06-10_10.03.19.356000
27	1	neu_l_30.wav	pos_r_17.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_4.wav	neu_r_9.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_17.wav	neu_r_7.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_18.wav	r_lup_8.wav	1	1	1	2015-06-10_10.03.19.356000
27	1	neu_l_17.wav	pos_r_55.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_36.wav	neg_r_3.wav	0	-1	1	2015-06-10_10.03.19.356000
27	0	neu_l_13.wav	neu_r_15.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_36.wav	r_lup_20.wav	1	-1	1	2015-06-10_10.03.19.356000
27	1	neu_l_22.wav	neg_r_52.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_7.wav	neu_r_24.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_15.wav	neu_r_20.wav	0	0	0	2015-06-10_10.03.19.356000
27	1	neu_l_71.wav	r_lup_6.wav	1	1	1	2015-06-10_10.03.19.356000
27	0	neu_l_38.wav	pos_r_13.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	neu_l_31.wav	pos_r_75.wav	0	1	1	2015-06-10_10.03.19.356000
27	0	neu_l_19.wav	neu_r_75.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_2.wav	neu_r_27.wav	0	0	0	2015-06-10_10.03.19.356000
27	0	l_tol_11.wav	neu_r_44.wav	0	0	0	2015-06-10_10.03.19.356000
