ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp	TrialNr	Interval
16	0	0	neu_l_35.wav	neg_r_53.wav	2015-06-08_11.01.37.190000	1	1
16	0	0	neu_l_19.wav	neu_r_20.wav	2015-06-08_11.01.37.190000	2	0
16	0	1	neu_l_79.wav	r_tol_4.wav	2015-06-08_11.01.37.190000	3	1
16	0	0	neu_l_5.wav	pos_r_22.wav	2015-06-08_11.01.37.190000	4	0
16	1	0	neu_l_77.wav	neu_r_28.wav	2015-06-08_11.01.37.190000	5	0
16	0	1	neu_l_60.wav	r_tol_12.wav	2015-06-08_11.01.37.190000	6	1
16	1	0	neu_l_46.wav	neg_r_54.wav	2015-06-08_11.01.37.190000	7	0
16	0	0	neu_l_19.wav	neu_r_20.wav	2015-06-08_11.01.37.190000	8	0
16	0	1	neu_l_12.wav	r_tol_13.wav	2015-06-08_11.01.37.190000	9	1
16	1	0	neu_l_75.wav	neg_r_77.wav	2015-06-08_11.01.37.190000	10	0
16	0	0	neu_l_29.wav	neu_r_66.wav	2015-06-08_11.01.37.190000	11	0
16	0	1	neu_l_48.wav	r_tol_13.wav	2015-06-08_11.01.37.190000	12	1
16	1	0	neu_l_71.wav	neg_r_35.wav	2015-06-08_11.01.37.190000	13	0
16	0	0	neu_l_4.wav	neu_r_28.wav	2015-06-08_11.01.37.190000	14	0
16	0	1	neu_l_8.wav	r_tol_4.wav	2015-06-08_11.01.37.190000	15	1
16	1	0	neu_l_77.wav	pos_r_67.wav	2015-06-08_11.01.37.190000	16	0
16	0	0	neu_l_1.wav	neu_r_6.wav	2015-06-08_11.01.37.190000	17	0
16	0	1	neu_l_72.wav	r_tol_5.wav	2015-06-08_11.01.37.190000	18	1
16	0	0	neu_l_19.wav	neg_r_24.wav	2015-06-08_11.01.37.190000	19	0
16	1	0	neu_l_61.wav	neu_r_14.wav	2015-06-08_11.01.37.190000	20	0
16	0	1	l_tol_19.wav	neu_r_59.wav	2015-06-08_11.01.37.190000	21	1
16	0	0	l_lup_14.wav	pos_r_6.wav	2015-06-08_11.01.37.190000	22	0
16	0	0	l_nif_20.wav	neu_r_64.wav	2015-06-08_11.01.37.190000	23	0
16	0	1	neu_l_80.wav	r_tol_18.wav	2015-06-08_11.01.37.190000	24	1
16	1	0	neu_l_67.wav	pos_r_67.wav	2015-06-08_11.01.37.190000	25	0
16	0	0	neu_l_70.wav	neu_r_15.wav	2015-06-08_11.01.37.190000	26	0
16	0	1	l_tol_19.wav	neu_r_42.wav	2015-06-08_11.01.37.190000	27	1
