ParticipantNumber	SpaceYesNo	LeftOrder	RightOrder	IsTarget	Valence	Interval	timeStamp
76	0	neu_l_17.wav	r_tol_9.wav	1	-1	1	2015-06-18_11.27.55.768000
76	0	neu_l_76.wav	neg_r_28.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_19.wav	neu_r_26.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_53.wav	r_tol_11.wav	1	-1	1	2015-06-18_11.27.55.768000
76	0	neu_l_3.wav	neg_r_35.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_14.wav	neu_r_25.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_9.wav	neu_r_13.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_53.wav	r_tol_11.wav	1	-1	1	2015-06-18_11.27.55.768000
76	0	neu_l_9.wav	neg_r_57.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_46.wav	neg_r_54.wav	0	-1	1	2015-06-18_11.27.55.768000
76	0	neu_l_17.wav	neu_r_34.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_11.wav	pos_r_15.wav	0	1	1	2015-06-18_11.27.55.768000
76	0	neu_l_49.wav	neu_r_14.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_17.wav	neu_r_25.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_4.wav	r_tol_7.wav	1	1	1	2015-06-18_11.27.55.768000
76	0	neu_l_28.wav	pos_r_72.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_12.wav	pos_r_1.wav	0	1	1	2015-06-18_11.27.55.768000
76	0	neu_l_12.wav	neu_r_34.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_5.wav	neu_r_57.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_18.wav	r_tol_14.wav	1	1	1	2015-06-18_11.27.55.768000
76	0	neu_l_53.wav	pos_r_40.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_33.wav	r_tol_14.wav	1	1	1	2015-06-18_11.27.55.768000
76	0	neu_l_62.wav	pos_r_76.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_54.wav	r_tol_7.wav	1	1	1	2015-06-18_11.27.55.768000
76	0	neu_l_43.wav	pos_r_30.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_40.wav	neg_r_80.wav	0	-1	1	2015-06-18_11.27.55.768000
76	0	neu_l_80.wav	neu_r_7.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_8.wav	neu_r_26.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_20.wav	r_tol_9.wav	1	-1	1	2015-06-18_11.27.55.768000
76	0	neu_l_4.wav	neg_r_22.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_17.wav	r_tol_9.wav	1	-1	1	2015-06-18_11.27.55.768000
76	1	neu_l_76.wav	neg_r_28.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_19.wav	neu_r_26.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_53.wav	r_tol_11.wav	1	-1	1	2015-06-18_11.27.55.768000
76	1	neu_l_3.wav	neg_r_35.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_14.wav	neu_r_25.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_9.wav	neu_r_13.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_53.wav	r_tol_11.wav	1	-1	1	2015-06-18_11.27.55.768000
76	1	neu_l_9.wav	neg_r_57.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_46.wav	neg_r_54.wav	0	-1	1	2015-06-18_11.27.55.768000
76	0	neu_l_17.wav	neu_r_34.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_11.wav	pos_r_15.wav	0	1	1	2015-06-18_11.27.55.768000
76	0	neu_l_49.wav	neu_r_14.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_17.wav	neu_r_25.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_4.wav	r_tol_7.wav	1	1	1	2015-06-18_11.27.55.768000
76	1	neu_l_28.wav	pos_r_72.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_12.wav	pos_r_1.wav	0	1	1	2015-06-18_11.27.55.768000
76	0	neu_l_12.wav	neu_r_34.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_5.wav	neu_r_57.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_18.wav	r_tol_14.wav	1	1	1	2015-06-18_11.27.55.768000
76	1	neu_l_53.wav	pos_r_40.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_33.wav	r_tol_14.wav	1	1	1	2015-06-18_11.27.55.768000
76	1	neu_l_62.wav	pos_r_76.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_54.wav	r_tol_7.wav	1	1	1	2015-06-18_11.27.55.768000
76	1	neu_l_43.wav	pos_r_30.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_40.wav	neg_r_80.wav	0	-1	1	2015-06-18_11.27.55.768000
76	0	neu_l_80.wav	neu_r_7.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	l_nif_8.wav	neu_r_26.wav	0	0	0	2015-06-18_11.27.55.768000
76	0	neu_l_20.wav	r_tol_9.wav	1	-1	1	2015-06-18_11.27.55.768000
76	1	neu_l_4.wav	neg_r_22.wav	0	0	0	2015-06-18_11.27.55.768000
